Team 1,Team 2,Team 1 Win %,Team 2 Win %,Team 1 At Home,Team 1 Won
Milwaukee Bucks,Orlando Magic,0.5236728837876614,0.3207847295864263,0,0
Boston Celtics,Washington Wizards,0.6664275466284075,0.5759985860728172,1,0
Sacramento Kings,Miami Heat,0.3426416872864381,0.5144927536231884,1,1
Los Angeles Lakers,Golden State Warriors,0.4096126255380201,0.7821616451458632,0,0
Toronto Raptors,Indiana Pacers,0.7073170731707318,0.557205137268764,0,1
Charlotte Hornets,Atlanta Hawks,0.4361965358784023,0.36803346294332506,0,1
Philadelphia 76ers,New York Knicks,0.48198034219148167,0.35790031813361606,0,1
Houston Rockets,Los Angeles Clippers,0.75298900047824,0.5754762771508313,1,1
Chicago Bulls,Memphis Grizzlies,0.40196078431372556,0.3512673362027738,0,1
San Antonio Spurs,New Orleans Pelicans,0.6247790738776953,0.5205643232902917,1,1
Detroit Pistons,Denver Nuggets,0.4445241511238642,0.5297513844703664,0,0
Utah Jazz,Phoenix Suns,0.5841286673736302,0.278513356562137,1,1
Portland Trail Blazers,Cleveland Cavaliers,0.5784313725490197,0.5896700143472023,1,1
Boston Celtics,Orlando Magic,0.6695534346647815,0.3178861788617886,0,1
Brooklyn Nets,Philadelphia 76ers,0.2841993637327678,0.48637015781922527,0,0
Dallas Mavericks,Toronto Raptors,0.3467067279368446,0.7097325321079299,0,0
Los Angeles Clippers,Oklahoma City Thunder,0.5700621712099473,0.5854231077522042,0,0
Sacramento Kings,Golden State Warriors,0.34912891986062716,0.7747731825144338,0,1
Miami Heat,Los Angeles Lakers,0.5190476190476191,0.4052079651231295,0,1
Milwaukee Bucks,Atlanta Hawks,0.5282196300223873,0.36527293844367015,1,1
New Orleans Pelicans,Houston Rockets,0.5150229763167197,0.7549782019559327,1,0
Washington Wizards,Indiana Pacers,0.5801393728222997,0.5516840882694541,1,1
Brooklyn Nets,Dallas Mavericks,0.2908246225319396,0.34367015098722414,1,1
Charlotte Hornets,New York Knicks,0.43205574912891986,0.3641114982578397,0,0
Cleveland Cavaliers,Chicago Bulls,0.5937905031224225,0.39855072463768115,0,1
Memphis Grizzlies,Denver Nuggets,0.3583716271945328,0.524506387921022,1,1
Minnesota Timberwolves,San Antonio Spurs,0.5069686411149825,0.6289198606271776,0,0
Sacramento Kings,Utah Jazz,0.3460437421275621,0.5882694541231127,0,0
Golden State Warriors,Phoenix Suns,0.7771196283391405,0.2759647314783007,0,1
Detroit Pistons,Portland Trail Blazers,0.44026157652880876,0.5821256038647343,0,0
Toronto Raptors,Oklahoma City Thunder,0.702555168408827,0.5892050587172538,1,0
New Orleans Pelicans,Boston Celtics,0.519163763066202,0.6630662020905923,1,1
Minnesota Timberwolves,Houston Rockets,0.5016031146226956,0.7569105691056911,1,0
Los Angeles Clippers,Portland Trail Blazers,0.5648049958760457,0.5857142857142857,1,0
Cleveland Cavaliers,Milwaukee Bucks,0.5977932636469222,0.5231126596980256,1,1
Indiana Pacers,Los Angeles Lakers,0.5557082331386695,0.40092915214866437,1,1
Philadelphia 76ers,Charlotte Hornets,0.4906327324142807,0.42803160425970455,1,1
Memphis Grizzlies,Brooklyn Nets,0.3557491289198606,0.2972632543226841,0,0
Denver Nuggets,Miami Heat,0.5194091377533493,0.5234741784037559,0,0
Chicago Bulls,New York Knicks,0.3952380952380952,0.37014771556166265,0,0
San Antonio Spurs,Golden State Warriors,0.632944005496393,0.7700103057368602,1,1
Detroit Pistons,Sacramento Kings,0.4456445993031359,0.343044263775971,0,1
Toronto Raptors,Orlando Magic,0.704969655330356,0.3150692774533379,0,1
Boston Celtics,Oklahoma City Thunder,0.6661513798236575,0.5837509744960463,1,1
Minnesota Timberwolves,Los Angeles Clippers,0.5056458897922312,0.559698025551684,1,1
Dallas Mavericks,New Orleans Pelicans,0.34071911141646627,0.5231879079354174,0,0
Utah Jazz,Atlanta Hawks,0.5829039276308255,0.371979846559029,1,0
Detroit Pistons,Phoenix Suns,0.4508759876331158,0.273486901535682,0,1
Portland Trail Blazers,Houston Rockets,0.5798122065727699,0.7587885033779916,1,0
Cleveland Cavaliers,Toronto Raptors,0.6016832703538303,0.6980578139114725,1,1
Philadelphia 76ers,Memphis Grizzlies,0.49477351916376305,0.35320050383602425,1,1
Brooklyn Nets,Charlotte Hornets,0.29426377597109304,0.4333785004516712,1,0
Miami Heat,New York Knicks,0.5277777777777778,0.36675700090334235,1,1
Denver Nuggets,Chicago Bulls,0.5237127371273712,0.392018779342723,0,1
Los Angeles Clippers,Milwaukee Bucks,0.5641245849078209,0.51814954769266,0,1
New Orleans Pelicans,Indiana Pacers,0.5271002710027101,0.5503613369467028,1,1
San Antonio Spurs,Washington Wizards,0.6368563685636857,0.5747738463300126,1,1
Charlotte Hornets,Memphis Grizzlies,0.4385789063370085,0.35072267389340556,1,1
Orlando Magic,Philadelphia 76ers,0.31233062330623307,0.49879766403297837,1,0
Detroit Pistons,Houston Rockets,0.4467028003613369,0.7606142728093949,0,0
New Orleans Pelicans,Los Angeles Lakers,0.5309054460407617,0.3967708691171419,1,1
Dallas Mavericks,Utah Jazz,0.3378500451671183,0.5869467028003613,1,0
Atlanta Hawks,Sacramento Kings,0.36924119241192416,0.3492593830047889,0,0
Los Angeles Clippers,Indiana Pacers,0.5591689250225835,0.5542933511526896,0,0
Denver Nuggets,Washington Wizards,0.5278984296692282,0.5695573622402891,0,1
Cleveland Cavaliers,Phoenix Suns,0.6054652213188798,0.2710769573449159,1,1
New York Knicks,Minnesota Timberwolves,0.36345918253703086,0.5095779039982181,1,0
Toronto Raptors,Brooklyn Nets,0.7004677581022385,0.2913464751085867,1,1
Chicago Bulls,Milwaukee Bucks,0.38888888888888884,0.5225835591689251,1,0
Miami Heat,Oklahoma City Thunder,0.5228310502283106,0.587453306965502,0,0
San Antonio Spurs,Utah Jazz,0.6406615436017374,0.581746296915024,1,1
Boston Celtics,Portland Trail Blazers,0.6691508581752484,0.5740740740740741,0,1
Golden State Warriors,Atlanta Hawks,0.7723577235772358,0.36657756988528795,1,1
Minnesota Timberwolves,Philadelphia 76ers,0.50439463854098,0.502710027100271,0,0
Chicago Bulls,Detroit Pistons,0.3858447488584475,0.4517763670787393,0,0
Phoenix Suns,Orlando Magic,0.2687321467809272,0.318799420870921,0,0
Houston Rockets,New Orleans Pelicans,0.7623900211604856,0.5255987695012084,1,1
Los Angeles Lakers,Memphis Grizzlies,0.4019873532068654,0.34831272970263943,0,1
Dallas Mavericks,Charlotte Hornets,0.3350595834725471,0.4436387607119314,1,0
Cleveland Cavaliers,Brooklyn Nets,0.6091435571889966,0.2885080202153373,0,1
San Antonio Spurs,Milwaukee Bucks,0.6353548670621841,0.526896090878717,0,0
Miami Heat,Indiana Pacers,0.518018018018018,0.5581190947044605,0,0
Boston Celtics,Sacramento Kings,0.6720681590377547,0.34629751702922434,0,1
Los Angeles Clippers,Toronto Raptors,0.5634814567323755,0.6938035596572182,0,1
Washington Wizards,New York Knicks,0.5644837955228867,0.36925950340584485,1,0
Oklahoma City Thunder,Portland Trail Blazers,0.5821680216802169,0.5776255707762558,1,0
Atlanta Hawks,Houston Rockets,0.3639859371566689,0.7641177763128982,0,0
Golden State Warriors,Utah Jazz,0.7655084085087426,0.5856954515491101,1,0
New York Knicks,Charlotte Hornets,0.36601626016260164,0.4485636856368564,0,0
Detroit Pistons,Los Angeles Lakers,0.456712810371347,0.39792849983294354,1,1
Denver Nuggets,Philadelphia 76ers,0.5229619863766205,0.5065152021383228,0,0
Minnesota Timberwolves,Memphis Grizzlies,0.49934959349593494,0.35497692814765985,1,0
Boston Celtics,Phoenix Suns,0.6749066139310042,0.266449864498645,0,1
San Antonio Spurs,Washington Wizards,0.630189701897019,0.568556361239288,0,0
Toronto Raptors,Denver Nuggets,0.6962059620596205,0.5181571815718157,1,1
Chicago Bulls,Houston Rockets,0.3828828828828829,0.7657994579945799,0,0
Cleveland Cavaliers,Miami Heat,0.6037134695671281,0.5222222222222223,0,0
Portland Trail Blazers,New Orleans Pelicans,0.581081081081081,0.5204336043360434,0,1
Sacramento Kings,Dallas Mavericks,0.3434146341463415,0.34135354867062184,1,0
Golden State Warriors,Indiana Pacers,0.7588442100637223,0.5618428184281843,1,0
Los Angeles Clippers,Milwaukee Bucks,0.5676774335310921,0.5220830586684245,1,1
Charlotte Hornets,Cleveland Cavaliers,0.44458707744972187,0.6073170731707317,1,0
Orlando Magic,Brooklyn Nets,0.3160843770599868,0.2946341463414634,1,0
New York Knicks,Philadelphia 76ers,0.36285836542575955,0.5102175346077785,0,0
Portland Trail Blazers,Memphis Grizzlies,0.5755555555555555,0.3614634146341464,0,0
Atlanta Hawks,Minnesota Timberwolves,0.3614634146341464,0.503209242618742,0,0
Boston Celtics,Utah Jazz,0.677669376693767,0.5806504065040651,0,1
Phoenix Suns,Los Angeles Clippers,0.26422764227642276,0.5717615176151761,1,0
Dallas Mavericks,Los Angeles Lakers,0.338590785907859,0.40298835420786644,0,0
Detroit Pistons,Washington Wizards,0.46151761517615175,0.5636314363143632,1,1
Miami Heat,Chicago Bulls,0.5263157894736842,0.38000000000000006,1,1
Oklahoma City Thunder,San Antonio Spurs,0.5770218228498075,0.6339323919554986,0,0
Indiana Pacers,Sacramento Kings,0.5654685494223363,0.34060761660248184,0,1
Golden State Warriors,Milwaukee Bucks,0.7523577235772357,0.5262872628726287,1,0
Orlando Magic,Chicago Bulls,0.3134417344173442,0.3859649122807018,1,0
Philadelphia 76ers,Atlanta Hawks,0.5138211382113821,0.35900727428326923,0,1
Cleveland Cavaliers,New Orleans Pelicans,0.6108258451005563,0.5154043645699614,1,1
Phoenix Suns,Houston Rockets,0.2620631401119206,0.7674368848951647,0,0
Oklahoma City Thunder,Denver Nuggets,0.5720092915214866,0.5222507488232777,1,0
Dallas Mavericks,Minnesota Timberwolves,0.33590072742832694,0.5069686411149825,1,0
Memphis Grizzlies,Utah Jazz,0.35900727428326923,0.584510055626872,0,0
Los Angeles Lakers,Milwaukee Bucks,0.3990243902439024,0.5303808301240908,1,0
Portland Trail Blazers,Los Angeles Clippers,0.5789473684210527,0.5669661959777493,1,1
Washington Wizards,Charlotte Hornets,0.5676080445014976,0.4407137577869285,1,1
New York Knicks,Detroit Pistons,0.3597824939288354,0.4661959777492512,1,0
Boston Celtics,Toronto Raptors,0.680359435173299,0.6897732135216089,1,1
Miami Heat,Brooklyn Nets,0.5216450216450216,0.3005990586221652,1,0
Sacramento Kings,Golden State Warriors,0.337873508605216,0.754813863928113,1,0
Charlotte Hornets,Philadelphia 76ers,0.43693975401292473,0.5173299101412067,1,0
Chicago Bulls,Washington Wizards,0.3917748917748918,0.5628233555062824,1,1
Los Angeles Clippers,Indiana Pacers,0.5622954281490866,0.5690001055854714,1,0
San Antonio Spurs,Houston Rockets,0.6375778692851863,0.7603737725688946,1,1
Orlando Magic,Atlanta Hawks,0.3108686350021395,0.36527293844367015,0,0
Brooklyn Nets,Detroit Pistons,0.29775102945834653,0.470752824411361,1,0
Dallas Mavericks,Cleveland Cavaliers,0.33328054059761375,0.6142434800971386,0,0
Oklahoma City Thunder,New Orleans Pelicans,0.5756722951844903,0.5105057544081933,0,1
Minnesota Timberwolves,Utah Jazz,0.5020846362309777,0.5882694541231127,1,0
Denver Nuggets,Milwaukee Bucks,0.5262379896526238,0.5257100622954282,1,1
Golden State Warriors,Phoenix Suns,0.7572062084257206,0.2599541380029185,1,1
Memphis Grizzlies,Portland Trail Blazers,0.3566149297856615,0.5822510822510822,0,0
Los Angeles Lakers,Sacramento Kings,0.39516474112109545,0.3437565144882218,1,0
Toronto Raptors,Cleveland Cavaliers,0.6835075493612078,0.617573483427142,0,0
Philadelphia 76ers,Brooklyn Nets,0.5207475451377891,0.2949760266833438,1,1
Miami Heat,Atlanta Hawks,0.5256410256410257,0.3628309360016677,1,1
Orlando Magic,New York Knicks,0.31702037799598776,0.3567854909318324,0,1
Chicago Bulls,Charlotte Hornets,0.3974358974358974,0.43326129463826285,1,1
Houston Rockets,Washington Wizards,0.7620387742338962,0.5581613508442776,1,1
Milwaukee Bucks,Boston Celtics,0.5297060662914321,0.6743216133460036,1,1
Golden State Warriors,Oklahoma City Thunder,0.759537210756723,0.5708037460121437,0,1
Dallas Mavericks,Portland Trail Blazers,0.33927454659161976,0.576923076923077,1,1
Denver Nuggets,Indiana Pacers,0.5301229935376277,0.5638941004794663,1,1
Utah Jazz,Los Angeles Lakers,0.5919324577861164,0.39140534262485477,1,1
Sacramento Kings,Phoenix Suns,0.3410517649480293,0.266337346917773,0,0
Los Angeles Clippers,San Antonio Spurs,0.5662914321450906,0.6325828642901813,1,1
Detroit Pistons,Philadelphia 76ers,0.46664582030435686,0.5240775484677924,1,0
Orlando Magic,Dallas Mavericks,0.32301438398999377,0.3366779870330349,1,1
Atlanta Hawks,Miami Heat,0.3604507564062982,0.5295358649789029,1,0
New Orleans Pelicans,Memphis Grizzlies,0.5142797581821972,0.35428392745465914,1,1
Toronto Raptors,Boston Celtics,0.6859495518032103,0.6684386074629978,1,1
San Antonio Spurs,Los Angeles Lakers,0.6277143151178347,0.39628934750885975,0,0
Golden State Warriors,Indiana Pacers,0.7533703818050839,0.5673561798909128,0,0
Cleveland Cavaliers,Washington Wizards,0.6208191828753731,0.5536173716167542,1,1
Houston Rockets,Portland Trail Blazers,0.7636616239580117,0.5717299578059072,1,1
Brooklyn Nets,Milwaukee Bucks,0.300710095708552,0.5251620870639085,0,1
Los Angeles Clippers,Utah Jazz,0.5617474529175671,0.5955027271791705,0,0
Denver Nuggets,Minnesota Timberwolves,0.5339096428938973,0.4973242770402388,1,1
Detroit Pistons,Dallas Mavericks,0.47108160955027273,0.33414634146341465,1,1
Charlotte Hornets,Orlando Magic,0.4380081300813008,0.32041782443140887,0,1
Cleveland Cavaliers,Philadelphia 76ers,0.6156504065040651,0.5273232479160235,0,0
Washington Wizards,Atlanta Hawks,0.5491869918699187,0.36646341463414633,1,0
Boston Celtics,Chicago Bulls,0.6711433570031903,0.39451476793248946,1,1
New York Knicks,Miami Heat,0.3623031799938253,0.525,1,1
Indiana Pacers,Toronto Raptors,0.5623983739837398,0.6883297313985798,0,0
Memphis Grizzlies,Sacramento Kings,0.3520119378408974,0.3467479674796748,1,0
Phoenix Suns,New Orleans Pelicans,0.26422764227642276,0.5179582175568591,1,0
Los Angeles Lakers,Minnesota Timberwolves,0.3926108881341978,0.5010162601626016,1,0
Los Angeles Clippers,Denver Nuggets,0.5573170731707316,0.5376016260162602,1,0
Milwaukee Bucks,New York Knicks,0.5290650406504065,0.359349593495935,0,1
Brooklyn Nets,Chicago Bulls,0.3063008130081301,0.39166666666666666,0,1
New Orleans Pelicans,Golden State Warriors,0.5215447154471544,0.7473577235772358,0,1
Houston Rockets,Oklahoma City Thunder,0.7569105691056911,0.574390243902439,1,0
San Antonio Spurs,Portland Trail Blazers,0.63130081300813,0.5666666666666667,1,1
Atlanta Hawks,Boston Celtics,0.37232761216501054,0.6654471544715448,0,1
Charlotte Hornets,Indiana Pacers,0.4344073070360333,0.5657934357121349,1,0
Dallas Mavericks,Philadelphia 76ers,0.3316772056609455,0.5304878048780488,0,0
Memphis Grizzlies,Detroit Pistons,0.35813008130081303,0.4670731707317073,1,1
Utah Jazz,Los Angeles Lakers,0.5989837398373984,0.3890243902439024,0,1
Toronto Raptors,Orlando Magic,0.690650406504065,0.3178861788617886,1,1
Golden State Warriors,Phoenix Suns,0.7497239787212687,0.2621700291076985,0,1
Toronto Raptors,Detroit Pistons,0.6929137809896617,0.46316370571113114,0,1
Brooklyn Nets,Chicago Bulls,0.3117534879052494,0.38888888888888884,1,1
Oklahoma City Thunder,Miami Heat,0.5778881862892703,0.5205761316872428,0,1
Cleveland Cavaliers,New York Knicks,0.6188397069155877,0.35646893505972094,0,1
Milwaukee Bucks,Orlando Magic,0.5328716250125464,0.31541704305931945,1,1
Minnesota Timberwolves,Memphis Grizzlies,0.5046170832078691,0.3558667068152163,1,1
Sacramento Kings,San Antonio Spurs,0.34407307036033324,0.6347987553949613,0,0
Portland Trail Blazers,Denver Nuggets,0.5617283950617283,0.5412024490615276,0,0
New Orleans Pelicans,Los Angeles Clippers,0.5250426578339857,0.5529960855164107,0,1
Indiana Pacers,Charlotte Hornets,0.5609756097560975,0.43902439024390244,1,0
Atlanta Hawks,Philadelphia 76ers,0.3699186991869919,0.5335742246311352,1,0
Boston Celtics,Washington Wizards,0.6598915989159891,0.5530964568904948,0,0
Phoenix Suns,Dallas Mavericks,0.2682926829268293,0.32926829268292684,0,1
Utah Jazz,Golden State Warriors,0.6023788015657935,0.7439024390243901,1,1
Houston Rockets,Los Angeles Lakers,0.7585566596406705,0.3855264478570712,0,1
Boston Celtics,Brooklyn Nets,0.6626016260162602,0.3089430894308943,1,1
Chicago Bulls,Detroit Pistons,0.38617886178861793,0.46747967479674796,1,0
New York Knicks,Cleveland Cavaliers,0.3617886178861789,0.6138211382113821,0,1
Miami Heat,Toronto Raptors,0.524390243902439,0.6869918699186992,1,1
Minnesota Timberwolves,Denver Nuggets,0.508130081300813,0.5365853658536586,1,1
New Orleans Pelicans,San Antonio Spurs,0.5284552845528455,0.6300813008130081,1,1
Memphis Grizzlies,Oklahoma City Thunder,0.3536585365853659,0.58130081300813,0,0
Washington Wizards,Orlando Magic,0.5487804878048781,0.3211382113821138,0,0
Philadelphia 76ers,Milwaukee Bucks,0.5365853658536586,0.5284552845528455,1,1
Los Angeles Lakers,Los Angeles Clippers,0.39024390243902435,0.5487804878048781,0,1
Portland Trail Blazers,Utah Jazz,0.5650406504065041,0.5975609756097561,1,1
Sacramento Kings,Houston Rockets,0.34959349593495936,0.7520325203252033,1,1
San Antonio Spurs,Golden State Warriors,0.6254775198354393,0.7462533059065529,0,0
Toronto Raptors,Washington Wizards,0.6892447840141052,0.5445685179743364,1,1
Miami Heat,Philadelphia 76ers,0.5200803212851406,0.5395239494563621,0,0
New Orleans Pelicans,Portland Trail Blazers,0.5317856793025761,0.5602409638554217,0,1
Boston Celtics,Milwaukee Bucks,0.6652463512586934,0.5241453619355471,1,1
Cleveland Cavaliers,Indiana Pacers,0.6089234988735429,0.5643060045058282,1,0
Oklahoma City Thunder,Utah Jazz,0.5846312077578607,0.5928592418454305,1,1
Houston Rockets,Minnesota Timberwolves,0.7536977177000685,0.5035263003232443,1,1
Philadelphia 76ers,Miami Heat,0.5344560588463028,0.5238095238095238,1,0
Golden State Warriors,San Antonio Spurs,0.748548199767712,0.6209833526906697,1,1
Toronto Raptors,Washington Wizards,0.6914440572977157,0.54045683313976,1,1
Boston Celtics,Milwaukee Bucks,0.6678281068524972,0.5199380565234224,1,1
New Orleans Pelicans,Portland Trail Blazers,0.535036778939218,0.5555555555555556,0,1
Indiana Pacers,Cleveland Cavaliers,0.559620596205962,0.6120789779326364,0,0
Oklahoma City Thunder,Utah Jazz,0.5799457994579945,0.5962059620596206,1,0
Minnesota Timberwolves,Houston Rockets,0.4990321331784746,0.7553232675183895,0,0
Miami Heat,Philadelphia 76ers,0.5196078431372549,0.537350549976088,1,0
Portland Trail Blazers,New Orleans Pelicans,0.5509803921568627,0.5382113821138211,0,0
San Antonio Spurs,Golden State Warriors,0.6165949306551889,0.7507890961262554,1,0
Cleveland Cavaliers,Indiana Pacers,0.6073170731707317,0.5628885700621712,0,0
Washington Wizards,Toronto Raptors,0.544285031085605,0.6857484457197512,1,1
Milwaukee Bucks,Boston Celtics,0.5236728837876614,0.6625059780009565,1,1
Philadelphia 76ers,Miami Heat,0.540177727358669,0.5155038759689923,0,1
Portland Trail Blazers,New Orleans Pelicans,0.5465116279069767,0.5413121573076195,0,0
Minnesota Timberwolves,Houston Rockets,0.5024868483978957,0.7490674318507891,1,1
Utah Jazz,Oklahoma City Thunder,0.5994739359158298,0.5753706360593017,1,1
Boston Celtics,Milwaukee Bucks,0.6573076195878237,0.5273208546038949,0,0
San Antonio Spurs,Golden State Warriors,0.6200605029306107,0.7452259406314994,1,1
Toronto Raptors,Washington Wizards,0.6801852902249953,0.5480242011722444,0,0
Cleveland Cavaliers,Indiana Pacers,0.6104178483645302,0.5583286065418794,0,1
Houston Rockets,Minnesota Timberwolves,0.7507090187180941,0.4981092834184156,0,1
Utah Jazz,Oklahoma City Thunder,0.602665910380034,0.5709018718094158,1,1
Boston Celtics,Milwaukee Bucks,0.6598915989159891,0.5232221287730119,1,1
Miami Heat,Philadelphia 76ers,0.5114942528735632,0.5429399121577423,0,0
Golden State Warriors,San Antonio Spurs,0.7474535090178488,0.6157835716288197,1,1
Indiana Pacers,Cleveland Cavaliers,0.5538734697691804,0.6134473413699655,0,0
Toronto Raptors,Washington Wizards,0.6824128586113448,0.5440145780768152,1,1
Houston Rockets,Minnesota Timberwolves,0.7523128679562658,0.4938323521166246,1,1
Oklahoma City Thunder,Utah Jazz,0.574198673021213,0.5981216708718811,1,1
Boston Celtics,Milwaukee Bucks,0.6548410938654841,0.5267923133776792,0,0
Washington Wizards,Toronto Raptors,0.5400960827790096,0.684589800443459,1,0
Indiana Pacers,Cleveland Cavaliers,0.5570953436807096,0.6088322246858833,1,1
Utah Jazz,Oklahoma City Thunder,0.6012564671101256,0.5698447893569845,1,1
Milwaukee Bucks,Boston Celtics,0.5227916324107061,0.6573947200146159,0,0
New Orleans Pelicans,Golden State Warriors,0.5366788150640127,0.749630450849963,0,0
Cleveland Cavaliers,Indiana Pacers,0.6118114551932036,0.5527541792271855,1,1
Houston Rockets,Utah Jazz,0.753880266075388,0.5968301817849638,1,1
Boston Celtics,Philadelphia 76ers,0.6598915989159891,0.5380635624538064,1,1
Toronto Raptors,Cleveland Cavaliers,0.6792271855302823,0.6147244805781392,1,0
New Orleans Pelicans,Golden State Warriors,0.532150776053215,0.7517584726409061,0,0
Utah Jazz,Houston Rockets,0.5999096657633243,0.7479218050607472,0,1
Toronto Raptors,Cleveland Cavaliers,0.6739837398373983,0.617573483427142,1,0
Boston Celtics,Philadelphia 76ers,0.6623336013579916,0.5332967936420937,1,1
Golden State Warriors,New Orleans Pelicans,0.7464317976513098,0.5352151274321731,0,0
Utah Jazz,Houston Rockets,0.59559546144912,0.7495031616982836,1,0
Boston Celtics,Philadelphia 76ers,0.6647225167903853,0.5286359530261969,0,1
Cleveland Cavaliers,Toronto Raptors,0.6203605514316012,0.6688555347091932,1,1
Golden State Warriors,New Orleans Pelicans,0.748548199767712,0.5308039747064137,0,1
Utah Jazz,Houston Rockets,0.5913750441852245,0.7510497632448851,1,0
Boston Celtics,Philadelphia 76ers,0.6598915989159891,0.5314035557937997,0,0
Toronto Raptors,Cleveland Cavaliers,0.6638388123011665,0.6230876824897281,0,0
Utah Jazz,Houston Rockets,0.5872453885829181,0.7525627430187346,0,0
New Orleans Pelicans,Golden State Warriors,0.5264897703922095,0.7506185931424532,0,0
Boston Celtics,Philadelphia 76ers,0.6622556651098427,0.5268646164722517,1,1
Cleveland Cavaliers,Boston Celtics,0.6186645909012282,0.6645699614890885,0,0
Golden State Warriors,Houston Rockets,0.7526444619284902,0.7468747268117842,0,1
Cleveland Cavaliers,Boston Celtics,0.6143346170303808,0.6668360433604336,0,0
Golden State Warriors,Houston Rockets,0.7475350285417748,0.7483999308078187,0,0
Cleveland Cavaliers,Boston Celtics,0.6170392953929539,0.6621825496605481,1,1
Golden State Warriors,Houston Rockets,0.749550706033376,0.7428754813863928,1,1
Boston Celtics,Cleveland Cavaliers,0.6576240252198441,0.6196882071913503,0,0
Houston Rockets,Golden State Warriors,0.7444105691056911,0.7445799457994581,0,1
Boston Celtics,Cleveland Cavaliers,0.6598915989159891,0.6154803384768542,1,1
Houston Rockets,Golden State Warriors,0.7459140055318079,0.73971167546727,1,1
Cleveland Cavaliers,Boston Celtics,0.6180914839451425,0.6554471544715447,1,1
Houston Rockets,Golden State Warriors,0.7405840384934462,0.7417454786792765,0,0
Cleveland Cavaliers,Boston Celtics,0.620650406504065,0.6510907188279803,0,1
Golden State Warriors,Houston Rockets,0.7437381949577072,0.7353617475568694,0,1
Golden State Warriors,Cleveland Cavaliers,0.745691056910569,0.6165579972631409,1,1
Cleveland Cavaliers,Golden State Warriors,0.6125458313406663,0.747605248329711,0,0
Cleveland Cavaliers,Golden State Warriors,0.6086115715526087,0.7494819065837718,1,0
Golden State Warriors,Cleveland Cavaliers,0.7513221248717342,0.6047529706066291,0,1
