Team 1,Team 2,Team 1 Win %,Team 2 Win %,Team 1 At Home,Team 1 Won
Minnesota Timberwolves,Los Angeles Clippers,0.5149051490514905,0.4497413155949741,1,1
Oklahoma City Thunder,San Antonio Spurs,0.4940872135994087,0.6827500883704488,1,1
Houston Rockets,Los Angeles Lakers,0.7690317812269032,0.3375751148815836,0,1
Orlando Magic,Charlotte Hornets,0.3845528455284553,0.41906873614190693,0,0
Indiana Pacers,New York Knicks,0.5318428184281843,0.4448568398727466,1,1
Philadelphia 76ers,Phoenix Suns,0.4906327324142807,0.3375609756097561,1,0
Atlanta Hawks,Brooklyn Nets,0.3197242841993637,0.34217037822552143,1,0
Milwaukee Bucks,Boston Celtics,0.5343680709534367,0.7754471544715447,0,0
Cleveland Cavaliers,Chicago Bulls,0.6795392953929539,0.25757575757575757,0,1
Minnesota Timberwolves,Memphis Grizzlies,0.49934959349593494,0.40668080593849415,0,0
Golden State Warriors,New Orleans Pelicans,0.7790243902439024,0.47154471544715443,0,1
Denver Nuggets,Dallas Mavericks,0.5394132202191587,0.3285907859078591,0,0
San Antonio Spurs,Detroit Pistons,0.6924119241192411,0.556203605514316,1,1
Washington Wizards,Utah Jazz,0.5470130788264403,0.5684281842818427,0,0
Phoenix Suns,Toronto Raptors,0.32833020637898686,0.6618625277161861,0,0
Oklahoma City Thunder,Utah Jazz,0.5098974902792506,0.5539837398373985,1,1
Portland Trail Blazers,Washington Wizards,0.5277777777777778,0.5602981029810298,1,0
Sacramento Kings,Cleveland Cavaliers,0.3245257452574526,0.6873170731707318,0,0
Chicago Bulls,Indiana Pacers,0.2536231884057971,0.5440650406504065,0,0
Orlando Magic,Atlanta Hawks,0.39993746091307064,0.3136856368563686,1,1
Boston Celtics,Dallas Mavericks,0.7795497185741088,0.32081300813008135,1,1
Memphis Grizzlies,New York Knicks,0.39701897018970184,0.4593495934959349,0,0
Charlotte Hornets,Golden State Warriors,0.40721102863202546,0.7851782363977486,1,0
Detroit Pistons,Milwaukee Bucks,0.5392953929539296,0.5475433015199717,0,0
New Orleans Pelicans,Denver Nuggets,0.4848780487804878,0.5237127371273712,1,1
San Antonio Spurs,Miami Heat,0.7013008130081301,0.47222222222222215,1,1
Los Angeles Clippers,Minnesota Timberwolves,0.43920113114174625,0.5106316447779862,1,0
Los Angeles Lakers,Philadelphia 76ers,0.3556910569105691,0.4749322493224932,0,1
Phoenix Suns,Washington Wizards,0.3197831978319783,0.5725203252032521,1,0
Oklahoma City Thunder,Brooklyn Nets,0.4966124661246612,0.3590785907859078,0,0
Utah Jazz,Houston Rockets,0.540650406504065,0.7743018734535171,1,0
Chicago Bulls,Charlotte Hornets,0.27777777777777773,0.3963414634146341,0,1
Golden State Warriors,Detroit Pistons,0.7908762420957544,0.523739837398374,0,1
Indiana Pacers,Cleveland Cavaliers,0.5553470919324578,0.6688555347091932,1,1
Orlando Magic,Denver Nuggets,0.3894911171333935,0.5359349593495936,1,0
Memphis Grizzlies,Toronto Raptors,0.38813008130081306,0.6710851891127607,1,0
Milwaukee Bucks,Dallas Mavericks,0.559620596205962,0.3136335209505941,1,1
New Orleans Pelicans,Sacramento Kings,0.47154471544715443,0.3434146341463415,1,0
San Antonio Spurs,Boston Celtics,0.7095059412132582,0.7586570310147546,1,1
Los Angeles Clippers,Washington Wizards,0.4573170731707317,0.5581613508442776,1,1
Miami Heat,Brooklyn Nets,0.48666666666666664,0.34796747967479674,0,1
Los Angeles Lakers,Charlotte Hornets,0.3723577235772358,0.3863414634146341,0,1
Orlando Magic,Atlanta Hawks,0.3797909407665505,0.33479674796747966,0,0
New York Knicks,Chicago Bulls,0.4460162601626016,0.3,0,0
Cleveland Cavaliers,Philadelphia 76ers,0.6764528756398676,0.4604878048780488,1,1
Utah Jazz,Milwaukee Bucks,0.5283047274917193,0.5707317073170731,0,0
Oklahoma City Thunder,Memphis Grizzlies,0.5110569105691057,0.3799249530956848,0,1
San Antonio Spurs,Phoenix Suns,0.7171032821439326,0.3118466898954704,0,1
Portland Trail Blazers,Houston Rockets,0.5133333333333333,0.7791327913279132,1,0
Sacramento Kings,Toronto Raptors,0.33520950594121324,0.6795392953929539,1,0
Boston Celtics,Detroit Pistons,0.7630662020905924,0.5093808630393996,0,1
Indiana Pacers,Denver Nuggets,0.5657934357121349,0.5215759849906191,1,1
Dallas Mavericks,Minnesota Timberwolves,0.30698584763625414,0.5210779885576633,0,0
New Orleans Pelicans,Philadelphia 76ers,0.4838903944595001,0.4471544715447155,1,1
New York Knicks,Atlanta Hawks,0.4593495934959349,0.32864290181363354,1,1
Chicago Bulls,Boston Celtics,0.32051282051282054,0.7441827866554528,1,1
New Orleans Pelicans,Houston Rockets,0.47154471544715443,0.7835772357723577,0,0
Memphis Grizzlies,Miami Heat,0.37232761216501054,0.5,1,0
Oklahoma City Thunder,Charlotte Hornets,0.49874921826141333,0.4027517198248906,1,0
Golden State Warriors,Portland Trail Blazers,0.7961672473867596,0.5,1,1
Los Angeles Clippers,Toronto Raptors,0.47398373983739833,0.660650406504065,1,1
Atlanta Hawks,Cleveland Cavaliers,0.3229448961156278,0.6835075493612078,0,0
Detroit Pistons,Denver Nuggets,0.49608551641071963,0.5329719963866305,1,0
Los Angeles Lakers,New York Knicks,0.3621013133208255,0.47169527250828064,0,0
Brooklyn Nets,Washington Wizards,0.3633520950594121,0.5448660042155976,1,1
San Antonio Spurs,Dallas Mavericks,0.700348432055749,0.3246225319396051,0,0
Philadelphia 76ers,Minnesota Timberwolves,0.4595001505570611,0.5069686411149825,0,1
Sacramento Kings,Phoenix Suns,0.3523035230352303,0.30445752733389403,1,1
Oklahoma City Thunder,Indiana Pacers,0.5120445648900933,0.5516840882694541,0,1
Orlando Magic,Los Angeles Clippers,0.3707597420801794,0.4893683552220138,1,0
Memphis Grizzlies,Washington Wizards,0.36527293844367015,0.5563298490127758,0,0
Boston Celtics,Denver Nuggets,0.7487804878048782,0.5197444831591173,1,1
Miami Heat,Portland Trail Blazers,0.48765432098765427,0.5123456790123456,1,0
Chicago Bulls,Utah Jazz,0.3395061728395062,0.5168408826945412,1,1
Milwaukee Bucks,New Orleans Pelicans,0.5553470919324578,0.4830389683207177,0,0
Phoenix Suns,Toronto Raptors,0.2975609756097561,0.6688555347091932,1,0
Houston Rockets,Charlotte Hornets,0.7876797998749218,0.3932550436615477,1,1
Detroit Pistons,Atlanta Hawks,0.5075493612078977,0.31765389082462253,0,1
Brooklyn Nets,New York Knicks,0.35290575127973495,0.4831591173054588,1,0
Cleveland Cavaliers,Los Angeles Lakers,0.6900756938603868,0.3526046371574827,1,1
Minnesota Timberwolves,Sacramento Kings,0.5168208578637511,0.3443670150987224,1,1
Dallas Mavericks,Golden State Warriors,0.31805438744042613,0.8010933557611438,0,0
Miami Heat,Charlotte Hornets,0.5,0.38443670150987225,0,1
Indiana Pacers,Detroit Pistons,0.5385477992710962,0.5182225960190636,1,0
Orlando Magic,Portland Trail Blazers,0.36233062330623306,0.5238095238095238,1,0
Oklahoma City Thunder,Philadelphia 76ers,0.524390243902439,0.4471544715447155,0,1
Washington Wizards,Los Angeles Clippers,0.5670030838239417,0.47892201144233665,1,1
Boston Celtics,Utah Jazz,0.7315761867296092,0.5291561536305018,1,0
Brooklyn Nets,Toronto Raptors,0.343205574912892,0.6764528756398676,0,0
Memphis Grizzlies,Atlanta Hawks,0.3816932996916176,0.3127277824502383,1,1
Milwaukee Bucks,Chicago Bulls,0.5411020776874436,0.35714285714285715,1,0
Denver Nuggets,New Orleans Pelicans,0.5304177179702831,0.47154471544715443,1,1
San Antonio Spurs,Houston Rockets,0.6847490888701989,0.791478470340259,0,0
Portland Trail Blazers,Charlotte Hornets,0.5344827586206896,0.37622652088589853,0,1
Cleveland Cavaliers,Utah Jazz,0.6962059620596205,0.5184281842818428,1,1
New York Knicks,Oklahoma City Thunder,0.4938323521166246,0.5128959910288758,1,1
Houston Rockets,Milwaukee Bucks,0.7950058072009291,0.5278745644599303,1,1
Miami Heat,Los Angeles Clippers,0.5114942528735632,0.4692218350754936,1,1
Phoenix Suns,Minnesota Timberwolves,0.31261473905061626,0.5037940379403794,0,1
San Antonio Spurs,Dallas Mavericks,0.6924119241192411,0.3119241192411924,1,1
Memphis Grizzlies,Boston Celtics,0.3747967479674797,0.7362804878048781,1,0
Sacramento Kings,Toronto Raptors,0.33697785253714607,0.6835075493612078,0,0
Orlando Magic,Detroit Pistons,0.3544453186467349,0.5281842818428184,0,0
Brooklyn Nets,Indiana Pacers,0.33417437622652085,0.548509485094851,1,0
Washington Wizards,Cleveland Cavaliers,0.5547425474254742,0.7019407290847103,1,0
New York Knicks,Charlotte Hornets,0.4815718157181572,0.3907859078590786,0,0
Boston Celtics,Indiana Pacers,0.74069967972407,0.5363231051665355,0,1
Atlanta Hawks,Miami Heat,0.33035230352303524,0.5,1,1
Chicago Bulls,Philadelphia 76ers,0.3735632183908046,0.43566021867115223,1,1
Utah Jazz,Houston Rockets,0.508392341987936,0.7982898794505187,0,0
Portland Trail Blazers,Minnesota Timberwolves,0.5222222222222223,0.5131130343561501,0,0
Denver Nuggets,Oklahoma City Thunder,0.5181571815718157,0.524390243902439,0,0
Dallas Mavericks,Phoenix Suns,0.30618935221610283,0.32672764227642276,1,0
San Antonio Spurs,Los Angeles Clippers,0.6995803829006032,0.46019063638912244,1,1
Los Angeles Lakers,Golden State Warriors,0.3437862950058072,0.8056910569105691,1,0
Philadelphia 76ers,Sacramento Kings,0.42493224932249324,0.3523035230352303,1,0
Washington Wizards,New Orleans Pelicans,0.5647783897193811,0.4607920272751114,1,1
Cleveland Cavaliers,Milwaukee Bucks,0.6864837398373984,0.5385477992710962,0,0
Charlotte Hornets,Toronto Raptors,0.38290060319958036,0.6900756938603868,1,0
Atlanta Hawks,Indiana Pacers,0.32533438237608187,0.5457317073170732,1,0
Boston Celtics,Miami Heat,0.7252510760401721,0.510752688172043,1,0
Sacramento Kings,Brooklyn Nets,0.3666404405979544,0.3257452574525745,0,1
Orlando Magic,Chicago Bulls,0.3470528455284552,0.38888888888888884,0,0
Houston Rockets,Los Angeles Lakers,0.7791327913279132,0.3585646201289599,1,0
Utah Jazz,Oklahoma City Thunder,0.4989837398373984,0.535142932074482,0,0
Dallas Mavericks,Detroit Pistons,0.32164634146341464,0.515997901914503,1,1
Minnesota Timberwolves,Denver Nuggets,0.521849593495935,0.5066876475216365,0,1
Portland Trail Blazers,San Antonio Spurs,0.510752688172043,0.7063008130081302,1,0
Golden State Warriors,Memphis Grizzlies,0.8099921321793863,0.36834513506425387,1,1
Phoenix Suns,Los Angeles Clippers,0.3197831978319783,0.47398373983739833,0,0
Chicago Bulls,Cleveland Cavaliers,0.3817204301075268,0.6921655580192166,0,0
Philadelphia 76ers,Toronto Raptors,0.4148964070285864,0.6962059620596205,1,0
New York Knicks,Boston Celtics,0.4916076580120639,0.71068524970964,1,1
Phoenix Suns,Memphis Grizzlies,0.3328550932568149,0.3622967479674797,1,1
San Antonio Spurs,Utah Jazz,0.6924119241192411,0.5103473762010348,0,0
Detroit Pistons,New York Knicks,0.5254065040650406,0.4801829268292683,1,1
New Orleans Pelicans,Orlando Magic,0.47154471544715443,0.3401084010840108,0,1
Brooklyn Nets,Washington Wizards,0.33936532913716233,0.5533536585365854,1,1
Houston Rockets,Los Angeles Clippers,0.7612116443745083,0.48688696564385,1,0
Dallas Mavericks,Miami Heat,0.31596452328159647,0.5208333333333334,0,0
Milwaukee Bucks,Charlotte Hornets,0.548509485094851,0.3755081300813008,1,1
Atlanta Hawks,Oklahoma City Thunder,0.320630081300813,0.5452235772357724,0,0
Denver Nuggets,Portland Trail Blazers,0.5167682926829268,0.5,0,1
Los Angeles Lakers,Golden State Warriors,0.35013550135501353,0.8140243902439024,0,0
Toronto Raptors,Philadelphia 76ers,0.7019407290847103,0.4054878048780488,1,1
Charlotte Hornets,Milwaukee Bucks,0.38876570583887654,0.5363231051665355,1,1
Brooklyn Nets,Indiana Pacers,0.3313008130081301,0.5545700911554571,0,0
Washington Wizards,Orlando Magic,0.5628233555062824,0.3335724533715925,1,1
Dallas Mavericks,Atlanta Hawks,0.31061692969870874,0.3364129095836413,0,0
Chicago Bulls,Boston Celtics,0.375,0.7154471544715447,0,0
Memphis Grizzlies,Los Angeles Clippers,0.37681694998768167,0.4781504065040651,1,1
New Orleans Pelicans,Miami Heat,0.48164572554816454,0.51010101010101,0,1
Oklahoma City Thunder,Utah Jazz,0.5546932742054693,0.5014347202295553,0,1
Golden State Warriors,Denver Nuggets,0.797610248829761,0.5262379896526238,1,0
Minnesota Timberwolves,Phoenix Suns,0.5300566642030057,0.32613240418118467,0,1
Portland Trail Blazers,Los Angeles Lakers,0.51010101010101,0.3422501966955154,0,1
Sacramento Kings,San Antonio Spurs,0.35924796747967475,0.6989478718316594,1,0
New York Knicks,Philadelphia 76ers,0.469450603596945,0.4168514412416851,1,0
Cleveland Cavaliers,Golden State Warriors,0.6779053084648493,0.8017694882831181,0,0
Washington Wizards,Boston Celtics,0.5717360114777619,0.7019336409580311,0,1
Oklahoma City Thunder,Houston Rockets,0.5636059301769488,0.7444105691056911,1,1
Los Angeles Lakers,Minnesota Timberwolves,0.3348577235772358,0.5377809660449545,1,0
Dallas Mavericks,Toronto Raptors,0.3246225319396051,0.6864837398373984,1,1
Indiana Pacers,Detroit Pistons,0.5432807269249164,0.5342448879034245,0,0
Orlando Magic,Miami Heat,0.32740998838559815,0.5196078431372549,0,0
Milwaukee Bucks,Chicago Bulls,0.5248983739837398,0.38888888888888884,1,0
Brooklyn Nets,San Antonio Spurs,0.3237250554323725,0.7051103368176538,0,0
Denver Nuggets,Utah Jazz,0.5351506456241033,0.4930313588850174,1,1
Phoenix Suns,Memphis Grizzlies,0.33830171635049683,0.3708751793400287,1,1
Sacramento Kings,Los Angeles Clippers,0.3523035230352303,0.49014535599901454,0,0
Boston Celtics,Charlotte Hornets,0.7066752246469833,0.381635581061693,0,1
Dallas Mavericks,Indiana Pacers,0.3378500451671183,0.532636469221835,0,1
Washington Wizards,Atlanta Hawks,0.5610917537746806,0.3512673362027738,0,0
New York Knicks,Chicago Bulls,0.4593495934959349,0.40196078431372556,0,0
Minnesota Timberwolves,Denver Nuggets,0.5450638792102206,0.524506387921022,1,1
New Orleans Pelicans,Brooklyn Nets,0.49115255858440937,0.3165949306551889,1,1
Oklahoma City Thunder,Toronto Raptors,0.5720092915214866,0.6719635378171964,1,1
Sacramento Kings,Cleveland Cavaliers,0.365375418460067,0.6644599303135889,1,1
Utah Jazz,Golden State Warriors,0.4850948509485095,0.8056910569105691,0,0
Memphis Grizzlies,Los Angeles Lakers,0.3843205574912892,0.3279132791327913,0,1
Detroit Pistons,Orlando Magic,0.5229555236728838,0.3401084010840108,0,0
Houston Rockets,Boston Celtics,0.7286277408228629,0.7111736501980405,0,0
Milwaukee Bucks,Minnesota Timberwolves,0.5343680709534367,0.533423667570009,1,1
New York Knicks,San Antonio Spurs,0.4498257839721254,0.7109304426377596,0,0
Portland Trail Blazers,Philadelphia 76ers,0.5196078431372549,0.40793878527020566,1,1
Washington Wizards,Houston Rockets,0.5695573622402891,0.7137733142037304,1,1
Atlanta Hawks,Toronto Raptors,0.3462253193960511,0.6779053084648493,0,0
Chicago Bulls,Indiana Pacers,0.4142857142857143,0.5225835591689251,1,1
Brooklyn Nets,Miami Heat,0.3289198606271777,0.5095238095238095,0,1
Dallas Mavericks,New Orleans Pelicans,0.3503625576796308,0.4810685249709639,0,1
Oklahoma City Thunder,Milwaukee Bucks,0.5614272809394761,0.5432807269249164,1,0
Phoenix Suns,Sacramento Kings,0.34981322786200836,0.35865272938443676,0,1
Golden State Warriors,Charlotte Hornets,0.7908762420957544,0.39396051103368174,1,0
Los Angeles Clippers,Los Angeles Lakers,0.5014347202295553,0.321377331420373,0,1
Detroit Pistons,San Antonio Spurs,0.5313588850174216,0.6984179301252471,1,1
New York Knicks,New Orleans Pelicans,0.4593495934959349,0.47154471544715443,0,1
Miami Heat,Orlando Magic,0.5185185185185185,0.3341023950780048,0,1
Portland Trail Blazers,Atlanta Hawks,0.5095238095238095,0.35998193315266486,0,0
Cleveland Cavaliers,Utah Jazz,0.6517615176151761,0.49560536145902007,0,0
Golden State Warriors,Memphis Grizzlies,0.7948802460997583,0.3785004516711834,1,1
Philadelphia 76ers,Denver Nuggets,0.41858304297328686,0.514453477868112,0,1
Washington Wizards,Chicago Bulls,0.5775653702482971,0.40740740740740744,1,1
Minnesota Timberwolves,Indiana Pacers,0.5404306745770161,0.5130740496594155,0,1
Brooklyn Nets,Boston Celtics,0.32204155374887083,0.7154471544715447,0,0
Houston Rockets,Los Angeles Lakers,0.718815331010453,0.3152148664343786,1,1
Los Angeles Clippers,Charlotte Hornets,0.5120789779326365,0.3870822041553749,1,1
Dallas Mavericks,Oklahoma City Thunder,0.3622165169020111,0.5514172709294661,0,1
Sacramento Kings,Memphis Grizzlies,0.3523035230352303,0.3910129641836959,1,0
Phoenix Suns,Philadelphia 76ers,0.34317501069747536,0.42863595302619695,1,0
Orlando Magic,Brooklyn Nets,0.32841249465126227,0.33355306526038236,0,0
Toronto Raptors,Milwaukee Bucks,0.6835075493612078,0.532636469221835,1,1
Portland Trail Blazers,Chicago Bulls,0.5185185185185185,0.40090090090090086,0,1
Minnesota Timberwolves,Los Angeles Lakers,0.5470688917415489,0.30939476061427285,1,1
Portland Trail Blazers,Cleveland Cavaliers,0.509009009009009,0.6577675236211822,0,0
San Antonio Spurs,New York Knicks,0.7041078305519898,0.450340584486926,0,1
Phoenix Suns,Atlanta Hawks,0.3539712320200125,0.35497692814765985,1,1
Charlotte Hornets,Sacramento Kings,0.3985937156668864,0.34629751702922434,0,1
Memphis Grizzlies,Los Angeles Clippers,0.38532306375695335,0.5221318879855464,0,0
Houston Rockets,Orlando Magic,0.7235772357723578,0.32301438398999377,0,1
San Antonio Spurs,Philadelphia 76ers,0.6924119241192411,0.43814546253570646,0,0
New York Knicks,Washington Wizards,0.44180573384681215,0.5851519041506205,0,0
Minnesota Timberwolves,Brooklyn Nets,0.5362726704190118,0.34445870774497217,0,0
Miami Heat,Detroit Pistons,0.5270270270270271,0.520776874435411,1,1
Cleveland Cavaliers,Boston Celtics,0.645913564398802,0.7195121951219513,0,0
Chicago Bulls,Toronto Raptors,0.3947368421052631,0.6887985546522132,1,0
Milwaukee Bucks,Indiana Pacers,0.5411020776874436,0.5040650406504065,1,1
Golden State Warriors,Dallas Mavericks,0.7986735130509199,0.35636856368563685,0,1
Phoenix Suns,Denver Nuggets,0.34756097560975613,0.5229619863766205,0,0
Utah Jazz,New Orleans Pelicans,0.4880188275566966,0.48055372445616346,1,0
Los Angeles Lakers,Oklahoma City Thunder,0.3038892551087673,0.5594779632006847,1,0
Houston Rockets,Golden State Warriors,0.7100637222588442,0.8022722534917657,1,0
Los Angeles Clippers,Oklahoma City Thunder,0.5136233794770381,0.5671252866374817,1,0
Boston Celtics,Minnesota Timberwolves,0.7233836624080526,0.5260162601626016,1,1
Detroit Pistons,Philadelphia 76ers,0.510766864425401,0.4471544715447155,0,0
Miami Heat,New York Knicks,0.5350877192982456,0.43370856785490935,1,1
Milwaukee Bucks,Toronto Raptors,0.5310920676774336,0.6938035596572182,1,0
Chicago Bulls,Dallas Mavericks,0.40598290598290604,0.3508130081300813,0,1
San Antonio Spurs,Phoenix Suns,0.6979674796747967,0.34146341463414637,1,1
Denver Nuggets,Utah Jazz,0.5310226786478391,0.48082134667500515,1,1
Memphis Grizzlies,Washington Wizards,0.3799249530956848,0.5923493850323118,1,0
Portland Trail Blazers,Atlanta Hawks,0.5175438596491228,0.3502353444587077,1,1
Los Angeles Lakers,Charlotte Hornets,0.29867351305092,0.40949935815147626,1,0
Golden State Warriors,Los Angeles Clippers,0.8056910569105691,0.5055626872058194,0,1
Boston Celtics,Brooklyn Nets,0.7270750614482889,0.3377110694183865,0,1
Detroit Pistons,Houston Rockets,0.5188275566966196,0.6972614462986736,1,1
Indiana Pacers,Chicago Bulls,0.512612049197415,0.39999999999999997,1,1
Cleveland Cavaliers,Orlando Magic,0.6517615176151761,0.3178861788617886,0,1
Washington Wizards,Milwaukee Bucks,0.582520325203252,0.5391527599486522,1,0
Minnesota Timberwolves,New Orleans Pelicans,0.5325203252032521,0.47154471544715443,1,1
Denver Nuggets,Sacramento Kings,0.5215759849906191,0.35815147625160465,0,0
Utah Jazz,Miami Heat,0.47398373983739833,0.5427350427350427,0,0
New York Knicks,Dallas Mavericks,0.4426829268292683,0.34552845528455284,0,1
Phoenix Suns,Oklahoma City Thunder,0.3515292295780101,0.5577235772357724,1,1
Portland Trail Blazers,San Antonio Spurs,0.5256410256410257,0.6869918699186992,1,1
Los Angeles Lakers,Atlanta Hawks,0.31081926203877425,0.3457369189076506,1,1
Milwaukee Bucks,Indiana Pacers,0.5297060662914321,0.5207317073170732,0,0
Toronto Raptors,Brooklyn Nets,0.6985451433461702,0.3313008130081301,0,1
Houston Rockets,Chicago Bulls,0.7022097144048364,0.39430894308943093,0,1
Cleveland Cavaliers,Minnesota Timberwolves,0.640650406504065,0.5387146728610143,0,0
Detroit Pistons,New Orleans Pelicans,0.5093808630393996,0.48009172399416294,0,0
San Antonio Spurs,Sacramento Kings,0.6924119241192411,0.3523035230352303,0,1
Golden State Warriors,Denver Nuggets,0.8089430894308943,0.5126016260162601,1,1
Los Angeles Clippers,Atlanta Hawks,0.5150093808630394,0.34146341463414637,1,1
Toronto Raptors,Miami Heat,0.6859495518032103,0.5499999999999999,1,0
Portland Trail Blazers,Oklahoma City Thunder,0.5333333333333333,0.5487804878048781,0,1
Orlando Magic,Dallas Mavericks,0.3130081300813008,0.35636856368563685,0,0
Los Angeles Lakers,Sacramento Kings,0.32235772357723574,0.3467479674796748,1,1
Charlotte Hornets,Dallas Mavericks,0.4027517198248906,0.3667044809982984,1,0
Miami Heat,Indiana Pacers,0.556910569105691,0.5121951219512195,0,1
Utah Jazz,Washington Wizards,0.48373983739837395,0.5731707317073171,0,1
Brooklyn Nets,Detroit Pistons,0.3252032520325203,0.5170731707317073,1,0
Chicago Bulls,New York Knicks,0.4047619047619048,0.43495934959349597,0,1
Portland Trail Blazers,Houston Rockets,0.524390243902439,0.7069105691056911,0,0
Memphis Grizzlies,New Orleans Pelicans,0.3914634146341463,0.47154471544715443,1,1
Orlando Magic,Milwaukee Bucks,0.30836236933797906,0.5373983739837399,0,0
Oklahoma City Thunder,Minnesota Timberwolves,0.5402632597754549,0.5446209113253923,0,0
Atlanta Hawks,Denver Nuggets,0.3536585365853659,0.5040650406504065,0,1
Golden State Warriors,Los Angeles Clippers,0.7961672473867596,0.5239837398373983,1,0
Boston Celtics,Philadelphia 76ers,0.7305986696230599,0.43860746299770687,0,1
Cleveland Cavaliers,Toronto Raptors,0.6300813008130081,0.690650406504065,0,0
Los Angeles Clippers,Sacramento Kings,0.5325203252032521,0.34146341463414637,0,1
Los Angeles Lakers,San Antonio Spurs,0.3333333333333333,0.6820760068065796,1,1
Utah Jazz,Charlotte Hornets,0.4771583430120015,0.41300813008130083,0,0
Indiana Pacers,Cleveland Cavaliers,0.5199380565234224,0.6200154858691445,1,1
Washington Wizards,Orlando Magic,0.5801393728222997,0.30393269048969557,1,1
Brooklyn Nets,Atlanta Hawks,0.33526906697638403,0.3493999225706543,0,1
Golden State Warriors,Milwaukee Bucks,0.7994895065229722,0.5284552845528455,0,1
Minnesota Timberwolves,New York Knicks,0.5502586844050259,0.4276035617499032,1,1
Portland Trail Blazers,New Orleans Pelicans,0.5158730158730159,0.4796747967479675,0,0
Denver Nuggets,Memphis Grizzlies,0.5118079752226093,0.38617886178861793,1,1
Phoenix Suns,Houston Rockets,0.3456229911136321,0.7113821138211383,1,0
Los Angeles Lakers,Dallas Mavericks,0.3437862950058072,0.3614190687361419,0,1
Sacramento Kings,Los Angeles Clippers,0.33643050716221445,0.540650406504065,0,0
Oklahoma City Thunder,Charlotte Hornets,0.5476460578559273,0.4065040650406504,0,1
Washington Wizards,Brooklyn Nets,0.5867838910947248,0.32936282851200605,1,1
Toronto Raptors,Golden State Warriors,0.6788617886178862,0.802660753880266,1,0
Detroit Pistons,Chicago Bulls,0.508130081300813,0.41472868217054265,0,0
San Antonio Spurs,Denver Nuggets,0.6873614190687362,0.5036868973340897,1,1
Miami Heat,Milwaukee Bucks,0.5634920634920635,0.5199380565234224,1,1
New York Knicks,New Orleans Pelicans,0.4205899035734544,0.48741773132017036,1,0
Phoenix Suns,Indiana Pacers,0.33998521803399856,0.5273208546038949,1,0
Portland Trail Blazers,Minnesota Timberwolves,0.5077519379844961,0.5556458897922313,0,0
Detroit Pistons,Charlotte Hornets,0.4996128532713899,0.416182733255904,1,0
Toronto Raptors,Philadelphia 76ers,0.667634533488192,0.4471544715447155,0,0
Washington Wizards,Milwaukee Bucks,0.5779748706577975,0.5273208546038949,1,0
Atlanta Hawks,San Antonio Spurs,0.3608432595953867,0.6775971093044264,1,1
New York Knicks,Brooklyn Nets,0.42904656319290463,0.3237250554323725,0,1
Chicago Bulls,Miami Heat,0.42424242424242425,0.5542635658914729,1,1
Memphis Grizzlies,Los Angeles Lakers,0.39701897018970184,0.3382491964454528,1,1
Cleveland Cavaliers,Golden State Warriors,0.6104178483645302,0.8056910569105691,1,0
Oklahoma City Thunder,Sacramento Kings,0.5546932742054693,0.33163168840990737,1,1
Indiana Pacers,Utah Jazz,0.5343680709534367,0.4708829646435999,0,1
Los Angeles Clippers,Houston Rockets,0.5484023444885612,0.6997677119628339,1,1
Orlando Magic,Minnesota Timberwolves,0.3148558758314856,0.5463061152350654,1,1
New Orleans Pelicans,Boston Celtics,0.4948005294006428,0.7191508581752485,0,1
Denver Nuggets,Dallas Mavericks,0.5110864745011087,0.35636856368563685,1,1
Portland Trail Blazers,Phoenix Suns,0.5151515151515151,0.3345980126467931,1,1
Washington Wizards,Charlotte Hornets,0.5695573622402891,0.4254112308564946,0,0
New Orleans Pelicans,Atlanta Hawks,0.48669623059866957,0.37176644493717664,0,0
San Antonio Spurs,Brooklyn Nets,0.6827500883704488,0.3183378500451671,0,1
Toronto Raptors,Detroit Pistons,0.6724333522404992,0.4914917753828701,1,1
Golden State Warriors,Chicago Bulls,0.8085896076352067,0.4185185185185185,0,1
New York Knicks,Memphis Grizzlies,0.42231255645889787,0.40735488750236337,0,0
Milwaukee Bucks,Miami Heat,0.5192165558019216,0.5606060606060607,1,0
Oklahoma City Thunder,Los Angeles Lakers,0.5614272809394761,0.33296378418329636,1,1
Sacramento Kings,Utah Jazz,0.32705099778270513,0.48004434589800443,1,0
Denver Nuggets,Los Angeles Clippers,0.5033423667570008,0.5558019216555802,0,0
Boston Celtics,Philadelphia 76ers,0.7082007776599505,0.4552845528455285,1,0
Cleveland Cavaliers,Orlando Magic,0.6164079822616407,0.3104787714543812,1,1
Houston Rockets,Minnesota Timberwolves,0.7041973908111174,0.5373637778930981,1,1
Indiana Pacers,Portland Trail Blazers,0.5262872628726287,0.5222222222222223,0,0
Toronto Raptors,San Antonio Spurs,0.6770140428677015,0.6734993945684137,1,1
Brooklyn Nets,Miami Heat,0.32767762460233296,0.5518518518518518,1,1
Detroit Pistons,Washington Wizards,0.48373983739837395,0.5759985860728172,1,0
Sacramento Kings,Memphis Grizzlies,0.3226738934056007,0.4172209903917221,0,0
Denver Nuggets,Phoenix Suns,0.4959349593495935,0.343937787203959,1,0
Indiana Pacers,Los Angeles Lakers,0.5185577942735949,0.3427280939476061,0,0
Utah Jazz,New York Knicks,0.47398373983739833,0.43036408624955813,1,0
Cleveland Cavaliers,Oklahoma City Thunder,0.6073170731707317,0.5678685047720041,1,0
Atlanta Hawks,Chicago Bulls,0.3673893405600723,0.4275362318840579,1,0
