game,date,age,playerTeam,homeGame,opponent,result,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gameScoreStat
31,2013-01-04,28-005,MIA,True,CHI,L (-7),1,8,14,.571,1,5,.200,13,16,.813,0,6,6,2,1,0,2,2,30,23.6
32,2013-01-06,28-007,MIA,True,WAS,W (+28),1,9,17,.529,2,3,.667,4,4,1.000,1,1,2,7,0,1,1,0,24,21.3
33,2013-01-08,28-009,MIA,False,IND,L (-10),1,10,20,.500,1,1,1.000,1,4,.250,3,7,10,4,1,2,7,2,22,12.4
34,2013-01-10,28-011,MIA,False,POR,L (-2),1,6,16,.375,1,5,.200,2,5,.400,0,10,10,9,2,1,4,3,15,11.8
35,2013-01-12,28-013,MIA,False,SAC,W (+29),1,7,10,.700,0,1,.000,6,7,.857,1,4,5,7,5,2,1,0,20,27.6
36,2013-01-14,28-015,MIA,False,UTA,L (-7),1,13,19,.684,2,4,.500,4,4,1.000,1,3,4,6,3,2,3,5,32,29.1
37,2013-01-16,28-017,MIA,False,GSW,W (+17),1,11,20,.550,1,5,.200,2,3,.667,1,6,7,10,1,0,1,2,25,23.7
38,2013-01-17,28-018,MIA,False,LAL,W (+9),1,17,25,.680,1,2,.500,4,4,1.000,0,7,7,8,3,1,2,2,39,36.9
39,2013-01-23,28-024,MIA,True,TOR,W (+7),1,12,23,.522,1,5,.200,6,7,.857,1,9,10,11,0,0,3,1,31,27.0
40,2013-01-25,28-026,MIA,True,DET,W (+22),1,9,14,.643,0,1,.000,5,6,.833,1,6,7,7,1,0,2,0,23,22.8
41,2013-01-27,28-028,MIA,False,BOS,L (-2),1,14,31,.452,3,6,.500,3,5,.600,4,12,16,7,3,1,3,3,34,27.9
42,2013-01-30,28-031,MIA,False,BRK,W (+20),1,10,18,.556,3,4,.750,1,4,.250,2,7,9,7,2,0,4,2,24,19.8
43,2013-02-01,28-033,MIA,False,IND,L (-13),1,9,17,.529,1,3,.333,9,11,.818,1,5,6,3,1,1,3,4,28,20.3
44,2013-02-03,28-035,MIA,False,TOR,W (+15),1,10,16,.625,1,2,.500,9,11,.818,0,8,8,7,2,0,3,1,30,27.9
45,2013-02-04,28-036,MIA,True,CHA,W (+5),1,13,14,.929,0,0,,5,6,.833,0,8,8,8,2,0,5,1,31,30.6
46,2013-02-06,28-038,MIA,True,HOU,W (+6),1,11,18,.611,3,6,.500,7,10,.700,1,5,6,5,0,2,4,2,32,24.9
47,2013-02-08,28-040,MIA,True,LAC,W (+22),1,9,11,.818,4,5,.800,8,11,.727,1,4,5,6,0,2,5,3,30,26.0
48,2013-02-10,28-042,MIA,True,LAL,W (+10),1,12,18,.667,1,2,.500,7,8,.875,1,6,7,4,3,0,4,4,32,26.5
49,2013-02-12,28-044,MIA,True,POR,W (+13),1,11,15,.733,1,3,.333,7,8,.875,0,6,6,9,3,2,1,0,30,35.0
50,2013-02-14,28-046,MIA,False,OKC,W (+10),1,14,24,.583,4,8,.500,7,9,.778,3,9,12,7,2,0,4,3,39,33.5
51,2013-02-20,28-052,MIA,False,ATL,W (+13),1,8,15,.533,1,4,.250,7,8,.875,0,6,6,11,4,0,2,1,24,27.4
52,2013-02-21,28-053,MIA,False,CHI,W (+19),1,11,15,.733,1,4,.250,3,3,1.000,1,11,12,7,2,0,4,2,26,26.0
53,2013-02-23,28-055,MIA,False,PHI,W (+24),1,7,12,.583,1,4,.250,1,2,.500,1,9,10,11,2,0,2,1,16,20.7
54,2013-02-24,28-056,MIA,True,CLE,W (+4),1,10,19,.526,0,1,.000,8,11,.727,2,1,3,8,1,0,2,0,28,23.8
55,2013-02-26,28-058,MIA,True,SAC,W (+12),1,14,23,.609,1,2,.500,11,12,.917,3,5,8,16,2,1,2,1,40,44.2
56,2013-03-01,28-061,MIA,True,MEM,W (+7),1,4,14,.286,2,4,.500,8,12,.667,1,7,8,10,2,1,1,1,18,19.3
57,2013-03-03,28-063,MIA,False,NYK,W (+6),1,12,23,.522,2,6,.333,3,6,.500,3,8,11,7,3,1,2,1,29,27.2
58,2013-03-04,28-064,MIA,False,MIN,W (+16),1,9,16,.563,1,4,.250,1,1,1.000,1,9,10,4,3,2,7,3,20,14.8
59,2013-03-06,28-066,MIA,True,ORL,W (+1),1,7,14,.500,1,6,.167,11,12,.917,0,3,3,2,0,1,2,0,26,19.6
60,2013-03-08,28-068,MIA,True,PHI,W (+9),1,10,17,.588,2,3,.667,3,5,.600,3,7,10,5,1,2,3,2,25,22.6
61,2013-03-10,28-070,MIA,True,IND,W (+14),1,5,10,.500,0,0,,3,5,.600,1,5,6,7,1,1,4,1,13,11.6
62,2013-03-12,28-072,MIA,True,ATL,W (+17),1,3,11,.273,0,2,.000,9,12,.750,3,4,7,7,2,0,4,1,15,13.1
63,2013-03-13,28-073,MIA,False,PHI,W (+4),1,8,19,.421,1,4,.250,10,12,.833,2,5,7,8,2,1,4,1,27,22.9
64,2013-03-15,28-075,MIA,False,MIL,W (+13),1,12,24,.500,0,2,.000,4,5,.800,1,9,10,7,0,1,2,1,28,22.2
65,2013-03-17,28-077,MIA,False,TOR,W (+17),1,6,12,.500,2,6,.333,8,11,.727,1,11,12,8,2,0,3,1,22,23.0
66,2013-03-18,28-078,MIA,False,BOS,W (+2),1,16,29,.552,1,4,.250,4,6,.667,1,6,7,12,2,2,5,3,37,30.4
67,2013-03-20,28-080,MIA,False,CLE,W (+3),1,8,22,.364,3,7,.429,6,8,.750,7,5,12,10,3,2,4,1,25,25.4
68,2013-03-22,28-082,MIA,True,DET,W (+14),1,12,15,.800,1,1,1.000,4,6,.667,1,7,8,8,2,1,3,1,29,30.2
69,2013-03-24,28-084,MIA,True,CHA,W (+32),1,11,14,.786,0,1,.000,10,11,.909,0,8,8,10,3,3,4,0,32,36.7
70,2013-03-25,28-085,MIA,False,ORL,W (+14),1,9,16,.563,0,0,,6,10,.600,1,8,9,11,1,0,3,2,24,22.8
71,2013-03-27,28-087,MIA,False,CHI,L (-4),1,11,17,.647,2,5,.400,8,11,.727,0,7,7,3,2,4,4,1,32,27.9
72,2013-03-29,28-089,MIA,False,NOH,W (+19),1,13,20,.650,7,10,.700,3,5,.600,0,4,4,6,2,0,3,0,36,30.8
,2013-03-31,28-091,MIA,False,SAS,W (+2),,,,,,,,,,,,,,,,,,,,
,2013-04-02,28-093,MIA,True,NYK,L (-12),,,,,,,,,,,,,,,,,,,,
,2013-04-05,28-096,MIA,False,CHA,W (+10),,,,,,,,,,,,,,,,,,,,
73,2013-04-06,28-097,MIA,True,PHI,W (+19),1,12,17,.706,1,2,.500,2,2,1.000,0,4,4,5,1,0,1,1,27,24.2
74,2013-04-09,28-100,MIA,True,MIL,W (+11),1,11,16,.688,0,1,.000,6,6,1.000,1,6,7,7,2,1,3,0,28,28.3
,2013-04-10,28-101,MIA,False,WAS,W (+5),,,,,,,,,,,,,,,,,,,,
75,2013-04-12,28-103,MIA,True,BOS,W (+8),1,8,10,.800,0,0,,4,4,1.000,1,5,6,9,0,0,1,1,20,23.3
76,2013-04-14,28-105,MIA,True,CHI,W (+12),1,7,12,.583,1,1,1.000,9,12,.750,0,7,7,6,1,0,3,2,24,20.7
,2013-04-15,28-106,MIA,False,CLE,W (+1),,,,,,,,,,,,,,,,,,,,
,2013-04-17,28-108,MIA,True,ORL,W (+12),,,,,,,,,,,,,,,,,,,,
