game,date,age,playerTeam,homeGame,opponent,result,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gameScoreStat
,2004-01-22,19-023,CLE,True,SAC,L (-6),,,,,,,,,,,,,,,,,,,,
,2004-01-24,19-025,CLE,True,PHI,W (+8),,,,,,,,,,,,,,,,,,,,
41,2004-01-26,19-027,CLE,True,ORL,W (+1),1,7,19,.368,1,2,.500,1,2,.500,0,5,5,3,0,2,3,4,16,5.5
42,2004-01-28,19-029,CLE,True,MIA,W (+1),1,10,25,.400,0,1,.000,7,10,.700,0,5,5,4,2,1,1,1,27,17.9
43,2004-01-30,19-031,CLE,False,MIL,L (-6),1,7,25,.280,1,6,.167,5,8,.625,2,6,8,3,1,0,5,5,20,3.4
44,2004-02-01,19-033,CLE,False,WAS,W (+4),1,14,27,.519,1,2,.500,9,11,.818,3,3,6,4,0,2,6,4,38,23.5
45,2004-02-03,19-035,CLE,False,DET,W (+3),1,5,19,.263,0,1,.000,2,2,1.000,1,3,4,6,2,0,1,2,12,6.7
46,2004-02-04,19-036,CLE,True,LAL,L (-5),1,12,26,.462,4,4,1.000,4,5,.800,0,4,4,4,0,0,0,0,32,22.2
47,2004-02-06,19-038,CLE,False,MIN,L (-11),1,6,18,.333,1,3,.333,1,4,.250,1,8,9,5,0,0,3,2,14,5.4
48,2004-02-07,19-039,CLE,True,WAS,L (-18),1,6,16,.375,0,0,,2,2,1.000,0,0,0,6,4,1,3,2,14,10.3
49,2004-02-09,19-041,CLE,True,BOS,W (+8),1,9,25,.360,1,6,.167,5,6,.833,0,6,6,3,2,1,1,3,24,14.1
50,2004-02-11,19-043,CLE,True,NJN,L (-20),1,2,13,.154,0,1,.000,5,5,1.000,1,1,2,5,1,0,5,0,9,1.2
51,2004-02-18,19-050,CLE,True,DAL,L (-16),1,6,12,.500,0,0,,4,4,1.000,2,2,4,9,0,1,5,2,16,13.2
52,2004-02-20,19-052,CLE,True,SAS,W (+2),1,14,23,.609,0,0,,4,4,1.000,2,9,11,2,2,1,2,0,32,27.7
53,2004-02-22,19-054,CLE,False,NYK,W (+6),1,7,20,.350,0,0,,8,12,.667,1,4,5,3,1,0,1,2,22,12.4
54,2004-02-23,19-055,CLE,True,NOH,W (+4),1,7,16,.438,1,5,.200,6,6,1.000,0,4,4,6,2,5,1,3,21,21.3
55,2004-02-25,19-057,CLE,False,HOU,L (-6),1,5,18,.278,0,2,.000,1,3,.333,2,5,7,5,2,1,2,1,11,6.3
56,2004-02-27,19-059,CLE,False,ORL,W (+5),1,11,19,.579,1,1,1.000,7,8,.875,1,10,11,3,3,1,5,1,30,24.8
57,2004-03-01,19-062,CLE,False,CHI,L (-11),1,7,17,.412,0,2,.000,4,6,.667,0,3,3,3,4,1,3,2,18,12.0
58,2004-03-03,19-064,CLE,True,ATL,W (+32),1,9,17,.529,1,2,.500,5,6,.833,1,6,7,3,1,1,1,0,24,20.6
59,2004-03-05,19-066,CLE,False,NOH,W (+3),1,7,17,.412,2,2,1.000,3,4,.750,2,4,6,4,2,0,4,5,19,10.9
60,2004-03-06,19-067,CLE,True,MIL,W (+9),1,11,24,.458,0,3,.000,2,3,.667,2,5,7,10,4,1,2,3,24,22.6
61,2004-03-08,19-069,CLE,False,ATL,W (+6),1,11,23,.478,1,4,.250,11,13,.846,2,4,6,7,1,0,2,1,34,27.6
62,2004-03-10,19-071,CLE,False,TOR,W (+14),1,4,13,.308,0,0,,6,7,.857,1,2,3,4,1,0,2,2,14,8.4
63,2004-03-14,19-075,CLE,True,IND,W (+3),1,12,22,.545,0,2,.000,2,4,.500,0,3,3,4,3,1,4,3,26,16.8
64,2004-03-16,19-077,CLE,True,CHI,W (+24),1,5,16,.313,2,3,.667,5,8,.625,3,2,5,8,0,5,4,1,17,14.0
65,2004-03-19,19-080,CLE,True,UTA,L (-9),1,4,14,.286,0,2,.000,6,10,.600,0,0,0,7,2,1,2,3,14,8.6
66,2004-03-21,19-082,CLE,True,DET,L (-20),1,5,17,.294,1,4,.250,4,5,.800,2,5,7,3,0,2,4,4,15,5.5
67,2004-03-23,19-084,CLE,True,PHO,L (-17),1,8,21,.381,2,5,.400,7,9,.778,1,1,2,6,3,1,5,0,25,16.6
68,2004-03-26,19-087,CLE,False,PHI,L (-15),1,5,13,.385,1,2,.500,5,9,.556,2,1,3,7,0,1,5,1,16,9.2
69,2004-03-27,19-088,CLE,True,NJN,W (+3),1,15,29,.517,1,2,.500,10,10,1.000,2,4,6,13,3,0,2,1,41,39.0
70,2004-03-29,19-090,CLE,False,SAS,L (-8),1,9,20,.450,0,1,.000,0,0,,0,2,2,4,0,1,2,0,18,9.7
71,2004-03-30,19-091,CLE,False,DAL,L (-17),1,13,22,.591,0,2,.000,2,4,.500,1,4,5,6,4,0,3,2,28,23.3
72,2004-04-02,19-094,CLE,False,MIL,L (-18),1,9,19,.474,0,0,,2,2,1.000,0,7,7,7,5,0,5,3,20,16.1
73,2004-04-03,19-095,CLE,True,GSW,L (-3),1,12,28,.429,3,5,.600,7,11,.636,3,5,8,10,1,1,3,1,34,26.5
74,2004-04-06,19-098,CLE,True,TOR,L (-1),1,5,17,.294,0,0,,11,14,.786,1,5,6,4,3,0,3,2,21,14.1
75,2004-04-07,19-099,CLE,False,MEM,L (-18),1,4,11,.364,0,0,,6,7,.857,0,3,3,5,3,0,2,4,14,11.3
76,2004-04-09,19-101,CLE,False,MIA,L (-15),1,6,14,.429,1,1,1.000,11,15,.733,1,6,7,8,1,0,8,2,24,15.3
77,2004-04-10,19-102,CLE,True,MIA,W (+11),1,4,11,.364,0,2,.000,2,5,.400,1,2,3,11,0,0,2,3,10,8.5
78,2004-04-12,19-104,CLE,True,MIL,W (+4),1,9,20,.450,1,4,.250,8,11,.727,1,6,7,9,2,0,1,1,27,24.8
79,2004-04-14,19-106,CLE,False,NYK,W (+10),1,8,17,.471,0,3,.000,1,1,1.000,0,1,1,5,3,0,5,1,17,9.7
