game,date,age,playerTeam,homeGame,opponent,result,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gameScoreStat
48,2015-02-24,30-056,CLE,False,DET,W (+9),1,6,14,.429,1,5,.200,6,10,.600,0,7,7,11,3,1,9,3,19,13.3
49,2015-02-26,30-058,CLE,True,GSW,W (+11),1,15,25,.600,4,9,.444,8,11,.727,1,10,11,5,3,1,6,5,42,32.2
,2015-02-27,30-059,CLE,False,IND,L (-7),,,,,,,,,,,,,,,,,,,,
50,2015-03-01,30-061,CLE,False,HOU,L (-2),1,15,35,.429,4,12,.333,3,11,.273,2,6,8,4,3,3,4,4,37,20.8
51,2015-03-03,30-063,CLE,True,BOS,W (+31),1,12,23,.522,0,1,.000,3,3,1.000,1,2,3,5,3,1,1,0,27,23.2
52,2015-03-04,30-064,CLE,False,TOR,W (+8),1,9,16,.563,3,6,.500,8,13,.615,1,5,6,14,0,0,3,2,29,27.6
53,2015-03-06,30-066,CLE,False,ATL,L (-9),1,5,13,.385,1,4,.250,7,8,.875,1,5,6,8,2,1,9,3,18,10.8
54,2015-03-07,30-067,CLE,True,PHO,W (+10),1,6,16,.375,2,5,.400,3,6,.500,0,6,6,8,1,0,4,3,17,10.2
55,2015-03-10,30-070,CLE,False,DAL,W (+33),1,10,14,.714,4,6,.667,3,5,.600,0,7,7,8,1,1,2,3,27,26.6
56,2015-03-12,30-072,CLE,False,SAS,W (+3),1,10,20,.500,3,6,.500,8,10,.800,0,5,5,7,2,1,3,2,31,25.5
57,2015-03-15,30-075,CLE,False,ORL,W (+15),1,9,14,.643,0,3,.000,3,4,.750,1,7,8,13,3,1,1,3,21,27.8
58,2015-03-16,30-076,CLE,False,MIA,L (-14),1,8,19,.421,4,8,.500,6,8,.750,1,1,2,4,0,0,4,2,26,14.1
59,2015-03-18,30-078,CLE,True,BRK,W (+25),1,5,13,.385,2,4,.500,4,6,.667,1,2,3,7,1,0,2,1,16,12.9
60,2015-03-20,30-080,CLE,True,IND,W (+3),1,13,26,.500,2,6,.333,1,2,.500,0,7,7,5,0,0,3,0,29,18.2
61,2015-03-22,30-082,CLE,False,MIL,W (+18),1,10,17,.588,1,4,.250,7,7,1.000,2,8,10,6,5,1,5,1,28,28.4
62,2015-03-25,30-085,CLE,False,MEM,W (+22),1,7,15,.467,3,5,.600,3,4,.750,0,8,8,5,0,0,1,2,20,16.0
63,2015-03-27,30-087,CLE,False,BRK,L (-8),1,8,15,.533,2,5,.400,6,8,.750,0,5,5,9,5,1,3,4,24,24.8
64,2015-03-29,30-089,CLE,True,PHI,W (+1),1,8,24,.333,1,4,.250,3,6,.500,2,9,11,6,0,1,5,0,20,9.2
65,2015-04-02,30-093,CLE,True,MIA,W (+26),1,9,16,.563,1,2,.500,4,5,.800,1,7,8,7,1,3,3,3,23,21.6
66,2015-04-05,30-096,CLE,True,CHI,W (+5),1,8,17,.471,1,3,.333,3,6,.500,2,8,10,12,3,1,3,4,20,21.4
67,2015-04-08,30-099,CLE,False,MIL,W (+5),1,8,15,.533,2,5,.400,3,4,.750,2,7,9,8,1,1,2,2,21,21.3
68,2015-04-10,30-101,CLE,True,BOS,L (-9),1,5,14,.357,0,5,.000,4,9,.444,0,3,3,7,1,0,3,1,14,7.6
,2015-04-12,30-103,CLE,False,BOS,L (-39),,,,,,,,,,,,,,,,,,,,
69,2015-04-13,30-104,CLE,True,DET,W (+12),1,7,17,.412,3,4,.750,4,6,.667,3,7,10,11,2,1,1,0,21,24.7
,2015-04-15,30-106,CLE,True,WAS,W (+5),,,,,,,,,,,,,,,,,,,,
