game,date,age,playerTeam,homeGame,opponent,result,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gameScoreStat
28,2005-12-31,21-001,CLE,True,DET,W (+13),1,11,22,.500,2,5,.400,6,7,.857,1,6,7,7,4,1,5,2,30,24.9
29,2006-01-04,21-005,CLE,False,MIL,W (+7),1,12,29,.414,2,8,.250,6,7,.857,2,9,11,11,5,1,4,1,32,29.2
30,2006-01-05,21-006,CLE,True,HOU,L (-9),1,13,19,.684,3,7,.429,3,6,.500,1,8,9,5,1,0,3,4,32,25.7
31,2006-01-07,21-008,CLE,True,MIL,W (+8),1,14,22,.636,3,7,.429,4,9,.444,2,5,7,6,0,1,0,1,35,30.6
32,2006-01-10,21-011,CLE,True,NYK,L (-8),1,14,31,.452,0,7,.000,8,11,.727,0,7,7,7,0,1,1,0,36,25.4
33,2006-01-12,21-013,CLE,False,LAL,L (-1),1,11,22,.500,2,3,.667,4,9,.444,0,2,2,9,0,0,5,2,28,16.1
34,2006-01-14,21-015,CLE,False,PHO,L (-9),1,18,28,.643,5,8,.625,5,5,1.000,0,7,7,8,1,0,1,1,46,40.9
35,2006-01-15,21-016,CLE,False,POR,L (-2),1,10,26,.385,1,5,.200,8,11,.727,2,11,13,7,1,3,2,3,29,23.1
36,2006-01-18,21-019,CLE,False,DEN,L (-1),1,7,20,.350,2,6,.333,8,15,.533,2,9,11,9,0,0,2,5,24,16.4
37,2006-01-20,21-021,CLE,False,GSW,L (-20),1,5,22,.227,0,3,.000,4,6,.667,1,8,9,6,0,0,6,3,14,-0.1
38,2006-01-21,21-022,CLE,False,UTA,W (+18),1,19,35,.543,4,8,.500,9,11,.818,0,5,5,8,2,0,3,4,51,37.8
39,2006-01-24,21-025,CLE,True,IND,W (+30),1,7,21,.333,2,5,.400,7,10,.700,0,7,7,8,2,2,1,0,23,20.0
40,2006-01-25,21-026,CLE,False,ATL,W (+9),1,11,22,.500,1,5,.200,15,20,.750,1,8,9,6,3,1,5,2,38,30.2
41,2006-01-27,21-028,CLE,False,IND,W (+4),1,12,23,.522,1,2,.500,5,8,.625,1,6,7,9,3,1,6,1,30,23.6
42,2006-01-29,21-030,CLE,True,PHO,W (+7),1,17,33,.515,3,7,.429,7,12,.583,1,10,11,7,1,1,6,1,44,29.6
43,2006-01-30,21-031,CLE,False,CHA,W (+12),1,11,19,.579,2,6,.333,6,11,.545,1,5,6,6,5,1,4,2,30,26.4
44,2006-02-01,21-033,CLE,True,NJN,W (+6),1,8,21,.381,0,2,.000,10,12,.833,0,11,11,10,1,1,4,2,26,20.9
45,2006-02-02,21-034,CLE,False,MIA,L (-28),1,12,29,.414,2,5,.400,3,3,1.000,1,4,5,7,1,0,1,0,29,20.3
46,2006-02-04,21-036,CLE,True,PHI,L (-5),1,10,17,.588,2,7,.286,9,10,.900,2,2,4,6,2,1,4,0,31,27.6
47,2006-02-06,21-038,CLE,True,MIL,W (+3),1,9,20,.450,2,7,.286,2,4,.500,0,9,9,12,0,2,4,4,22,17.7
48,2006-02-08,21-040,CLE,False,MIN,W (+6),1,11,34,.324,1,5,.200,12,17,.706,1,10,11,8,1,0,0,3,35,22.7
49,2006-02-10,21-042,CLE,False,WAS,L (-12),1,6,23,.261,0,3,.000,6,8,.750,1,8,9,8,1,0,2,2,18,10.4
50,2006-02-11,21-043,CLE,True,GSW,L (-8),1,10,17,.588,5,6,.833,8,8,1.000,1,4,5,6,1,2,2,5,33,29.6
51,2006-02-13,21-045,CLE,True,SAS,W (+14),1,19,33,.576,1,3,.333,5,8,.625,2,1,3,5,4,0,2,0,44,34.5
52,2006-02-15,21-047,CLE,False,BOS,W (+4),1,16,32,.500,0,5,.000,11,15,.733,1,11,12,11,2,4,2,5,43,37.9
53,2006-02-21,21-053,CLE,True,ORL,W (+13),1,10,24,.417,1,5,.200,5,7,.714,0,2,2,9,1,2,2,0,26,19.7
54,2006-02-22,21-054,CLE,False,PHI,L (-9),1,13,24,.542,1,4,.250,6,10,.600,3,3,6,5,2,1,6,3,33,21.8
55,2006-02-24,21-056,CLE,True,WAS,L (-8),1,7,21,.333,3,8,.375,8,19,.421,0,7,7,9,1,0,4,2,25,13.3
56,2006-02-26,21-058,CLE,False,DET,L (-12),1,9,20,.450,2,3,.667,2,3,.667,1,8,9,7,0,0,3,3,22,15.0
57,2006-02-27,21-059,CLE,True,DET,L (-12),1,9,22,.409,0,3,.000,8,10,.800,1,3,4,6,0,1,5,0,26,14.9
58,2006-03-01,21-061,CLE,True,SAC,L (-7),1,7,21,.333,1,4,.250,4,7,.571,1,6,7,12,1,2,5,1,19,13.8
59,2006-03-02,21-062,CLE,False,CHI,W (+1),1,11,27,.407,0,3,.000,11,13,.846,2,9,11,8,0,1,5,4,33,21.5
60,2006-03-05,21-065,CLE,True,CHI,W (+19),1,15,28,.536,1,3,.333,6,6,1.000,0,9,9,7,2,0,3,3,37,28.8
61,2006-03-07,21-067,CLE,True,TOR,W (+7),1,5,17,.294,2,6,.333,5,6,.833,1,11,12,8,1,0,2,2,17,14.5
62,2006-03-08,21-068,CLE,False,TOR,W (+1),1,13,24,.542,1,3,.333,8,12,.667,1,5,6,6,1,0,0,2,35,28.4
63,2006-03-10,21-070,CLE,False,ORL,L (-29),1,9,22,.409,2,6,.333,5,6,.833,2,5,7,2,2,1,5,0,25,14.8
64,2006-03-12,21-072,CLE,False,MIA,L (-6),1,11,27,.407,1,6,.167,24,28,.857,2,5,7,4,0,1,5,2,47,31.5
65,2006-03-14,21-074,CLE,False,DAL,L (-4),1,14,27,.519,0,2,.000,8,8,1.000,1,11,12,5,0,2,4,1,36,27.2
66,2006-03-17,21-077,CLE,True,POR,W (+15),1,9,23,.391,1,6,.167,8,10,.800,2,7,9,5,6,0,1,2,27,24.9
67,2006-03-19,21-079,CLE,True,LAL,W (+1),1,10,24,.417,3,4,.750,6,10,.600,1,7,8,7,1,0,7,3,29,15.1
68,2006-03-22,21-082,CLE,True,CHA,W (+2),1,10,21,.476,1,5,.200,16,23,.696,0,11,11,12,0,1,5,4,37,29.3
69,2006-03-24,21-084,CLE,True,BOS,W (+12),1,13,26,.500,4,8,.500,6,8,.750,3,4,7,8,2,3,0,2,36,34.4
70,2006-03-26,21-086,CLE,False,HOU,W (+2),1,14,34,.412,0,4,.000,8,11,.727,3,3,6,5,2,0,2,2,36,22.3
71,2006-03-29,21-089,CLE,True,DAL,W (+13),1,16,23,.696,4,7,.571,10,13,.769,0,5,5,4,3,0,2,3,46,39.2
72,2006-04-01,21-092,CLE,True,MIA,W (+7),1,16,25,.640,2,6,.333,13,14,.929,4,8,12,9,2,0,4,3,47,43.8
73,2006-04-02,21-093,CLE,False,CHA,W (+4),1,13,24,.542,2,5,.400,7,9,.778,1,11,12,8,1,2,3,5,35,29.6
74,2006-04-04,21-095,CLE,True,PHI,W (+33),1,13,22,.591,4,10,.400,7,9,.778,1,3,4,7,4,0,3,4,37,31.9
75,2006-04-05,21-096,CLE,False,NYK,L (-2),1,12,24,.500,4,7,.571,8,14,.571,0,2,2,7,3,0,5,3,36,23.9
76,2006-04-08,21-099,CLE,False,NJN,W (+6),1,12,26,.462,0,3,.000,13,16,.813,1,4,5,7,1,0,6,5,37,22.2
77,2006-04-10,21-101,CLE,False,NOK,W (+2),1,12,24,.500,0,3,.000,8,12,.667,1,3,4,6,0,0,2,1,32,21.8
78,2006-04-12,21-103,CLE,False,DET,L (-23),1,8,18,.444,0,3,.000,6,8,.750,0,3,3,1,0,0,2,0,22,11.4
,2006-04-13,21-104,CLE,True,NYK,W (+4),,,,,,,,,,,,,,,,,,,,
79,2006-04-16,21-107,CLE,False,WAS,L (-12),1,8,16,.500,0,0,,1,2,.500,0,5,5,4,1,1,3,2,17,10.8
,2006-04-17,21-108,CLE,False,BOS,W (+5),,,,,,,,,,,,,,,,,,,,
,2006-04-19,21-110,CLE,True,ATL,W (+1),,,,,,,,,,,,,,,,,,,,
