game,date,age,playerTeam,homeGame,opponent,result,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gameScoreStat
19,2007-12-15,22-350,CLE,True,PHI,L (-6),1,10,18,.556,0,1,.000,1,1,1.000,0,6,6,6,0,1,3,1,21,15.7
20,2007-12-17,22-352,CLE,True,MIL,W (+5),1,10,25,.400,0,5,.000,11,13,.846,1,7,8,5,1,0,2,3,31,20.8
21,2007-12-19,22-354,CLE,False,NYK,L (-18),1,12,21,.571,3,6,.500,5,6,.833,1,7,8,6,6,0,4,1,32,30.3
22,2007-12-20,22-355,CLE,True,LAL,W (+4),1,12,29,.414,0,3,.000,9,11,.818,4,6,10,5,1,1,3,3,33,22.3
23,2007-12-23,22-358,CLE,True,GSW,L (-9),1,8,20,.400,0,2,.000,9,13,.692,2,3,5,8,1,1,3,2,25,18.4
24,2007-12-25,22-360,CLE,True,MIA,W (+14),1,9,19,.474,0,3,.000,7,11,.636,0,6,6,12,1,1,2,3,25,22.4
25,2007-12-27,22-362,CLE,False,DAL,W (+7),1,9,21,.429,1,4,.250,5,10,.500,4,4,8,7,3,0,3,5,24,17.8
26,2007-12-29,22-364,CLE,False,NOH,L (-10),1,8,21,.381,1,4,.250,4,6,.667,2,3,5,6,1,0,4,1,21,11.8
27,2008-01-02,23-003,CLE,True,ATL,W (+4),1,13,22,.591,1,3,.333,9,11,.818,1,4,5,6,2,1,2,1,36,31.4
28,2008-01-04,23-005,CLE,True,SAC,W (+4),1,7,18,.389,1,6,.167,9,12,.750,1,7,8,10,5,1,3,1,24,25.1
29,2008-01-06,23-007,CLE,False,TOR,W (+3),1,14,29,.483,4,8,.500,7,12,.583,3,8,11,8,0,0,1,1,39,31.0
30,2008-01-08,23-009,CLE,True,SEA,W (+16),1,8,18,.444,0,3,.000,6,6,1.000,2,6,8,3,2,0,4,2,22,15.1
31,2008-01-09,23-010,CLE,False,ATL,L (-9),1,13,22,.591,0,4,.000,5,9,.556,3,7,10,6,3,1,3,3,31,27.1
32,2008-01-11,23-012,CLE,True,CHA,W (+7),1,10,20,.500,2,7,.286,9,15,.600,5,14,19,8,4,3,8,3,31,28.8
33,2008-01-15,23-016,CLE,False,MEM,W (+8),1,18,28,.643,6,12,.500,9,16,.563,3,5,8,9,3,1,4,1,51,45.0
34,2008-01-17,23-018,CLE,False,SAS,W (+2),1,9,24,.375,1,5,.200,8,12,.667,3,6,9,7,0,2,3,1,27,19.0
35,2008-01-21,23-022,CLE,False,MIA,W (+7),1,11,26,.423,1,4,.250,5,5,1.000,1,2,3,5,4,1,5,4,28,17.1
36,2008-01-23,23-024,CLE,True,WAS,W (+36),1,7,13,.538,1,3,.333,8,9,.889,2,6,8,8,2,1,0,2,23,27.0
37,2008-01-25,23-026,CLE,True,PHO,L (-2),1,14,30,.467,0,1,.000,8,10,.800,2,5,7,5,2,0,1,3,36,26.0
38,2008-01-27,23-028,CLE,False,LAL,W (+3),1,16,32,.500,1,5,.200,8,12,.667,3,6,9,4,2,0,5,4,41,25.5
39,2008-01-30,23-031,CLE,False,POR,W (+1),1,13,29,.448,3,6,.500,8,12,.667,2,12,14,4,2,2,4,3,37,26.3
,2008-01-31,23-032,CLE,False,SEA,L (-6),,,,,,,,,,,,,,,,,,,,
40,2008-02-02,23-034,CLE,True,LAC,W (+14),1,8,19,.421,1,4,.250,11,16,.688,0,11,11,7,2,1,3,2,28,23.0
41,2008-02-05,23-037,CLE,True,BOS,W (+1),1,11,21,.524,4,8,.500,7,10,.700,1,8,9,12,5,2,7,5,33,30.4
42,2008-02-07,23-039,CLE,False,HOU,L (-15),1,12,23,.522,2,5,.400,6,11,.545,1,6,7,6,2,2,3,0,32,25.8
43,2008-02-08,23-040,CLE,False,ATL,W (+5),1,11,24,.458,0,3,.000,4,4,1.000,4,7,11,7,2,1,1,2,26,24.3
44,2008-02-10,23-042,CLE,True,DEN,L (-30),1,11,23,.478,2,5,.400,6,6,1.000,1,4,5,3,2,0,5,1,30,18.9
45,2008-02-11,23-043,CLE,False,ORL,W (+7),1,8,15,.533,1,2,.500,12,15,.800,1,6,7,10,3,1,5,3,29,27.5
46,2008-02-13,23-045,CLE,True,SAS,L (-7),1,17,31,.548,1,5,.200,4,7,.571,2,4,6,9,0,1,3,4,39,27.9
47,2008-02-19,23-051,CLE,True,HOU,L (-8),1,7,18,.389,4,7,.571,8,11,.727,2,11,13,11,2,0,5,2,26,23.6
48,2008-02-20,23-052,CLE,False,IND,W (+9),1,11,22,.500,1,5,.200,8,12,.667,2,12,14,12,2,1,4,1,31,30.1
49,2008-02-22,23-054,CLE,True,WAS,W (+1),1,11,20,.550,2,6,.333,9,14,.643,3,12,15,8,1,1,3,1,33,31.0
50,2008-02-24,23-056,CLE,True,MEM,W (+20),1,10,17,.588,1,4,.250,4,5,.800,1,6,7,11,3,1,6,2,25,23.8
51,2008-02-26,23-058,CLE,False,MIL,L (-3),1,16,24,.667,1,3,.333,2,5,.400,0,4,4,6,0,1,2,3,35,26.3
52,2008-02-27,23-059,CLE,False,BOS,L (-5),1,7,24,.292,1,6,.167,11,15,.733,4,4,8,4,0,0,3,2,26,13.4
53,2008-02-29,23-061,CLE,True,MIN,W (+8),1,11,22,.500,1,4,.250,7,9,.778,2,6,8,13,2,0,3,2,30,28.7
54,2008-03-02,23-063,CLE,True,CHI,W (+9),1,15,29,.517,0,5,.000,7,8,.875,3,3,6,6,1,0,3,1,37,27.1
55,2008-03-05,23-066,CLE,False,NYK,W (+14),1,16,30,.533,7,13,.538,11,16,.688,1,7,8,10,4,0,2,3,50,44.0
56,2008-03-06,23-067,CLE,False,CHI,L (-11),1,13,27,.481,2,8,.250,11,12,.917,0,3,3,1,1,3,4,1,39,25.2
57,2008-03-08,23-069,CLE,True,IND,W (+8),1,11,24,.458,5,8,.625,11,12,.917,4,7,11,4,1,2,2,2,38,32.5
58,2008-03-10,23-071,CLE,True,POR,W (+8),1,7,18,.389,1,4,.250,9,13,.692,1,9,10,11,1,2,4,0,24,22.1
59,2008-03-12,23-073,CLE,False,NJN,L (-5),1,12,23,.522,2,7,.286,16,23,.696,3,8,11,7,1,2,6,5,42,31.7
60,2008-03-13,23-074,CLE,False,WAS,L (-2),1,9,22,.409,1,7,.143,6,8,.750,2,5,7,7,0,0,7,4,25,11.6
61,2008-03-16,23-077,CLE,True,CHA,W (+7),1,11,24,.458,1,3,.333,10,16,.625,2,5,7,10,1,2,1,2,33,28.7
62,2008-03-17,23-078,CLE,False,ORL,L (-14),1,11,22,.500,1,4,.250,7,11,.636,2,7,9,6,0,1,3,1,30,22.4
63,2008-03-19,23-080,CLE,True,DET,W (+16),1,11,19,.579,2,5,.400,6,7,.857,3,4,7,6,1,1,0,0,30,29.9
64,2008-03-21,23-082,CLE,True,TOR,W (+7),1,14,22,.636,1,3,.333,0,0,,0,12,12,5,1,0,5,1,29,21.9
65,2008-03-22,23-083,CLE,False,MIL,L (-10),1,9,25,.360,3,9,.333,8,10,.800,4,7,11,4,2,0,4,3,29,18.8
66,2008-03-26,23-087,CLE,True,NOH,L (-1),1,6,14,.429,1,2,.500,8,10,.800,0,3,3,8,2,2,2,2,21,19.9
67,2008-03-29,23-090,CLE,False,DET,L (-14),1,4,17,.235,1,5,.200,4,6,.667,0,4,4,5,0,0,5,0,13,1.6
68,2008-03-30,23-091,CLE,True,PHI,W (+3),1,11,18,.611,1,2,.500,3,3,1.000,3,6,9,9,3,1,1,4,26,29.1
69,2008-04-02,23-094,CLE,False,CHA,W (+4),1,11,19,.579,1,4,.250,6,6,1.000,2,2,4,5,3,2,4,6,29,23.6
70,2008-04-03,23-095,CLE,True,CHI,L (-3),1,10,24,.417,3,7,.429,10,14,.714,0,5,5,4,2,2,3,4,33,21.7
71,2008-04-05,23-097,CLE,True,ORL,L (-15),1,6,22,.273,1,5,.200,4,8,.500,5,2,7,9,2,2,5,1,17,10.8
72,2008-04-09,23-101,CLE,True,NJN,W (+21),1,11,21,.524,1,4,.250,10,13,.769,4,3,7,8,1,2,0,2,33,32.4
73,2008-04-11,23-103,CLE,False,CHI,L (-5),1,13,21,.619,2,6,.333,6,12,.500,0,6,6,2,3,0,3,2,34,24.5
74,2008-04-13,23-105,CLE,True,MIA,W (+8),1,3,9,.333,0,1,.000,7,9,.778,0,11,11,7,1,2,5,1,13,12.3
75,2008-04-14,23-106,CLE,False,PHI,W (+1),1,10,18,.556,1,2,.500,6,12,.500,1,3,4,5,2,1,5,3,27,17.6
,2008-04-16,23-108,CLE,True,DET,L (-10),,,,,,,,,,,,,,,,,,,,
