game,date,age,playerTeam,homeGame,opponent,result,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gameScoreStat
34,2020-01-03,35-004,LAL,True,NOP,W (+10),1,7,17,.412,1,3,.333,2,5,.400,0,8,8,15,2,0,2,1,17,19.2
35,2020-01-05,35-006,LAL,True,DET,W (+7),1,10,21,.476,0,3,.000,1,2,.500,3,11,14,11,0,0,3,2,21,19.2
36,2020-01-07,35-008,LAL,True,NYK,W (+30),1,9,19,.474,6,12,.500,7,7,1.000,0,5,5,5,2,1,4,2,31,24.2
37,2020-01-10,35-011,LAL,False,DAL,W (+15),1,14,25,.560,3,6,.500,4,5,.800,2,14,16,7,1,0,3,0,35,31.2
,2020-01-11,35-012,LAL,False,OKC,W (+15),,,,,,,,,,,,,,,,,,,,
38,2020-01-13,35-014,LAL,True,CLE,W (+29),1,12,16,.750,1,3,.333,6,7,.857,0,2,2,8,1,0,3,2,31,27.6
39,2020-01-15,35-016,LAL,True,ORL,L (-1),1,7,19,.368,2,9,.222,3,5,.600,0,3,3,19,1,0,5,1,19,17.5
40,2020-01-18,35-019,LAL,False,HOU,W (+9),1,13,25,.520,2,7,.286,3,5,.600,0,5,5,12,2,0,6,3,31,22.6
41,2020-01-20,35-021,LAL,False,BOS,L (-32),1,5,12,.417,0,2,.000,5,5,1.000,3,4,7,13,0,0,4,1,15,16.6
42,2020-01-22,35-023,LAL,False,NYK,W (+8),1,9,16,.563,2,5,.400,1,3,.333,0,6,6,5,5,0,4,0,21,18.9
43,2020-01-23,35-024,LAL,False,BRK,W (+15),1,11,19,.579,3,6,.500,2,2,1.000,2,9,11,10,1,1,5,0,27,25.9
44,2020-01-25,35-026,LAL,False,PHI,L (-17),1,9,18,.500,1,6,.167,10,13,.769,0,7,7,8,1,0,8,3,29,18.3
45,2020-01-31,35-032,LAL,True,POR,L (-8),1,9,22,.409,3,8,.375,1,4,.250,2,6,8,10,0,1,5,2,22,14.1
46,2020-02-01,35-033,LAL,False,SAC,W (+16),1,6,15,.400,1,4,.250,2,3,.667,0,10,10,11,2,0,2,3,15,16.0
47,2020-02-04,35-036,LAL,True,SAS,W (+27),1,12,20,.600,6,9,.667,6,9,.667,1,6,7,9,1,0,2,1,36,33.0
48,2020-02-06,35-038,LAL,True,HOU,L (-10),1,8,19,.421,1,8,.125,1,1,1.000,2,7,9,15,2,0,6,0,18,17.9
49,2020-02-08,35-040,LAL,False,GSW,W (+5),1,7,17,.412,3,8,.375,5,6,.833,0,8,8,11,1,0,7,2,22,15.8
50,2020-02-10,35-042,LAL,True,PHO,W (+25),1,6,16,.375,3,6,.500,2,4,.500,0,8,8,9,1,0,8,2,17,8.3
51,2020-02-12,35-044,LAL,False,DEN,W (+4),1,15,29,.517,1,7,.143,1,4,.250,1,11,12,14,0,0,3,3,32,26.1
52,2020-02-21,35-053,LAL,True,MEM,W (+12),1,10,17,.588,1,4,.250,11,12,.917,0,3,3,7,0,2,1,0,32,29.9
53,2020-02-23,35-055,LAL,True,BOS,W (+2),1,9,19,.474,4,10,.400,7,12,.583,0,8,8,9,0,0,2,4,29,22.4
54,2020-02-25,35-057,LAL,True,NOP,W (+9),1,17,27,.630,5,11,.455,1,2,.500,2,6,8,6,0,1,7,1,40,28.2
,2020-02-27,35-059,LAL,False,GSW,W (+30),,,,,,,,,,,,,,,,,,,,
55,2020-02-29,35-061,LAL,False,MEM,L (-17),1,8,18,.444,2,8,.250,1,2,.500,2,6,8,10,1,1,5,1,19,15.7
56,2020-03-01,35-062,LAL,False,NOP,W (+8),1,14,21,.667,3,5,.600,3,3,1.000,0,12,12,13,2,0,6,2,34,32.8
57,2020-03-03,35-064,LAL,True,PHI,W (+13),1,9,16,.563,2,5,.400,2,3,.667,1,6,7,14,1,2,3,1,22,25.3
58,2020-03-06,35-067,LAL,True,MIL,W (+10),1,12,21,.571,1,7,.143,12,15,.800,0,8,8,8,3,0,4,4,37,31.3
59,2020-03-08,35-069,LAL,False,LAC,W (+9),1,7,17,.412,2,6,.333,12,14,.857,2,6,8,9,0,2,2,3,28,25.8
60,2020-03-10,35-071,LAL,True,BRK,L (-2),1,12,22,.545,4,9,.444,1,5,.200,1,11,12,9,1,0,3,1,29,24.7
