game,date,age,playerTeam,homeGame,opponent,result,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gameScoreStat
22,2015-12-15,30-350,CLE,False,BOS,W (+12),1,10,20,.500,0,3,.000,4,4,1.000,1,6,7,3,2,1,6,3,24,14.1
23,2015-12-17,30-352,CLE,True,OKC,W (+4),1,12,27,.444,2,5,.400,7,8,.875,2,7,9,11,2,0,7,2,33,23.9
24,2015-12-20,30-355,CLE,True,PHI,W (+22),1,10,17,.588,0,3,.000,3,4,.750,0,5,5,4,3,1,2,0,23,20.7
25,2015-12-23,30-358,CLE,True,NYK,W (+7),1,9,22,.409,0,3,.000,6,7,.857,1,8,9,5,0,0,1,2,24,16.6
26,2015-12-25,30-360,CLE,False,GSW,L (-6),1,10,26,.385,1,5,.200,4,9,.444,2,7,9,2,1,2,4,0,25,12.1
27,2015-12-26,30-361,CLE,False,POR,L (-29),1,4,13,.308,0,3,.000,4,5,.800,0,4,4,5,0,0,3,2,12,5.0
28,2015-12-28,30-363,CLE,False,PHO,W (+4),1,4,10,.400,1,5,.200,5,9,.556,0,4,4,7,2,1,2,3,14,12.6
29,2015-12-29,30-364,CLE,False,DEN,W (+6),1,13,24,.542,1,3,.333,7,8,.875,3,3,6,2,2,1,5,2,34,23.3
30,2016-01-02,31-003,CLE,True,ORL,W (+25),1,11,18,.611,4,7,.571,3,4,.750,0,5,5,3,2,0,0,2,29,25.2
31,2016-01-04,31-005,CLE,True,TOR,W (+22),1,7,11,.636,1,2,.500,5,8,.625,0,2,2,7,3,0,2,1,20,20.0
32,2016-01-06,31-007,CLE,False,WAS,W (+6),1,12,22,.545,4,9,.444,6,8,.750,0,10,10,4,1,1,2,3,34,26.9
33,2016-01-08,31-009,CLE,False,MIN,W (+26),1,5,12,.417,0,4,.000,3,4,.750,0,12,12,8,1,2,3,1,13,14.4
34,2016-01-10,31-011,CLE,False,PHI,W (+10),1,15,22,.682,3,5,.600,4,6,.667,0,7,7,9,2,0,2,1,37,34.8
35,2016-01-12,31-013,CLE,False,DAL,W (+3),1,9,17,.529,3,6,.500,6,8,.750,3,7,10,7,2,0,4,2,27,24.2
36,2016-01-14,31-015,CLE,False,SAS,L (-4),1,9,17,.529,1,3,.333,3,4,.750,2,5,7,5,0,0,4,4,22,14.1
37,2016-01-15,31-016,CLE,False,HOU,W (+14),1,7,14,.500,1,2,.500,4,6,.667,2,5,7,7,0,2,4,1,19,16.0
38,2016-01-18,31-019,CLE,True,GSW,L (-34),1,7,16,.438,0,3,.000,2,2,1.000,1,4,5,5,1,1,3,1,16,11.3
39,2016-01-20,31-021,CLE,False,BRK,W (+13),1,7,12,.583,1,1,1.000,2,4,.500,0,1,1,5,1,1,4,1,17,11.7
40,2016-01-21,31-022,CLE,True,LAC,W (+13),1,9,17,.529,1,4,.250,3,5,.600,1,4,5,12,0,0,0,4,22,21.6
41,2016-01-23,31-024,CLE,True,CHI,L (-13),1,11,27,.407,0,5,.000,4,7,.571,3,10,13,9,2,1,1,3,26,22.2
42,2016-01-25,31-026,CLE,True,MIN,W (+7),1,11,15,.733,1,1,1.000,2,3,.667,0,4,4,9,1,1,5,2,25,21.9
43,2016-01-27,31-028,CLE,True,PHO,W (+22),1,7,8,.875,0,1,.000,7,7,1.000,0,3,3,9,0,0,2,2,21,22.6
44,2016-01-29,31-030,CLE,False,DET,W (+8),1,7,16,.438,0,2,.000,6,7,.857,1,8,9,8,1,0,1,3,20,18.7
45,2016-01-30,31-031,CLE,True,SAS,W (+14),1,10,17,.588,0,2,.000,9,11,.818,1,4,5,7,2,2,2,2,29,27.7
46,2016-02-01,31-033,CLE,False,IND,W (+5),1,9,22,.409,0,5,.000,6,10,.600,2,10,12,6,2,1,1,2,24,20.1
47,2016-02-03,31-035,CLE,False,CHO,L (-9),1,10,21,.476,0,3,.000,3,5,.600,0,6,6,6,1,2,1,1,23,18.5
48,2016-02-05,31-037,CLE,True,BOS,L (-1),1,9,23,.391,0,5,.000,12,17,.706,3,4,7,4,2,1,6,2,30,17.5
49,2016-02-06,31-038,CLE,True,NOP,W (+15),1,11,20,.550,2,5,.400,3,3,1.000,0,3,3,8,1,0,2,2,27,22.1
50,2016-02-08,31-040,CLE,True,SAC,W (+20),1,8,16,.500,1,2,.500,4,5,.800,1,9,10,10,2,1,4,1,21,21.3
51,2016-02-10,31-042,CLE,True,LAL,W (+9),1,12,22,.545,3,6,.500,2,5,.400,1,6,7,11,1,0,1,1,29,27.0
52,2016-02-18,31-050,CLE,True,CHI,W (+11),1,11,19,.579,0,2,.000,3,3,1.000,2,7,9,9,0,1,2,3,25,23.4
53,2016-02-21,31-053,CLE,False,OKC,W (+23),1,11,22,.500,2,5,.400,1,1,1.000,3,4,7,11,3,0,5,3,25,21.8
54,2016-02-22,31-054,CLE,True,DET,L (-8),1,5,18,.278,0,4,.000,2,2,1.000,1,7,8,5,3,0,6,2,12,3.9
55,2016-02-24,31-056,CLE,True,CHO,W (+11),1,8,13,.615,2,4,.500,5,8,.625,1,6,7,7,2,0,2,1,23,22.9
56,2016-02-26,31-058,CLE,False,TOR,L (-2),1,9,18,.500,2,4,.500,5,9,.556,1,7,8,7,1,0,6,2,25,16.3
,2016-02-28,31-060,CLE,False,WAS,L (-14),,,,,,,,,,,,,,,,,,,,
57,2016-02-29,31-061,CLE,True,IND,W (+4),1,14,22,.636,2,4,.500,3,5,.600,0,5,5,4,2,0,5,2,33,22.9
58,2016-03-04,31-065,CLE,True,WAS,W (+25),1,7,18,.389,1,4,.250,4,4,1.000,1,12,13,8,3,0,1,1,19,20.7
59,2016-03-05,31-066,CLE,True,BOS,W (+17),1,11,20,.550,1,4,.250,5,9,.556,4,7,11,8,2,1,4,2,28,25.2
60,2016-03-07,31-068,CLE,True,MEM,L (-3),1,11,19,.579,2,4,.500,4,5,.800,2,7,9,5,1,0,4,2,28,21.9
61,2016-03-09,31-070,CLE,False,SAC,W (+9),1,8,19,.421,1,5,.200,8,9,.889,4,7,11,6,0,0,5,1,25,18.2
62,2016-03-10,31-071,CLE,False,LAL,W (+12),1,9,18,.500,1,4,.250,5,8,.625,2,3,5,7,0,2,3,2,24,18.6
63,2016-03-13,31-074,CLE,False,LAC,W (+24),1,9,15,.600,3,4,.750,6,7,.857,1,5,6,5,1,0,2,2,27,23.6
64,2016-03-14,31-075,CLE,False,UTA,L (-9),1,10,20,.500,2,6,.333,1,2,.500,6,6,12,3,1,0,3,0,23,18.7
,2016-03-16,31-077,CLE,True,DAL,W (+1),,,,,,,,,,,,,,,,,,,,
65,2016-03-18,31-079,CLE,False,ORL,W (+6),1,6,15,.400,0,3,.000,6,6,1.000,1,6,7,8,1,1,4,3,18,14.5
66,2016-03-19,31-080,CLE,False,MIA,L (-21),1,13,20,.650,0,3,.000,0,0,,0,3,3,3,1,0,3,1,26,17.8
67,2016-03-21,31-082,CLE,True,DEN,W (+33),1,12,19,.632,1,2,.500,8,11,.727,3,8,11,11,0,0,3,2,33,31.7
68,2016-03-23,31-084,CLE,True,MIL,W (+9),1,9,22,.409,1,4,.250,7,10,.700,5,1,6,8,2,1,2,0,26,23.1
69,2016-03-24,31-085,CLE,False,BRK,L (-9),1,13,16,.813,1,2,.500,3,4,.750,1,5,6,5,1,0,4,2,30,25.5
70,2016-03-26,31-087,CLE,False,NYK,W (+14),1,10,21,.476,2,3,.667,5,6,.833,3,8,11,11,1,2,2,4,27,26.9
,2016-03-29,31-090,CLE,True,HOU,L (-6),,,,,,,,,,,,,,,,,,,,
71,2016-03-31,31-092,CLE,True,BRK,W (+20),1,8,11,.727,0,0,,8,10,.800,0,4,4,11,2,1,6,0,24,24.3
72,2016-04-01,31-093,CLE,False,ATL,W (+2),1,12,26,.462,1,5,.200,4,5,.800,3,13,16,9,3,1,3,4,29,26.6
73,2016-04-03,31-095,CLE,True,CHO,W (+9),1,14,22,.636,0,0,,3,3,1.000,3,5,8,12,2,0,5,4,31,28.6
74,2016-04-05,31-097,CLE,False,MIL,W (+29),1,7,9,.778,1,2,.500,2,2,1.000,0,5,5,9,0,1,4,0,17,18.0
,2016-04-06,31-098,CLE,False,IND,L (-14),,,,,,,,,,,,,,,,,,,,
75,2016-04-09,31-101,CLE,False,CHI,L (-3),1,13,17,.765,4,5,.800,3,4,.750,3,4,7,3,0,1,4,1,33,27.6
76,2016-04-11,31-103,CLE,True,ATL,W (+15),1,13,16,.813,3,4,.750,5,5,1.000,1,5,6,6,2,1,4,2,34,32.3
,2016-04-13,31-105,CLE,True,DET,L (-2),,,,,,,,,,,,,,,,,,,,
