game,date,age,playerTeam,homeGame,opponent,result,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gameScoreStat
25,2017-12-06,32-341,CLE,True,SAC,W (+6),1,12,18,.667,5,8,.625,3,6,.500,2,9,11,9,3,2,7,0,32,30.8
26,2017-12-08,32-343,CLE,False,IND,L (-4),1,12,22,.545,1,5,.200,4,5,.800,2,8,10,8,1,2,3,1,29,26.4
27,2017-12-09,32-344,CLE,True,PHI,W (+7),1,9,23,.391,2,6,.333,10,12,.833,3,10,13,13,3,0,6,1,30,27.5
28,2017-12-12,32-347,CLE,True,ATL,W (+9),1,11,13,.846,2,3,.667,1,2,.500,0,7,7,17,2,0,2,4,25,32.3
29,2017-12-14,32-349,CLE,True,LAL,W (+9),1,8,18,.444,1,6,.167,8,12,.667,1,11,12,12,2,2,5,0,25,24.8
30,2017-12-16,32-351,CLE,True,UTA,W (+9),1,9,15,.600,1,4,.250,10,10,1.000,0,11,11,10,1,0,5,2,29,27.6
31,2017-12-17,32-352,CLE,False,WAS,W (+7),1,8,23,.348,2,7,.286,2,3,.667,2,9,11,15,0,1,6,4,20,14.4
32,2017-12-19,32-354,CLE,False,MIL,L (-3),1,14,22,.636,6,11,.545,5,5,1.000,0,1,1,7,3,2,7,1,39,31.4
33,2017-12-21,32-356,CLE,True,CHI,W (+3),1,12,23,.522,2,5,.400,8,8,1.000,1,5,6,9,3,0,4,1,34,29.8
34,2017-12-25,32-360,CLE,False,GSW,L (-7),1,7,18,.389,2,7,.286,4,7,.571,1,5,6,6,0,0,7,2,20,7.6
35,2017-12-27,32-362,CLE,False,SAC,L (-14),1,6,17,.353,0,2,.000,4,5,.800,2,8,10,14,5,0,4,2,16,19.9
36,2017-12-30,33-000,CLE,False,UTA,L (-3),1,12,22,.545,1,7,.143,4,5,.800,1,7,8,6,2,1,6,1,29,21.3
37,2018-01-02,33-003,CLE,True,POR,W (+17),1,10,17,.588,0,2,.000,4,4,1.000,1,5,6,8,4,1,3,2,24,24.8
38,2018-01-03,33-004,CLE,False,BOS,L (-14),1,8,15,.533,0,2,.000,3,3,1.000,0,7,7,6,1,1,4,1,19,15.3
39,2018-01-06,33-007,CLE,False,ORL,W (+4),1,12,23,.522,4,7,.571,5,7,.714,3,7,10,9,6,1,3,1,33,34.7
40,2018-01-08,33-009,CLE,False,MIN,L (-28),1,4,8,.500,1,3,.333,1,3,.333,1,7,8,5,0,2,3,2,10,9.1
41,2018-01-11,33-012,CLE,False,TOR,L (-34),1,9,16,.563,0,1,.000,8,10,.800,0,3,3,1,1,2,2,1,26,19.2
42,2018-01-12,33-013,CLE,False,IND,L (-2),1,11,25,.440,2,9,.222,3,4,.750,2,6,8,11,3,1,5,2,27,22.3
43,2018-01-15,33-016,CLE,True,GSW,L (-10),1,12,18,.667,0,2,.000,8,13,.615,2,6,8,6,3,4,8,3,32,26.2
44,2018-01-18,33-019,CLE,True,ORL,W (+1),1,7,16,.438,0,4,.000,2,8,.250,1,4,5,6,1,0,6,1,16,5.9
45,2018-01-20,33-021,CLE,True,OKC,L (-24),1,8,17,.471,0,4,.000,2,4,.500,0,3,3,7,0,1,2,2,18,12.2
46,2018-01-23,33-024,CLE,False,SAS,L (-12),1,10,23,.435,2,6,.333,6,10,.600,2,7,9,7,0,1,5,0,28,18.4
47,2018-01-26,33-027,CLE,True,IND,W (+7),1,11,17,.647,0,2,.000,4,5,.800,0,10,10,11,4,1,11,0,26,22.5
48,2018-01-28,33-029,CLE,True,DET,W (+17),1,8,15,.533,1,4,.250,8,9,.889,1,7,8,14,1,0,3,0,25,27.9
49,2018-01-30,33-031,CLE,False,DET,L (-11),1,9,20,.450,2,7,.286,1,2,.500,0,6,6,7,0,1,4,2,21,12.8
50,2018-01-31,33-032,CLE,True,MIA,W (+2),1,8,21,.381,1,6,.167,7,11,.636,2,9,11,5,1,0,7,1,24,12.1
51,2018-02-03,33-035,CLE,True,HOU,L (-32),1,3,10,.300,1,2,.500,4,4,1.000,1,8,9,9,2,1,2,0,11,15.3
52,2018-02-06,33-038,CLE,False,ORL,L (-18),1,10,17,.588,2,4,.500,3,4,.750,1,9,10,5,1,0,6,4,25,17.0
53,2018-02-07,33-039,CLE,True,MIN,W (+2),1,16,22,.727,5,7,.714,0,2,.000,1,9,10,15,1,1,5,3,37,36.6
54,2018-02-09,33-041,CLE,False,ATL,W (+16),1,8,20,.400,0,3,.000,6,7,.857,2,10,12,19,0,0,3,2,22,24.7
55,2018-02-11,33-043,CLE,False,BOS,W (+22),1,9,20,.450,2,5,.400,4,7,.571,0,8,8,10,1,1,2,1,24,21.1
56,2018-02-13,33-045,CLE,False,OKC,W (+8),1,14,23,.609,3,7,.429,6,10,.600,0,8,8,8,0,1,5,1,37,28.2
57,2018-02-22,33-054,CLE,True,WAS,L (-7),1,13,18,.722,1,4,.250,5,9,.556,1,8,9,8,2,0,4,2,32,28.9
58,2018-02-23,33-055,CLE,False,MEM,W (+23),1,7,16,.438,0,2,.000,4,4,1.000,0,14,14,11,1,0,3,0,18,19.5
59,2018-02-25,33-057,CLE,True,SAS,L (-16),1,14,25,.560,2,5,.400,3,4,.750,2,11,13,9,1,0,6,3,33,25.5
60,2018-02-27,33-059,CLE,True,BRK,W (+6),1,13,25,.520,2,4,.500,3,3,1.000,4,8,12,11,1,0,1,1,31,31.2
61,2018-03-01,33-061,CLE,True,PHI,L (-11),1,12,24,.500,2,6,.333,4,6,.667,1,8,9,8,1,0,3,2,30,23.1
62,2018-03-03,33-063,CLE,True,DEN,L (-9),1,8,19,.421,1,4,.250,8,11,.727,1,9,10,15,2,0,3,2,25,25.8
63,2018-03-05,33-065,CLE,True,DET,W (+22),1,11,17,.647,5,7,.714,4,6,.667,2,5,7,7,1,0,3,2,31,27.7
64,2018-03-07,33-067,CLE,False,DEN,W (+5),1,15,25,.600,5,8,.625,4,8,.500,1,7,8,10,1,0,3,2,39,32.9
65,2018-03-09,33-069,CLE,False,LAC,L (-14),1,11,20,.550,3,7,.429,0,2,.000,0,10,10,6,2,3,5,2,25,20.1
66,2018-03-11,33-071,CLE,False,LAL,L (-14),1,9,20,.450,2,8,.250,4,5,.800,2,8,10,7,1,1,2,0,24,21.6
67,2018-03-13,33-073,CLE,False,PHO,W (+22),1,7,14,.500,1,2,.500,13,15,.867,0,12,12,11,3,2,5,2,28,30.1
68,2018-03-15,33-075,CLE,False,POR,L (-8),1,15,25,.600,1,4,.250,4,9,.444,0,14,14,6,2,3,6,4,35,26.4
69,2018-03-17,33-077,CLE,False,CHI,W (+5),1,15,26,.577,2,8,.250,1,4,.250,1,12,13,12,1,2,6,3,33,27.5
70,2018-03-19,33-079,CLE,True,MIL,W (+7),1,16,29,.552,3,7,.429,5,8,.625,5,7,12,10,2,1,6,2,40,33.4
71,2018-03-21,33-081,CLE,True,TOR,W (+3),1,11,19,.579,1,3,.333,12,14,.857,1,6,7,17,1,0,0,2,35,39.9
72,2018-03-23,33-083,CLE,True,PHO,W (+25),1,11,16,.688,1,4,.250,4,6,.667,0,6,6,9,1,1,4,3,27,24.0
73,2018-03-25,33-085,CLE,False,BRK,W (+7),1,14,19,.737,1,4,.250,8,10,.800,2,8,10,8,1,0,2,3,37,35.7
74,2018-03-27,33-087,CLE,False,MIA,L (-19),1,7,18,.389,0,4,.000,4,5,.800,1,5,6,7,0,0,6,1,18,8.5
75,2018-03-28,33-088,CLE,False,CHO,W (+13),1,14,26,.538,4,8,.500,9,11,.818,2,8,10,8,1,0,4,1,41,33.6
76,2018-03-30,33-090,CLE,True,NOP,W (+5),1,12,24,.500,0,4,.000,3,3,1.000,1,8,9,11,1,0,1,0,27,25.8
77,2018-04-01,33-092,CLE,True,DAL,W (+11),1,5,21,.238,2,3,.667,4,4,1.000,3,10,13,12,0,0,2,1,16,14.4
78,2018-04-03,33-094,CLE,True,TOR,W (+6),1,8,14,.571,3,6,.500,8,11,.727,0,10,10,6,0,0,5,2,27,20.6
79,2018-04-05,33-096,CLE,True,WAS,W (+4),1,12,20,.600,2,7,.286,7,10,.700,2,7,9,14,0,0,6,2,33,29.1
80,2018-04-06,33-097,CLE,False,PHI,L (-2),1,17,29,.586,4,8,.500,6,11,.545,1,10,11,11,2,1,8,0,44,34.6
81,2018-04-09,33-100,CLE,False,NYK,W (+14),1,7,16,.438,3,6,.500,9,10,.900,0,6,6,11,1,0,4,2,26,22.9
82,2018-04-11,33-102,CLE,True,NYK,L (-12),1,4,9,.444,0,2,.000,2,3,.667,1,4,5,2,1,0,3,0,10,6.2
