game,date,age,playerTeam,homeGame,opponent,result,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gameScoreStat
64,2010-03-12,25-072,CLE,False,PHI,W (+5),1,7,18,.389,3,10,.300,6,12,.500,0,6,6,10,1,3,1,2,23,20.9
65,2010-03-14,25-074,CLE,True,BOS,W (+11),1,9,21,.429,1,3,.333,11,16,.688,3,5,8,7,2,3,2,2,30,26.7
66,2010-03-16,25-076,CLE,False,DET,W (+12),1,10,22,.455,1,3,.333,8,11,.727,2,10,12,12,1,1,4,0,29,26.9
67,2010-03-17,25-077,CLE,True,IND,W (+5),1,11,24,.458,2,4,.500,8,10,.800,1,8,9,9,3,2,6,2,32,25.8
68,2010-03-19,25-079,CLE,False,CHI,W (+7),1,9,21,.429,0,3,.000,11,12,.917,1,10,11,7,2,2,5,1,29,24.1
69,2010-03-21,25-081,CLE,True,DET,W (+25),1,5,9,.556,2,3,.667,3,3,1.000,0,3,3,7,0,1,0,0,15,17.2
70,2010-03-24,25-084,CLE,False,NOH,W (+13),1,15,22,.682,1,5,.200,7,8,.875,2,4,6,9,1,0,3,2,38,34.3
71,2010-03-26,25-086,CLE,False,SAS,L (-5),1,11,21,.524,1,6,.167,4,7,.571,0,5,5,10,2,0,5,2,27,20.2
72,2010-03-28,25-088,CLE,True,SAC,W (+7),1,13,22,.591,3,6,.500,5,6,.833,1,6,7,8,3,0,3,2,34,30.7
73,2010-03-31,25-091,CLE,True,MIL,W (+3),1,7,17,.412,0,1,.000,9,13,.692,1,8,9,7,1,1,4,2,23,17.2
74,2010-04-02,25-093,CLE,True,ATL,W (+5),1,11,20,.550,1,3,.333,4,7,.571,0,13,13,6,2,0,2,1,27,23.9
75,2010-04-04,25-095,CLE,False,BOS,L (-4),1,14,31,.452,0,9,.000,14,22,.636,1,6,7,9,1,1,3,0,42,30.2
76,2010-04-06,25-097,CLE,True,TOR,W (+12),1,5,13,.385,0,2,.000,9,10,.900,0,6,6,13,0,1,4,1,19,18.7
,2010-04-08,25-099,CLE,False,CHI,L (-1),,,,,,,,,,,,,,,,,,,,
,2010-04-09,25-100,CLE,True,IND,L (-3),,,,,,,,,,,,,,,,,,,,
,2010-04-11,25-102,CLE,True,ORL,L (-6),,,,,,,,,,,,,,,,,,,,
,2010-04-14,25-105,CLE,False,ATL,L (-16),,,,,,,,,,,,,,,,,,,,
