game,date,age,playerTeam,homeGame,opponent,result,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gameScoreStat
38,2009-01-16,24-017,CLE,True,NOH,W (+14),1,12,24,.500,0,2,.000,5,6,.833,3,11,14,7,3,1,4,3,29,25.4
39,2009-01-19,24-020,CLE,False,LAL,L (-17),1,9,25,.360,1,5,.200,4,8,.500,2,7,9,4,4,1,6,1,23,12.1
40,2009-01-21,24-022,CLE,False,POR,W (+6),1,14,30,.467,3,6,.500,3,4,.750,0,7,7,14,1,0,2,1,34,28.7
41,2009-01-23,24-024,CLE,False,GSW,W (+1),1,10,24,.417,2,5,.400,10,16,.625,2,7,9,8,3,2,2,2,32,27.5
42,2009-01-24,24-025,CLE,False,UTA,W (+5),1,14,27,.519,1,6,.167,4,6,.667,4,10,14,9,1,0,2,1,33,29.6
43,2009-01-27,24-028,CLE,True,SAC,W (+7),1,5,10,.500,0,2,.000,13,15,.867,5,10,15,11,0,3,2,1,23,31.1
44,2009-01-29,24-030,CLE,False,ORL,L (-11),1,10,27,.370,0,2,.000,3,6,.500,1,7,8,8,1,1,2,1,23,14.6
45,2009-01-30,24-031,CLE,True,LAC,W (+17),1,9,17,.529,2,4,.500,5,6,.833,0,7,7,6,3,1,3,2,25,22.5
46,2009-02-01,24-033,CLE,False,DET,W (+10),1,12,25,.480,3,8,.375,6,11,.545,4,0,4,8,1,1,5,3,33,22.2
47,2009-02-03,24-035,CLE,True,TOR,W (+18),1,9,20,.450,2,5,.400,13,13,1.000,1,6,7,4,1,2,3,3,33,26.1
48,2009-02-04,24-036,CLE,False,NYK,W (+5),1,17,33,.515,2,7,.286,16,19,.842,0,9,9,11,0,2,3,1,52,42.9
49,2009-02-08,24-040,CLE,True,LAL,L (-10),1,5,20,.250,2,8,.250,4,8,.500,3,5,8,12,0,0,1,1,16,13.0
50,2009-02-10,24-042,CLE,False,IND,L (-1),1,15,21,.714,4,7,.571,13,14,.929,0,7,7,4,1,1,7,1,47,37.1
51,2009-02-11,24-043,CLE,True,PHO,W (+17),1,9,18,.500,1,5,.200,7,8,.875,2,4,6,6,2,1,3,1,26,22.7
52,2009-02-18,24-050,CLE,False,TOR,W (+17),1,9,17,.529,0,3,.000,2,2,1.000,1,8,9,9,1,1,5,1,20,17.4
53,2009-02-20,24-052,CLE,False,MIL,W (+8),1,16,29,.552,8,11,.727,15,22,.682,1,4,5,9,0,0,6,3,55,39.3
54,2009-02-22,24-054,CLE,True,DET,W (+21),1,6,13,.462,0,3,.000,8,10,.800,0,5,5,9,2,1,0,0,20,23.0
55,2009-02-24,24-056,CLE,True,MEM,W (+15),1,4,10,.400,1,2,.500,6,8,.750,0,5,5,8,0,1,2,1,15,14.2
56,2009-02-26,24-058,CLE,False,HOU,L (-19),1,7,21,.333,2,5,.400,5,6,.833,0,1,1,0,1,2,3,4,21,6.8
57,2009-02-27,24-059,CLE,False,SAS,W (+11),1,12,23,.522,3,6,.500,3,3,1.000,4,10,14,4,2,0,1,2,30,27.5
58,2009-03-01,24-061,CLE,False,ATL,W (+1),1,8,20,.400,2,7,.286,8,14,.571,1,5,6,11,1,2,0,3,26,23.9
59,2009-03-02,24-062,CLE,False,MIA,W (+7),1,13,21,.619,6,7,.857,10,10,1.000,1,7,8,4,1,1,6,4,42,32.2
60,2009-03-04,24-064,CLE,True,MIL,W (+18),1,7,11,.636,4,5,.800,5,7,.714,1,7,8,4,1,0,3,2,23,20.1
61,2009-03-06,24-066,CLE,False,BOS,L (-11),1,5,15,.333,2,5,.400,9,12,.750,0,6,6,5,1,0,4,1,21,13.2
62,2009-03-07,24-067,CLE,True,MIA,W (+10),1,5,15,.333,0,3,.000,4,7,.571,2,8,10,12,1,1,2,0,14,16.2
63,2009-03-10,24-070,CLE,False,LAC,W (+4),1,10,23,.435,0,6,.000,12,16,.750,4,9,13,11,2,2,4,2,32,30.1
64,2009-03-12,24-072,CLE,False,PHO,W (+8),1,10,24,.417,3,8,.375,11,13,.846,6,4,10,13,3,3,3,0,34,37.0
65,2009-03-13,24-073,CLE,False,SAC,W (+3),1,16,30,.533,4,11,.364,15,17,.882,0,4,4,9,2,3,3,2,51,43.4
66,2009-03-15,24-075,CLE,True,NYK,W (+5),1,9,17,.529,0,3,.000,1,3,.333,1,7,8,10,4,3,3,1,19,22.4
67,2009-03-17,24-077,CLE,True,ORL,W (+4),1,15,27,.556,4,7,.571,9,10,.900,2,10,12,8,4,1,6,1,43,38.0
68,2009-03-19,24-079,CLE,True,POR,W (+5),1,10,22,.455,0,3,.000,6,11,.545,0,11,11,10,1,2,0,4,26,23.7
69,2009-03-21,24-081,CLE,True,ATL,W (+6),1,9,21,.429,1,4,.250,3,5,.600,1,6,7,5,3,1,2,2,22,17.0
70,2009-03-22,24-082,CLE,False,NJN,W (+8),1,9,17,.529,1,4,.250,11,15,.733,2,9,11,8,1,0,1,0,30,29.8
71,2009-03-25,24-085,CLE,True,NJN,W (+11),1,7,14,.500,1,1,1.000,7,7,1.000,1,7,8,11,1,0,1,0,22,25.5
72,2009-03-27,24-087,CLE,True,MIN,W (+22),1,8,14,.571,2,3,.667,7,10,.700,2,10,12,7,0,0,5,0,25,21.5
73,2009-03-29,24-089,CLE,True,DAL,W (+28),1,9,22,.409,2,4,.500,4,5,.800,1,5,6,12,1,2,0,0,24,24.8
74,2009-03-31,24-091,CLE,True,DET,W (+6),1,9,24,.375,0,2,.000,7,8,.875,1,11,12,3,3,1,1,0,25,20.2
75,2009-04-02,24-093,CLE,False,WAS,L (-8),1,11,18,.611,4,8,.500,5,7,.714,1,8,9,6,0,0,6,1,31,22.9
76,2009-04-03,24-094,CLE,False,ORL,L (-29),1,7,20,.350,2,5,.400,10,10,1.000,1,8,9,5,1,0,2,1,26,20.0
77,2009-04-05,24-096,CLE,True,SAS,W (+20),1,14,21,.667,2,5,.400,8,8,1.000,0,7,7,6,1,0,2,1,38,33.8
78,2009-04-08,24-099,CLE,True,WAS,W (+12),1,7,15,.467,0,2,.000,7,8,.875,0,6,6,7,3,0,2,1,21,20.2
79,2009-04-10,24-101,CLE,False,PHI,W (+10),1,8,17,.471,1,4,.250,10,12,.833,0,2,2,10,0,1,1,4,27,23.2
80,2009-04-12,24-103,CLE,True,BOS,W (+31),1,9,14,.643,5,8,.625,6,6,1.000,0,4,4,7,1,1,5,1,29,25.2
81,2009-04-13,24-104,CLE,False,IND,W (+8),1,12,23,.522,2,7,.286,11,14,.786,0,5,5,5,1,0,5,1,37,25.1
,2009-04-15,24-106,CLE,True,PHI,L (-1),,,,,,,,,,,,,,,,,,,,
