game,date,age,playerTeam,homeGame,opponent,result,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gameScoreStat
23,2018-12-02,33-337,LAL,True,PHO,W (+24),1,9,17,.529,1,5,.200,3,4,.750,0,6,6,8,0,1,5,0,22,16.4
24,2018-12-05,33-340,LAL,True,SAS,W (+8),1,15,24,.625,3,7,.429,9,13,.692,0,5,5,6,2,0,2,1,42,34.9
25,2018-12-07,33-342,LAL,False,SAS,L (-13),1,13,28,.464,3,8,.375,6,9,.667,2,6,8,11,2,0,1,4,35,29.7
26,2018-12-08,33-343,LAL,False,MEM,W (+23),1,9,18,.500,0,3,.000,2,3,.667,1,7,8,9,2,0,5,2,20,15.9
27,2018-12-10,33-345,LAL,True,MIA,W (+3),1,10,19,.526,4,7,.571,4,8,.500,0,9,9,12,1,0,2,0,28,27.2
28,2018-12-13,33-348,LAL,False,HOU,L (-15),1,12,18,.667,3,6,.500,2,6,.333,0,5,5,4,2,0,3,1,29,22.5
29,2018-12-15,33-350,LAL,False,CHO,W (+28),1,7,15,.467,2,6,.333,8,12,.667,1,11,12,11,1,0,3,0,24,24.4
30,2018-12-16,33-351,LAL,False,WAS,L (-18),1,5,16,.313,0,2,.000,3,6,.500,0,6,6,3,0,1,4,0,13,3.2
31,2018-12-18,33-353,LAL,False,BRK,L (-5),1,13,23,.565,2,7,.286,8,13,.615,1,12,13,8,1,1,5,1,36,29.3
32,2018-12-21,33-356,LAL,True,NOP,W (+8),1,8,20,.400,0,4,.000,6,9,.667,2,10,12,14,2,0,2,3,22,23.0
33,2018-12-23,33-358,LAL,True,MEM,L (-8),1,8,14,.571,2,5,.400,4,4,1.000,1,13,14,7,1,1,4,0,22,22.6
34,2018-12-25,33-360,LAL,False,GSW,W (+26),1,6,11,.545,0,2,.000,5,8,.625,2,11,13,5,1,0,2,1,17,17.3
,2018-12-27,33-362,LAL,False,SAC,L (-1),,,,,,,,,,,,,,,,,,,,
,2018-12-28,33-363,LAL,True,LAC,L (-11),,,,,,,,,,,,,,,,,,,,
,2018-12-30,34-000,LAL,True,SAC,W (+7),,,,,,,,,,,,,,,,,,,,
,2019-01-02,34-003,LAL,True,OKC,L (-7),,,,,,,,,,,,,,,,,,,,
,2019-01-04,34-005,LAL,True,NYK,L (-7),,,,,,,,,,,,,,,,,,,,
,2019-01-06,34-007,LAL,False,MIN,L (-22),,,,,,,,,,,,,,,,,,,,
,2019-01-07,34-008,LAL,False,DAL,W (+10),,,,,,,,,,,,,,,,,,,,
,2019-01-09,34-010,LAL,True,DET,W (+13),,,,,,,,,,,,,,,,,,,,
,2019-01-11,34-012,LAL,False,UTA,L (-18),,,,,,,,,,,,,,,,,,,,
,2019-01-13,34-014,LAL,True,CLE,L (-6),,,,,,,,,,,,,,,,,,,,
,2019-01-15,34-016,LAL,True,CHI,W (+7),,,,,,,,,,,,,,,,,,,,
,2019-01-17,34-018,LAL,False,OKC,W (+10),,,,,,,,,,,,,,,,,,,,
,2019-01-19,34-020,LAL,False,HOU,L (-4),,,,,,,,,,,,,,,,,,,,
,2019-01-21,34-022,LAL,True,GSW,L (-19),,,,,,,,,,,,,,,,,,,,
,2019-01-24,34-025,LAL,True,MIN,L (-15),,,,,,,,,,,,,,,,,,,,
,2019-01-27,34-028,LAL,True,PHO,W (+14),,,,,,,,,,,,,,,,,,,,
,2019-01-29,34-030,LAL,True,PHI,L (-16),,,,,,,,,,,,,,,,,,,,
35,2019-01-31,34-032,LAL,False,LAC,W (+3),1,9,22,.409,1,6,.167,5,7,.714,1,13,14,9,1,0,4,0,24,19.3
,2019-02-02,34-034,LAL,False,GSW,L (-14),,,,,,,,,,,,,,,,,,,,
36,2019-02-05,34-037,LAL,False,IND,L (-42),1,7,12,.583,2,5,.400,2,3,.667,0,7,7,9,1,0,6,1,18,15.0
37,2019-02-07,34-039,LAL,False,BOS,W (+1),1,11,21,.524,5,10,.500,1,5,.200,2,10,12,12,3,0,3,4,28,27.3
38,2019-02-10,34-042,LAL,False,PHI,L (-23),1,8,16,.500,2,6,.333,0,0,,0,10,10,9,0,0,4,3,18,14.1
39,2019-02-12,34-044,LAL,False,ATL,L (-4),1,8,20,.400,3,10,.300,9,11,.818,2,9,11,16,3,1,2,3,28,32.2
40,2019-02-21,34-053,LAL,True,HOU,W (+5),1,11,23,.478,0,4,.000,7,10,.700,4,8,12,6,1,1,4,1,29,22.8
41,2019-02-23,34-055,LAL,False,NOP,L (-13),1,11,17,.647,3,6,.500,2,6,.333,0,7,7,12,4,1,4,0,27,29.1
42,2019-02-25,34-057,LAL,False,MEM,L (-5),1,8,23,.348,0,4,.000,8,10,.800,3,9,12,11,3,0,5,3,24,19.6
43,2019-02-27,34-059,LAL,True,NOP,W (+6),1,13,24,.542,4,9,.444,3,8,.375,1,5,6,10,2,1,2,2,33,28.5
44,2019-03-01,34-061,LAL,True,MIL,L (-11),1,10,19,.526,3,8,.375,8,10,.800,2,5,7,10,1,0,3,2,31,28.0
45,2019-03-02,34-062,LAL,False,PHO,L (-9),1,10,21,.476,4,9,.444,3,7,.429,0,9,9,16,0,0,3,2,27,24.8
46,2019-03-04,34-064,LAL,True,LAC,L (-8),1,9,18,.500,1,6,.167,8,12,.667,0,8,8,6,1,1,2,3,27,21.5
47,2019-03-06,34-066,LAL,True,DEN,L (-16),1,13,22,.591,2,7,.286,3,8,.375,0,7,7,7,1,1,4,4,31,21.9
48,2019-03-09,34-069,LAL,True,BOS,L (-13),1,13,23,.565,1,5,.200,3,7,.429,2,8,10,12,0,0,3,0,30,26.7
49,2019-03-12,34-072,LAL,False,CHI,W (+16),1,15,23,.652,2,4,.500,4,5,.800,1,9,10,4,2,0,5,2,36,27.9
50,2019-03-14,34-074,LAL,False,TOR,L (-13),1,12,23,.522,1,5,.200,4,7,.571,0,4,4,6,1,0,4,2,29,18.1
,2019-03-15,34-075,LAL,False,DET,L (-14),,,,,,,,,,,,,,,,,,,,
51,2019-03-17,34-077,LAL,False,NYK,L (-1),1,11,26,.423,0,6,.000,11,13,.846,2,4,6,8,0,1,2,2,33,24.5
,2019-03-19,34-079,LAL,False,MIL,L (-14),,,,,,,,,,,,,,,,,,,,
52,2019-03-22,34-082,LAL,True,BRK,L (-5),1,8,25,.320,1,7,.143,8,12,.667,3,6,9,14,1,1,8,3,25,15.3
53,2019-03-24,34-084,LAL,True,SAC,W (+5),1,9,22,.409,3,6,.500,8,9,.889,2,9,11,11,2,1,4,1,29,26.9
54,2019-03-26,34-086,LAL,True,WAS,W (+18),1,11,20,.550,1,6,.167,0,2,.000,0,7,7,14,1,0,3,1,23,22.1
,2019-03-27,34-087,LAL,False,UTA,L (-15),,,,,,,,,,,,,,,,,,,,
55,2019-03-29,34-089,LAL,True,CHO,W (+14),1,11,19,.579,4,7,.571,1,2,.500,0,3,3,9,0,0,6,1,27,18.5
,2019-03-31,34-091,LAL,False,NOP,W (+28),,,,,,,,,,,,,,,,,,,,
,2019-04-02,34-093,LAL,False,OKC,L (-16),,,,,,,,,,,,,,,,,,,,
,2019-04-04,34-095,LAL,True,GSW,L (-18),,,,,,,,,,,,,,,,,,,,
,2019-04-05,34-096,LAL,False,LAC,W (+5),,,,,,,,,,,,,,,,,,,,
,2019-04-07,34-098,LAL,True,UTA,W (+4),,,,,,,,,,,,,,,,,,,,
,2019-04-09,34-100,LAL,True,POR,L (-3),,,,,,,,,,,,,,,,,,,,
