game,date,age,playerTeam,homeGame,opponent,result,mp,fg,fga,fg%,3p,3pa,3p%,ft,fta,ft%,orb,drb,trb,ast,stl,blk,tov,pf,pts,gameScoreStat
13,2006-11-24,21-329,CLE,False,IND,L (-10),1,6,14,.429,2,2,1.000,16,20,.800,1,6,7,5,1,0,3,6,30,22.6
14,2006-11-25,21-330,CLE,True,PHI,W (+13),1,10,20,.500,1,4,.250,4,7,.571,0,4,4,11,0,1,7,4,25,14.8
15,2006-11-29,21-334,CLE,True,NYK,L (-3),1,10,22,.455,0,5,.000,7,11,.636,1,6,7,6,0,1,5,1,27,16.0
16,2006-12-01,21-336,CLE,False,ATL,W (+11),1,12,23,.522,1,3,.333,6,10,.600,2,5,7,8,3,2,4,4,31,25.4
17,2006-12-02,21-337,CLE,False,HOU,L (-18),1,7,22,.318,2,6,.333,5,7,.714,1,4,5,4,0,0,3,2,21,8.5
18,2006-12-06,21-341,CLE,True,TOR,W (+4),1,11,18,.611,1,2,.500,3,5,.600,1,5,6,10,1,0,4,1,26,22.8
19,2006-12-09,21-344,CLE,True,IND,W (+32),1,11,16,.688,1,3,.333,4,6,.667,0,7,7,6,1,1,3,0,27,24.4
20,2006-12-11,21-346,CLE,False,NOK,L (-6),1,7,18,.389,0,3,.000,1,1,1.000,3,4,7,6,4,0,3,1,15,13.3
21,2006-12-13,21-348,CLE,True,CHA,W (+3),1,6,17,.353,0,2,.000,10,11,.909,1,7,8,7,1,1,6,1,22,15.1
22,2006-12-15,21-350,CLE,True,SEA,W (+22),1,9,14,.643,2,3,.667,2,3,.667,0,9,9,7,1,0,4,3,22,18.8
23,2006-12-16,21-351,CLE,False,ORL,L (-7),1,10,19,.526,2,5,.400,7,9,.778,1,4,5,5,0,1,4,4,29,19.4
24,2006-12-20,21-355,CLE,False,NJN,L (-2),1,10,22,.455,1,3,.333,16,21,.762,0,1,1,8,2,1,3,4,37,27.6
25,2006-12-21,21-356,CLE,True,DET,L (-16),1,9,20,.450,0,1,.000,8,8,1.000,2,8,10,5,2,0,1,1,26,23.5
26,2006-12-23,21-358,CLE,True,ORL,W (+3),1,13,21,.619,2,3,.667,4,10,.400,0,7,7,1,0,0,7,1,32,15.5
27,2006-12-27,21-362,CLE,False,ATL,W (+13),1,10,25,.400,1,2,.500,6,8,.750,1,8,9,3,1,2,1,1,27,18.9
28,2006-12-29,21-364,CLE,True,MIL,W (+10),1,11,21,.524,2,6,.333,8,13,.615,1,3,4,5,1,1,3,5,32,21.5
29,2006-12-30,22-000,CLE,False,CHI,L (-7),1,15,26,.577,3,4,.750,0,3,.000,2,7,9,3,1,0,5,4,33,19.6
30,2007-01-02,22-003,CLE,True,SAS,W (+4),1,7,17,.412,0,1,.000,5,11,.455,0,5,5,5,2,0,3,1,19,11.1
31,2007-01-03,22-004,CLE,False,BOS,W (+3),1,11,20,.550,2,3,.667,8,10,.800,1,5,6,4,3,1,3,0,32,27.3
32,2007-01-05,22-006,CLE,False,MIL,W (+9),1,3,13,.231,0,4,.000,2,2,1.000,0,5,5,9,1,0,2,1,8,6.5
33,2007-01-06,22-007,CLE,True,NJN,W (+5),1,9,21,.429,1,3,.333,0,0,,0,13,13,4,3,3,5,4,19,13.1
34,2007-01-09,22-010,CLE,False,SAC,W (+10),1,14,26,.538,3,7,.429,3,3,1.000,1,3,4,7,2,1,3,3,34,26.4
35,2007-01-11,22-012,CLE,False,PHO,L (-19),1,15,28,.536,3,9,.333,1,2,.500,2,4,6,6,1,0,5,2,34,22.0
36,2007-01-13,22-014,CLE,False,LAC,W (+12),1,10,23,.435,0,1,.000,8,8,1.000,1,5,6,6,1,0,2,4,28,19.7
37,2007-01-16,22-017,CLE,False,SEA,L (-5),1,8,21,.381,1,7,.143,13,15,.867,1,6,7,8,2,1,4,0,30,24.5
38,2007-01-17,22-018,CLE,False,POR,L (-18),1,8,21,.381,1,4,.250,6,13,.462,3,3,6,2,1,0,4,0,23,10.1
39,2007-01-19,22-020,CLE,False,DEN,L (-11),1,9,23,.391,0,1,.000,12,14,.857,2,8,10,10,2,0,3,2,30,25.7
40,2007-01-20,22-021,CLE,False,GSW,W (+2),1,14,22,.636,2,7,.286,2,5,.400,0,7,7,5,4,0,9,2,32,20.8
41,2007-01-22,22-023,CLE,True,ORL,L (-11),1,6,15,.400,0,3,.000,6,13,.462,0,4,4,5,3,0,2,2,18,12.0
42,2007-01-24,22-025,CLE,True,PHI,L (-3),1,14,26,.538,3,8,.375,8,13,.615,2,8,10,5,1,0,4,2,39,27.9
,2007-01-26,22-027,CLE,False,PHI,W (+8),,,,,,,,,,,,,,,,,,,,
43,2007-01-28,22-029,CLE,True,PHO,L (-15),1,12,22,.545,3,6,.500,3,6,.500,2,7,9,5,2,0,3,2,30,23.4
,2007-01-30,22-031,CLE,True,GSW,W (+27),,,,,,,,,,,,,,,,,,,,
44,2007-02-01,22-033,CLE,False,MIA,L (-3),1,6,18,.333,2,7,.286,3,8,.375,1,5,6,9,1,0,2,4,17,10.7
45,2007-02-02,22-034,CLE,True,CHA,W (+20),1,7,13,.538,0,1,.000,4,8,.500,1,9,10,3,2,0,1,1,18,16.2
46,2007-02-04,22-036,CLE,True,DET,L (-12),1,9,22,.409,1,4,.250,2,3,.667,0,5,5,6,2,0,3,2,21,12.7
47,2007-02-07,22-039,CLE,True,LAC,W (+17),1,4,13,.308,1,2,.500,2,2,1.000,0,7,7,3,1,1,2,1,11,7.0
48,2007-02-09,22-041,CLE,True,MIA,W (+24),1,12,22,.545,1,4,.250,4,8,.500,1,6,7,6,0,0,2,1,29,21.1
49,2007-02-11,22-043,CLE,True,LAL,W (+9),1,5,16,.313,0,2,.000,8,12,.667,1,7,8,5,1,1,1,3,18,13.0
50,2007-02-14,22-046,CLE,False,UTA,L (-1),1,9,25,.360,0,3,.000,5,9,.556,3,7,10,4,1,3,0,2,23,16.8
51,2007-02-15,22-047,CLE,False,LAL,W (+6),1,10,16,.625,0,1,.000,18,22,.818,0,4,4,3,3,0,3,4,38,30.9
52,2007-02-21,22-053,CLE,False,TOR,W (+1),1,12,25,.480,0,1,.000,5,5,1.000,0,4,4,2,1,1,3,3,29,16.4
53,2007-02-22,22-054,CLE,True,CHI,L (-6),1,13,28,.464,1,4,.250,2,8,.250,3,4,7,2,3,0,3,1,29,16.5
54,2007-02-25,22-057,CLE,False,MIA,L (-5),1,10,22,.455,2,5,.400,7,12,.583,0,3,3,7,0,1,2,2,29,19.3
55,2007-02-27,22-059,CLE,True,NOK,W (+8),1,14,22,.636,3,4,.750,4,7,.571,1,4,5,8,2,1,4,1,35,29.8
56,2007-03-01,22-061,CLE,False,DAL,L (-3),1,17,27,.630,1,4,.250,4,8,.500,0,3,3,5,0,0,2,2,39,26.9
57,2007-03-03,22-063,CLE,True,TOR,W (+23),1,10,20,.500,1,3,.333,15,17,.882,2,3,5,6,0,3,2,1,36,31.4
58,2007-03-05,22-065,CLE,True,HOU,W (+6),1,12,24,.500,3,6,.500,5,9,.556,1,11,12,8,0,0,3,2,32,24.2
59,2007-03-07,22-067,CLE,False,DET,W (+4),1,17,31,.548,1,3,.333,6,8,.750,2,5,7,8,3,1,4,4,41,31.9
60,2007-03-10,22-070,CLE,False,MIL,W (+2),1,12,22,.545,4,6,.667,4,4,1.000,0,8,8,9,3,1,6,5,32,25.8
61,2007-03-11,22-071,CLE,True,IND,W (+11),1,10,22,.455,2,6,.333,4,5,.800,3,4,7,6,3,1,2,2,26,22.6
,2007-03-13,22-073,CLE,True,SAC,W (+24),,,,,,,,,,,,,,,,,,,,
62,2007-03-14,22-074,CLE,False,MEM,W (+22),1,11,17,.647,4,7,.571,3,6,.500,1,5,6,4,3,0,2,0,29,26.3
63,2007-03-17,22-077,CLE,True,UTA,W (+9),1,8,21,.381,0,6,.000,8,13,.615,2,15,17,9,2,2,4,3,24,20.9
64,2007-03-20,22-080,CLE,False,CHA,L (-8),1,12,31,.387,2,9,.222,11,12,.917,2,4,6,6,1,3,3,4,37,25.0
65,2007-03-21,22-081,CLE,True,DAL,L (-8),1,12,28,.429,1,6,.167,6,7,.857,0,6,6,4,2,3,6,3,31,17.3
66,2007-03-23,22-083,CLE,True,NYK,W (+22),1,8,16,.500,0,1,.000,5,6,.833,1,2,3,10,2,0,1,1,21,21.5
67,2007-03-25,22-085,CLE,True,DEN,L (-12),1,8,19,.421,1,6,.167,1,1,1.000,0,3,3,8,1,0,5,4,18,8.8
68,2007-03-27,22-087,CLE,False,IND,W (+11),1,8,18,.444,0,3,.000,10,14,.714,1,6,7,6,2,0,3,4,26,19.1
69,2007-03-28,22-088,CLE,False,NYK,L (-4),1,6,20,.300,2,5,.400,10,14,.714,1,5,6,7,2,0,3,3,24,15.7
70,2007-03-31,22-091,CLE,False,CHI,W (+4),1,14,25,.560,0,3,.000,11,13,.846,1,4,5,9,3,0,7,4,39,28.9
,2007-04-01,22-092,CLE,False,BOS,L (-2),,,,,,,,,,,,,,,,,,,,
71,2007-04-03,22-094,CLE,False,MIN,W (+13),1,13,24,.542,0,2,.000,5,5,1.000,2,10,12,6,4,1,2,1,31,30.3
72,2007-04-05,22-096,CLE,True,MIA,L (-4),1,11,21,.524,2,5,.400,11,13,.846,2,7,9,5,0,0,4,4,35,25.3
73,2007-04-06,22-097,CLE,False,WAS,W (+5),1,7,23,.304,0,3,.000,11,14,.786,0,6,6,5,1,1,2,3,25,14.3
74,2007-04-08,22-099,CLE,False,DET,L (-5),1,5,16,.313,1,4,.250,9,11,.818,1,4,5,6,1,0,5,2,20,11.3
75,2007-04-12,22-103,CLE,True,NJN,W (+18),1,15,27,.556,0,1,.000,5,9,.556,3,5,8,4,2,1,2,1,35,27.2
76,2007-04-14,22-105,CLE,True,ATL,W (+34),1,8,16,.500,3,6,.500,4,5,.800,1,4,5,6,1,1,0,1,23,22.0
77,2007-04-17,22-108,CLE,False,PHI,W (+6),1,7,15,.467,0,2,.000,4,7,.571,1,4,5,6,0,0,1,3,18,13.0
78,2007-04-18,22-109,CLE,True,MIL,W (+13),1,9,18,.500,1,4,.250,5,10,.500,0,5,5,9,2,0,2,2,24,20.0
