Date,Start Time,Home,Home Points,Visitor,Visitor Points,Winner,Attendance
"Sun, Nov 18, 2018",6:00p,Washington Wizards,109,Portland Trail Blazers,119,Portland Trail Blazers,"16,647"
"Sun, Nov 18, 2018",7:00p,San Antonio Spurs,104,Golden State Warriors,92,San Antonio Spurs,"18,354"
"Mon, Nov 19, 2018",7:00p,Charlotte Hornets,117,Boston Celtics,112,Charlotte Hornets,"18,040"
"Mon, Nov 19, 2018",7:00p,Detroit Pistons,113,Cleveland Cavaliers,102,Detroit Pistons,"15,769"
"Mon, Nov 19, 2018",7:00p,Indiana Pacers,121,Utah Jazz,94,Indiana Pacers,"17,000"
"Mon, Nov 19, 2018",7:00p,Philadelphia 76ers,119,Phoenix Suns,114,Philadelphia 76ers,"20,459"
"Mon, Nov 19, 2018",7:30p,Atlanta Hawks,119,Los Angeles Clippers,127,Los Angeles Clippers,"14,323"
"Mon, Nov 19, 2018",8:00p,Memphis Grizzlies,98,Dallas Mavericks,88,Memphis Grizzlies,"15,997"
"Mon, Nov 19, 2018",8:00p,Milwaukee Bucks,104,Denver Nuggets,98,Milwaukee Bucks,"17,341"
"Mon, Nov 19, 2018",8:00p,New Orleans Pelicans,140,San Antonio Spurs,126,New Orleans Pelicans,"14,675"
"Mon, Nov 19, 2018",10:00p,Sacramento Kings,117,Oklahoma City Thunder,113,Sacramento Kings,"16,250"
"Tue, Nov 20, 2018",7:00p,Orlando Magic,91,Toronto Raptors,93,Toronto Raptors,"16,016"
"Tue, Nov 20, 2018",7:00p,Washington Wizards,125,Los Angeles Clippers,118,Washington Wizards,"14,499"
"Tue, Nov 20, 2018",7:30p,Miami Heat,92,Brooklyn Nets,104,Brooklyn Nets,"19,600"
"Tue, Nov 20, 2018",7:30p,New York Knicks,114,Portland Trail Blazers,118,Portland Trail Blazers,"19,812"
"Wed, Nov 21, 2018",7:00p,Charlotte Hornets,127,Indiana Pacers,109,Charlotte Hornets,"15,913"
"Wed, Nov 21, 2018",7:00p,Philadelphia 76ers,121,New Orleans Pelicans,120,Philadelphia 76ers,"20,352"
"Wed, Nov 21, 2018",7:30p,Atlanta Hawks,108,Toronto Raptors,124,Toronto Raptors,"15,058"
"Wed, Nov 21, 2018",7:30p,Boston Celtics,109,New York Knicks,117,New York Knicks,"18,624"
"Wed, Nov 21, 2018",8:00p,Chicago Bulls,124,Phoenix Suns,116,Chicago Bulls,"19,014"
"Wed, Nov 21, 2018",8:00p,Cleveland Cavaliers,105,Los Angeles Lakers,109,Los Angeles Lakers,"19,432"
"Wed, Nov 21, 2018",8:00p,Houston Rockets,126,Detroit Pistons,124,Houston Rockets,"18,055"
"Wed, Nov 21, 2018",8:00p,Milwaukee Bucks,143,Portland Trail Blazers,100,Milwaukee Bucks,"17,591"
"Wed, Nov 21, 2018",8:00p,Minnesota Timberwolves,101,Denver Nuggets,103,Denver Nuggets,"15,086"
"Wed, Nov 21, 2018",8:30p,Dallas Mavericks,119,Brooklyn Nets,113,Dallas Mavericks,"19,926"
"Wed, Nov 21, 2018",8:30p,San Antonio Spurs,103,Memphis Grizzlies,104,Memphis Grizzlies,"18,354"
"Wed, Nov 21, 2018",9:00p,Utah Jazz,110,Sacramento Kings,119,Sacramento Kings,"18,306"
"Wed, Nov 21, 2018",10:30p,Golden State Warriors,95,Oklahoma City Thunder,123,Oklahoma City Thunder,"19,596"
"Fri, Nov 23, 2018",12:00p,Brooklyn Nets,102,Minnesota Timberwolves,112,Minnesota Timberwolves,"12,814"
"Fri, Nov 23, 2018",3:30p,Los Angeles Clippers,112,Memphis Grizzlies,107,Los Angeles Clippers,"15,418"
"Fri, Nov 23, 2018",7:00p,Detroit Pistons,116,Houston Rockets,111,Detroit Pistons,"17,268"
"Fri, Nov 23, 2018",7:30p,Atlanta Hawks,96,Boston Celtics,114,Boston Celtics,"15,017"
"Fri, Nov 23, 2018",7:30p,New York Knicks,114,New Orleans Pelicans,109,New York Knicks,"18,948"
"Fri, Nov 23, 2018",7:30p,Philadelphia 76ers,112,Cleveland Cavaliers,121,Cleveland Cavaliers,"20,524"
"Fri, Nov 23, 2018",7:30p,Toronto Raptors,125,Washington Wizards,107,Toronto Raptors,"19,800"
"Fri, Nov 23, 2018",8:00p,Chicago Bulls,96,Miami Heat,103,Miami Heat,"20,935"
"Fri, Nov 23, 2018",8:00p,Indiana Pacers,100,San Antonio Spurs,111,San Antonio Spurs,"17,262"
"Fri, Nov 23, 2018",8:00p,Oklahoma City Thunder,109,Charlotte Hornets,104,Oklahoma City Thunder,"18,203"
"Fri, Nov 23, 2018",8:30p,Milwaukee Bucks,114,Phoenix Suns,116,Phoenix Suns,"17,852"
"Fri, Nov 23, 2018",9:00p,Denver Nuggets,112,Orlando Magic,87,Denver Nuggets,"19,520"
"Fri, Nov 23, 2018",10:30p,Golden State Warriors,125,Portland Trail Blazers,97,Golden State Warriors,"19,596"
"Fri, Nov 23, 2018",10:30p,Los Angeles Lakers,90,Utah Jazz,83,Los Angeles Lakers,"18,997"
"Sat, Nov 24, 2018",7:30p,Cleveland Cavaliers,117,Houston Rockets,108,Cleveland Cavaliers,"19,432"
"Sat, Nov 24, 2018",8:00p,Minnesota Timberwolves,111,Chicago Bulls,96,Minnesota Timberwolves,"17,119"
"Sat, Nov 24, 2018",8:00p,Oklahoma City Thunder,98,Denver Nuggets,105,Denver Nuggets,"18,203"
"Sat, Nov 24, 2018",8:00p,Washington Wizards,124,New Orleans Pelicans,114,Washington Wizards,"15,165"
"Sat, Nov 24, 2018",8:30p,Dallas Mavericks,113,Boston Celtics,104,Dallas Mavericks,"20,226"
"Sat, Nov 24, 2018",8:30p,Golden State Warriors,117,Sacramento Kings,116,Golden State Warriors,"19,596"
"Sat, Nov 24, 2018",8:30p,Milwaukee Bucks,135,San Antonio Spurs,129,Milwaukee Bucks,"17,559"
"Sun, Nov 25, 2018",3:30p,Los Angeles Lakers,104,Orlando Magic,108,Orlando Magic,"18,997"
"Sun, Nov 25, 2018",4:00p,Detroit Pistons,118,Phoenix Suns,107,Detroit Pistons,"14,413"
"Sun, Nov 25, 2018",6:00p,Atlanta Hawks,124,Charlotte Hornets,123,Atlanta Hawks,"12,977"
"Sun, Nov 25, 2018",6:00p,Brooklyn Nets,125,Philadelphia 76ers,127,Philadelphia 76ers,"15,217"
"Sun, Nov 25, 2018",6:00p,Memphis Grizzlies,98,New York Knicks,103,New York Knicks,"14,331"
"Sun, Nov 25, 2018",6:00p,Toronto Raptors,125,Miami Heat,115,Toronto Raptors,"19,800"
"Sun, Nov 25, 2018",8:00p,Sacramento Kings,112,Utah Jazz,133,Utah Jazz,"16,048"
"Sun, Nov 25, 2018",9:00p,Portland Trail Blazers,100,Los Angeles Clippers,104,Los Angeles Clippers,"19,138"
"Mon, Nov 26, 2018",7:00p,Charlotte Hornets,110,Milwaukee Bucks,107,Charlotte Hornets,"13,805"
"Mon, Nov 26, 2018",7:00p,Cleveland Cavaliers,95,Minnesota Timberwolves,102,Minnesota Timberwolves,"19,432"
"Mon, Nov 26, 2018",7:00p,Washington Wizards,135,Houston Rockets,131,Washington Wizards,"16,872"
"Mon, Nov 26, 2018",8:00p,Chicago Bulls,107,San Antonio Spurs,108,San Antonio Spurs,"19,006"
"Mon, Nov 26, 2018",8:00p,New Orleans Pelicans,107,Boston Celtics,124,Boston Celtics,"15,189"
"Mon, Nov 26, 2018",9:00p,Utah Jazz,88,Indiana Pacers,121,Indiana Pacers,"18,306"
"Mon, Nov 26, 2018",10:30p,Golden State Warriors,116,Orlando Magic,110,Golden State Warriors,"19,596"
"Tue, Nov 27, 2018",7:00p,Detroit Pistons,115,New York Knicks,108,Detroit Pistons,"13,935"
"Tue, Nov 27, 2018",7:30p,Miami Heat,113,Atlanta Hawks,115,Atlanta Hawks,"19,600"
"Tue, Nov 27, 2018",8:00p,Memphis Grizzlies,114,Toronto Raptors,122,Toronto Raptors,"14,187"
"Tue, Nov 27, 2018",9:00p,Denver Nuggets,117,Los Angeles Lakers,85,Denver Nuggets,"19,583"
"Tue, Nov 27, 2018",9:00p,Phoenix Suns,104,Indiana Pacers,109,Indiana Pacers,"13,038"
"Wed, Nov 28, 2018",7:00p,Charlotte Hornets,108,Atlanta Hawks,94,Charlotte Hornets,"12,971"
"Wed, Nov 28, 2018",7:00p,Philadelphia 76ers,117,New York Knicks,91,Philadelphia 76ers,"20,274"
"Wed, Nov 28, 2018",7:30p,Brooklyn Nets,91,Utah Jazz,101,Utah Jazz,"12,928"
"Wed, Nov 28, 2018",8:00p,Houston Rockets,108,Dallas Mavericks,128,Dallas Mavericks,"18,055"
"Wed, Nov 28, 2018",8:00p,Milwaukee Bucks,116,Chicago Bulls,113,Milwaukee Bucks,"16,660"
"Wed, Nov 28, 2018",8:00p,Minnesota Timberwolves,128,San Antonio Spurs,89,Minnesota Timberwolves,"11,023"
"Wed, Nov 28, 2018",8:00p,New Orleans Pelicans,125,Washington Wizards,104,New Orleans Pelicans,"13,570"
"Wed, Nov 28, 2018",8:00p,Oklahoma City Thunder,100,Cleveland Cavaliers,83,Oklahoma City Thunder,"18,203"
"Wed, Nov 28, 2018",10:00p,Portland Trail Blazers,115,Orlando Magic,112,Portland Trail Blazers,"18,865"
"Wed, Nov 28, 2018",10:30p,Los Angeles Clippers,115,Phoenix Suns,99,Los Angeles Clippers,"16,372"
"Thu, Nov 29, 2018",8:00p,Toronto Raptors,131,Golden State Warriors,128,Toronto Raptors,"20,073"
"Thu, Nov 29, 2018",10:30p,Los Angeles Lakers,104,Indiana Pacers,96,Los Angeles Lakers,"18,997"
"Thu, Nov 29, 2018",10:30p,Sacramento Kings,121,Los Angeles Clippers,133,Los Angeles Clippers,"17,583"
"Fri, Nov 30, 2018",7:00p,Boston Celtics,128,Cleveland Cavaliers,95,Boston Celtics,"18,624"
"Fri, Nov 30, 2018",7:00p,Charlotte Hornets,111,Utah Jazz,119,Utah Jazz,"15,812"
"Fri, Nov 30, 2018",7:00p,Detroit Pistons,107,Chicago Bulls,88,Detroit Pistons,"15,372"
"Fri, Nov 30, 2018",7:00p,Philadelphia 76ers,123,Washington Wizards,98,Philadelphia 76ers,"20,400"
"Fri, Nov 30, 2018",7:30p,Brooklyn Nets,125,Memphis Grizzlies,131,Memphis Grizzlies,"12,983"
"Fri, Nov 30, 2018",8:00p,Miami Heat,106,New Orleans Pelicans,101,Miami Heat,"19,600"
"Fri, Nov 30, 2018",8:00p,Oklahoma City Thunder,124,Atlanta Hawks,109,Oklahoma City Thunder,"18,203"
"Fri, Nov 30, 2018",8:00p,San Antonio Spurs,105,Houston Rockets,136,Houston Rockets,"18,354"
"Fri, Nov 30, 2018",9:00p,Phoenix Suns,85,Orlando Magic,99,Orlando Magic,"13,228"
"Fri, Nov 30, 2018",10:30p,Los Angeles Lakers,114,Dallas Mavericks,103,Los Angeles Lakers,"18,997"
"Fri, Nov 30, 2018",10:30p,Portland Trail Blazers,112,Denver Nuggets,113,Denver Nuggets,"19,459"
"Sat, Dec 1, 2018",5:00p,New York Knicks,136,Milwaukee Bucks,134,New York Knicks,"19,812"
"Sat, Dec 1, 2018",7:00p,Detroit Pistons,111,Golden State Warriors,102,Detroit Pistons,"20,332"
"Sat, Dec 1, 2018",7:00p,Washington Wizards,102,Brooklyn Nets,88,Washington Wizards,"15,448"
"Sat, Dec 1, 2018",8:00p,Cleveland Cavaliers,95,Toronto Raptors,106,Toronto Raptors,"19,432"
"Sat, Dec 1, 2018",8:00p,Houston Rockets,121,Chicago Bulls,105,Houston Rockets,"18,055"
"Sat, Dec 1, 2018",8:00p,Minnesota Timberwolves,109,Boston Celtics,118,Boston Celtics,"17,663"
"Sat, Dec 1, 2018",10:00p,Sacramento Kings,111,Indiana Pacers,110,Sacramento Kings,"17,583"
"Sun, Dec 2, 2018",3:30p,Los Angeles Lakers,120,Phoenix Suns,96,Los Angeles Lakers,"18,997"
"Sun, Dec 2, 2018",5:00p,Charlotte Hornets,109,New Orleans Pelicans,119,New Orleans Pelicans,"15,336"
"Sun, Dec 2, 2018",6:00p,Miami Heat,102,Utah Jazz,100,Miami Heat,"19,600"
"Sun, Dec 2, 2018",6:00p,Philadelphia 76ers,103,Memphis Grizzlies,95,Philadelphia 76ers,"20,334"
"Sun, Dec 2, 2018",7:00p,Dallas Mavericks,114,Los Angeles Clippers,110,Dallas Mavericks,"19,551"
"Sun, Dec 2, 2018",7:00p,San Antonio Spurs,131,Portland Trail Blazers,118,San Antonio Spurs,"18,354"
"Mon, Dec 3, 2018",7:00p,Detroit Pistons,83,Oklahoma City Thunder,110,Oklahoma City Thunder,"14,372"
"Mon, Dec 3, 2018",7:30p,Atlanta Hawks,111,Golden State Warriors,128,Golden State Warriors,"16,631"
"Mon, Dec 3, 2018",7:30p,Brooklyn Nets,97,Cleveland Cavaliers,99,Cleveland Cavaliers,"10,983"
"Mon, Dec 3, 2018",7:30p,New York Knicks,107,Washington Wizards,110,Washington Wizards,"19,440"
"Mon, Dec 3, 2018",7:30p,Toronto Raptors,103,Denver Nuggets,106,Denver Nuggets,"19,800"
"Mon, Dec 3, 2018",8:00p,Minnesota Timberwolves,103,Houston Rockets,91,Minnesota Timberwolves,"13,834"
"Mon, Dec 3, 2018",8:00p,New Orleans Pelicans,126,Los Angeles Clippers,129,Los Angeles Clippers,"13,822"
"Tue, Dec 4, 2018",7:00p,Indiana Pacers,96,Chicago Bulls,90,Indiana Pacers,"16,446"
"Tue, Dec 4, 2018",7:30p,Miami Heat,90,Orlando Magic,105,Orlando Magic,"19,600"
"Tue, Dec 4, 2018",8:30p,Dallas Mavericks,111,Portland Trail Blazers,102,Dallas Mavericks,"19,341"
"Tue, Dec 4, 2018",9:00p,Phoenix Suns,105,Sacramento Kings,122,Sacramento Kings,"12,977"
"Tue, Dec 4, 2018",9:00p,Utah Jazz,139,San Antonio Spurs,105,Utah Jazz,"18,306"
"Wed, Dec 5, 2018",7:00p,Cleveland Cavaliers,105,Golden State Warriors,129,Golden State Warriors,"19,432"
"Wed, Dec 5, 2018",7:00p,Orlando Magic,118,Denver Nuggets,124,Denver Nuggets,"16,636"
"Wed, Dec 5, 2018",7:30p,Atlanta Hawks,117,Washington Wizards,131,Washington Wizards,"12,551"
"Wed, Dec 5, 2018",7:30p,Brooklyn Nets,112,Oklahoma City Thunder,114,Oklahoma City Thunder,"13,161"
"Wed, Dec 5, 2018",8:00p,Memphis Grizzlies,96,Los Angeles Clippers,86,Memphis Grizzlies,"14,144"
"Wed, Dec 5, 2018",8:00p,Milwaukee Bucks,115,Detroit Pistons,92,Milwaukee Bucks,"16,541"
"Wed, Dec 5, 2018",8:00p,Minnesota Timberwolves,121,Charlotte Hornets,104,Minnesota Timberwolves,"11,248"
"Wed, Dec 5, 2018",8:00p,New Orleans Pelicans,132,Dallas Mavericks,106,New Orleans Pelicans,"14,810"
"Wed, Dec 5, 2018",8:00p,Toronto Raptors,113,Philadelphia 76ers,102,Toronto Raptors,"19,800"
"Wed, Dec 5, 2018",10:30p,Los Angeles Lakers,121,San Antonio Spurs,113,Los Angeles Lakers,"18,997"
"Thu, Dec 6, 2018",8:00p,Boston Celtics,128,New York Knicks,100,Boston Celtics,"18,624"
"Thu, Dec 6, 2018",10:00p,Portland Trail Blazers,108,Phoenix Suns,86,Portland Trail Blazers,"19,001"
"Thu, Dec 6, 2018",10:30p,Utah Jazz,118,Houston Rockets,91,Utah Jazz,"18,306"
"Fri, Dec 7, 2018",7:00p,Charlotte Hornets,113,Denver Nuggets,107,Charlotte Hornets,"13,755"
"Fri, Dec 7, 2018",7:00p,Detroit Pistons,111,Philadelphia 76ers,117,Philadelphia 76ers,"15,680"
"Fri, Dec 7, 2018",7:00p,Orlando Magic,90,Indiana Pacers,112,Indiana Pacers,"17,214"
"Fri, Dec 7, 2018",7:30p,Brooklyn Nets,106,Toronto Raptors,105,Brooklyn Nets,"14,035"
"Fri, Dec 7, 2018",7:30p,Cleveland Cavaliers,110,Sacramento Kings,129,Sacramento Kings,"19,432"
"Fri, Dec 7, 2018",8:00p,Chicago Bulls,114,Oklahoma City Thunder,112,Chicago Bulls,"19,842"
"Fri, Dec 7, 2018",8:00p,New Orleans Pelicans,103,Memphis Grizzlies,107,Memphis Grizzlies,"18,447"
"Fri, Dec 7, 2018",8:30p,San Antonio Spurs,133,Los Angeles Lakers,120,San Antonio Spurs,"18,354"
"Fri, Dec 7, 2018",9:00p,Phoenix Suns,98,Miami Heat,115,Miami Heat,"14,273"
"Fri, Dec 7, 2018",9:30p,Milwaukee Bucks,95,Golden State Warriors,105,Golden State Warriors,"17,852"
"Sat, Dec 8, 2018",6:00p,Dallas Mavericks,107,Houston Rockets,104,Dallas Mavericks,"20,254"
"Sat, Dec 8, 2018",7:00p,Indiana Pacers,107,Sacramento Kings,97,Indiana Pacers,"16,867"
"Sat, Dec 8, 2018",7:30p,Atlanta Hawks,106,Denver Nuggets,98,Atlanta Hawks,"14,409"
"Sat, Dec 8, 2018",7:30p,Cleveland Cavaliers,116,Washington Wizards,101,Cleveland Cavaliers,"19,432"
"Sat, Dec 8, 2018",7:30p,New York Knicks,104,Brooklyn Nets,112,Brooklyn Nets,"18,662"
"Sat, Dec 8, 2018",8:00p,Chicago Bulls,77,Boston Celtics,133,Boston Celtics,"20,923"
"Sat, Dec 8, 2018",8:00p,Memphis Grizzlies,88,Los Angeles Lakers,111,Los Angeles Lakers,"17,794"
"Sat, Dec 8, 2018",10:00p,Portland Trail Blazers,113,Minnesota Timberwolves,105,Portland Trail Blazers,"19,359"
"Sat, Dec 8, 2018",10:30p,Los Angeles Clippers,98,Miami Heat,121,Miami Heat,"17,113"
"Sun, Dec 9, 2018",3:30p,Detroit Pistons,108,New Orleans Pelicans,116,New Orleans Pelicans,"14,705"
"Sun, Dec 9, 2018",6:00p,Toronto Raptors,99,Milwaukee Bucks,104,Milwaukee Bucks,"19,800"
"Sun, Dec 9, 2018",7:00p,San Antonio Spurs,110,Utah Jazz,97,San Antonio Spurs,"17,834"
"Sun, Dec 9, 2018",7:30p,New York Knicks,107,Charlotte Hornets,119,Charlotte Hornets,"18,602"
"Mon, Dec 10, 2018",7:00p,Indiana Pacers,109,Washington Wizards,101,Indiana Pacers,"14,645"
"Mon, Dec 10, 2018",7:00p,Philadelphia 76ers,116,Detroit Pistons,102,Philadelphia 76ers,"20,199"
"Mon, Dec 10, 2018",7:30p,Boston Celtics,113,New Orleans Pelicans,100,Boston Celtics,"18,624"
"Mon, Dec 10, 2018",8:00p,Chicago Bulls,89,Sacramento Kings,108,Sacramento Kings,"18,164"
"Mon, Dec 10, 2018",8:00p,Milwaukee Bucks,108,Cleveland Cavaliers,92,Milwaukee Bucks,"17,155"
"Mon, Dec 10, 2018",8:00p,Oklahoma City Thunder,122,Utah Jazz,113,Oklahoma City Thunder,"18,203"
"Mon, Dec 10, 2018",8:30p,Dallas Mavericks,101,Orlando Magic,76,Dallas Mavericks,"19,334"
"Mon, Dec 10, 2018",9:00p,Denver Nuggets,105,Memphis Grizzlies,99,Denver Nuggets,"15,278"
"Mon, Dec 10, 2018",9:00p,Phoenix Suns,119,Los Angeles Clippers,123,Los Angeles Clippers,"12,088"
"Mon, Dec 10, 2018",10:30p,Golden State Warriors,116,Minnesota Timberwolves,108,Golden State Warriors,"19,596"
"Mon, Dec 10, 2018",10:30p,Los Angeles Lakers,108,Miami Heat,105,Los Angeles Lakers,"18,997"
"Tue, Dec 11, 2018",8:00p,Houston Rockets,111,Portland Trail Blazers,104,Houston Rockets,"18,055"
"Tue, Dec 11, 2018",8:30p,San Antonio Spurs,111,Phoenix Suns,86,San Antonio Spurs,"17,676"
"Tue, Dec 11, 2018",10:30p,Los Angeles Clippers,99,Toronto Raptors,123,Toronto Raptors,"17,812"
"Wed, Dec 12, 2018",7:00p,Charlotte Hornets,108,Detroit Pistons,107,Charlotte Hornets,"13,997"
"Wed, Dec 12, 2018",7:00p,Cleveland Cavaliers,113,New York Knicks,106,Cleveland Cavaliers,"19,432"
"Wed, Dec 12, 2018",7:00p,Indiana Pacers,113,Milwaukee Bucks,97,Indiana Pacers,"17,070"
"Wed, Dec 12, 2018",7:00p,Philadelphia 76ers,124,Brooklyn Nets,127,Brooklyn Nets,"20,376"
"Wed, Dec 12, 2018",7:00p,Washington Wizards,125,Boston Celtics,130,Boston Celtics,"20,409"
"Wed, Dec 12, 2018",8:00p,Memphis Grizzlies,92,Portland Trail Blazers,83,Memphis Grizzlies,"16,282"
"Wed, Dec 12, 2018",8:00p,New Orleans Pelicans,118,Oklahoma City Thunder,114,New Orleans Pelicans,"14,450"
"Wed, Dec 12, 2018",8:30p,Dallas Mavericks,114,Atlanta Hawks,107,Dallas Mavericks,"19,643"
"Wed, Dec 12, 2018",9:00p,Utah Jazz,111,Miami Heat,84,Utah Jazz,"18,306"
"Wed, Dec 12, 2018",10:00p,Sacramento Kings,141,Minnesota Timberwolves,130,Sacramento Kings,"15,770"
"Wed, Dec 12, 2018",10:30p,Golden State Warriors,93,Toronto Raptors,113,Toronto Raptors,"19,596"
"Thu, Dec 13, 2018",8:00p,Houston Rockets,126,Los Angeles Lakers,111,Houston Rockets,"18,055"
"Thu, Dec 13, 2018",8:30p,San Antonio Spurs,125,Los Angeles Clippers,87,San Antonio Spurs,"18,354"
"Thu, Dec 13, 2018",9:30p,Orlando Magic,97,Chicago Bulls,91,Orlando Magic,"20,201"
"Thu, Dec 13, 2018",10:30p,Phoenix Suns,99,Dallas Mavericks,89,Phoenix Suns,"13,265"
"Fri, Dec 14, 2018",7:00p,Boston Celtics,129,Atlanta Hawks,108,Boston Celtics,"18,624"
"Fri, Dec 14, 2018",7:00p,Charlotte Hornets,124,New York Knicks,126,New York Knicks,"17,622"
"Fri, Dec 14, 2018",7:30p,Brooklyn Nets,125,Washington Wizards,118,Brooklyn Nets,"13,232"
"Fri, Dec 14, 2018",7:30p,Cleveland Cavaliers,102,Milwaukee Bucks,114,Milwaukee Bucks,"19,432"
"Fri, Dec 14, 2018",7:30p,Philadelphia 76ers,101,Indiana Pacers,113,Indiana Pacers,"20,337"
"Fri, Dec 14, 2018",8:00p,Memphis Grizzlies,97,Miami Heat,100,Miami Heat,"16,313"
"Fri, Dec 14, 2018",10:00p,Denver Nuggets,109,Oklahoma City Thunder,98,Denver Nuggets,"19,520"
"Fri, Dec 14, 2018",10:00p,Portland Trail Blazers,128,Toronto Raptors,122,Portland Trail Blazers,"19,458"
"Fri, Dec 14, 2018",10:00p,Sacramento Kings,125,Golden State Warriors,130,Golden State Warriors,"17,583"
"Sat, Dec 15, 2018",5:00p,Orlando Magic,96,Utah Jazz,89,Orlando Magic,"20,011"
"Sat, Dec 15, 2018",7:00p,Charlotte Hornets,100,Los Angeles Lakers,128,Los Angeles Lakers,"19,641"
"Sat, Dec 15, 2018",7:00p,Detroit Pistons,113,Boston Celtics,104,Detroit Pistons,"17,078"
"Sat, Dec 15, 2018",8:00p,Memphis Grizzlies,97,Houston Rockets,105,Houston Rockets,"16,777"
"Sat, Dec 15, 2018",8:30p,San Antonio Spurs,93,Chicago Bulls,98,Chicago Bulls,"18,354"
"Sat, Dec 15, 2018",9:00p,Oklahoma City Thunder,110,Los Angeles Clippers,104,Oklahoma City Thunder,"18,203"
"Sat, Dec 15, 2018",9:00p,Phoenix Suns,107,Minnesota Timberwolves,99,Phoenix Suns,"14,244"
"Sun, Dec 16, 2018",3:00p,Brooklyn Nets,144,Atlanta Hawks,127,Brooklyn Nets,"13,955"
"Sun, Dec 16, 2018",3:30p,Cleveland Cavaliers,105,Philadelphia 76ers,128,Philadelphia 76ers,"19,432"
"Sun, Dec 16, 2018",5:00p,Indiana Pacers,110,New York Knicks,99,Indiana Pacers,"16,646"
"Sun, Dec 16, 2018",6:00p,Washington Wizards,128,Los Angeles Lakers,110,Washington Wizards,"20,409"
"Sun, Dec 16, 2018",7:00p,Dallas Mavericks,113,Sacramento Kings,120,Sacramento Kings,"19,935"
"Sun, Dec 16, 2018",7:00p,New Orleans Pelicans,96,Miami Heat,102,Miami Heat,"15,535"
"Sun, Dec 16, 2018",8:00p,Denver Nuggets,95,Toronto Raptors,86,Denver Nuggets,"19,520"
"Mon, Dec 17, 2018",7:00p,Detroit Pistons,104,Milwaukee Bucks,107,Milwaukee Bucks,"15,051"
"Mon, Dec 17, 2018",7:30p,New York Knicks,110,Phoenix Suns,128,Phoenix Suns,"18,437"
"Mon, Dec 17, 2018",8:00p,Houston Rockets,102,Utah Jazz,97,Houston Rockets,"18,055"
"Mon, Dec 17, 2018",8:00p,Minnesota Timberwolves,132,Sacramento Kings,105,Minnesota Timberwolves,"12,417"
"Mon, Dec 17, 2018",8:00p,Oklahoma City Thunder,121,Chicago Bulls,96,Oklahoma City Thunder,"18,203"
"Mon, Dec 17, 2018",8:30p,San Antonio Spurs,123,Philadelphia 76ers,96,San Antonio Spurs,"17,486"
"Mon, Dec 17, 2018",10:30p,Golden State Warriors,110,Memphis Grizzlies,93,Golden State Warriors,"19,596"
"Mon, Dec 17, 2018",10:30p,Los Angeles Clippers,127,Portland Trail Blazers,131,Portland Trail Blazers,"16,030"
"Tue, Dec 18, 2018",7:00p,Indiana Pacers,91,Cleveland Cavaliers,92,Cleveland Cavaliers,"15,630"
"Tue, Dec 18, 2018",7:30p,Atlanta Hawks,118,Washington Wizards,110,Atlanta Hawks,"16,489"
"Tue, Dec 18, 2018",7:30p,Brooklyn Nets,115,Los Angeles Lakers,110,Brooklyn Nets,"17,732"
"Tue, Dec 18, 2018",9:00p,Denver Nuggets,126,Dallas Mavericks,118,Denver Nuggets,"15,764"
"Wed, Dec 19, 2018",7:00p,Charlotte Hornets,110,Cleveland Cavaliers,99,Charlotte Hornets,"15,179"
"Wed, Dec 19, 2018",7:00p,Orlando Magic,90,San Antonio Spurs,129,San Antonio Spurs,"17,138"
"Wed, Dec 19, 2018",7:00p,Philadelphia 76ers,131,New York Knicks,109,Philadelphia 76ers,"20,424"
"Wed, Dec 19, 2018",7:30p,Boston Celtics,103,Phoenix Suns,111,Phoenix Suns,"18,624"
"Wed, Dec 19, 2018",7:30p,Toronto Raptors,99,Indiana Pacers,96,Toronto Raptors,"19,800"
"Wed, Dec 19, 2018",8:00p,Chicago Bulls,93,Brooklyn Nets,96,Brooklyn Nets,"18,065"
"Wed, Dec 19, 2018",8:00p,Houston Rockets,136,Washington Wizards,118,Houston Rockets,"18,055"
"Wed, Dec 19, 2018",8:00p,Milwaukee Bucks,123,New Orleans Pelicans,115,Milwaukee Bucks,"17,341"
"Wed, Dec 19, 2018",8:00p,Minnesota Timberwolves,123,Detroit Pistons,129,Detroit Pistons,"15,883"
"Wed, Dec 19, 2018",9:00p,Utah Jazz,108,Golden State Warriors,103,Utah Jazz,"18,306"
"Wed, Dec 19, 2018",10:00p,Portland Trail Blazers,99,Memphis Grizzlies,92,Portland Trail Blazers,"19,412"
"Wed, Dec 19, 2018",10:00p,Sacramento Kings,113,Oklahoma City Thunder,132,Oklahoma City Thunder,"17,583"
"Thu, Dec 20, 2018",8:00p,Miami Heat,101,Houston Rockets,99,Miami Heat,"19,600"
"Thu, Dec 20, 2018",10:30p,Los Angeles Clippers,125,Dallas Mavericks,121,Los Angeles Clippers,"17,528"
"Fri, Dec 21, 2018",7:00p,Charlotte Hornets,98,Detroit Pistons,86,Charlotte Hornets,"15,812"
"Fri, Dec 21, 2018",7:00p,Toronto Raptors,126,Cleveland Cavaliers,110,Toronto Raptors,"19,800"
"Fri, Dec 21, 2018",7:30p,Brooklyn Nets,106,Indiana Pacers,114,Indiana Pacers,"13,302"
"Fri, Dec 21, 2018",7:30p,New York Knicks,107,Atlanta Hawks,114,Atlanta Hawks,"19,080"
