Date,Start Time,Home,Home Points,Visitor,Visitor Points,Winner,Attendance
"Fri, Oct 26, 2018",8:00p,New Orleans Pelicans,117,Brooklyn Nets,115,New Orleans Pelicans,"15,272"
"Fri, Oct 26, 2018",10:00p,Sacramento Kings,116,Washington Wizards,112,Sacramento Kings,"14,101"
"Sat, Oct 27, 2018",7:00p,Detroit Pistons,89,Boston Celtics,109,Boston Celtics,"18,120"
"Sat, Oct 27, 2018",7:00p,New Orleans Pelicans,111,Utah Jazz,132,Utah Jazz,"16,373"
"Sat, Oct 27, 2018",7:30p,Atlanta Hawks,85,Chicago Bulls,97,Chicago Bulls,"15,549"
"Sat, Oct 27, 2018",7:30p,Cleveland Cavaliers,107,Indiana Pacers,119,Indiana Pacers,"19,432"
"Sat, Oct 27, 2018",7:30p,Philadelphia 76ers,105,Charlotte Hornets,103,Philadelphia 76ers,"20,203"
"Sat, Oct 27, 2018",8:00p,Memphis Grizzlies,117,Phoenix Suns,96,Memphis Grizzlies,"15,926"
"Sat, Oct 27, 2018",8:00p,Miami Heat,120,Portland Trail Blazers,111,Miami Heat,"19,600"
"Sat, Oct 27, 2018",8:30p,Milwaukee Bucks,113,Orlando Magic,91,Milwaukee Bucks,"17,341"
"Sat, Oct 27, 2018",8:30p,San Antonio Spurs,110,Los Angeles Lakers,106,San Antonio Spurs,"18,589"
"Sun, Oct 28, 2018",5:00p,Brooklyn Nets,114,Golden State Warriors,120,Golden State Warriors,"17,732"
"Sun, Oct 28, 2018",7:00p,Dallas Mavericks,104,Utah Jazz,113,Utah Jazz,"19,571"
"Sun, Oct 28, 2018",7:00p,Oklahoma City Thunder,117,Phoenix Suns,110,Oklahoma City Thunder,"18,203"
"Sun, Oct 28, 2018",9:30p,Los Angeles Clippers,136,Washington Wizards,104,Los Angeles Clippers,"16,491"
"Mon, Oct 29, 2018",7:00p,Indiana Pacers,93,Portland Trail Blazers,103,Portland Trail Blazers,"15,788"
"Mon, Oct 29, 2018",7:00p,Philadelphia 76ers,113,Atlanta Hawks,92,Philadelphia 76ers,"20,269"
"Mon, Oct 29, 2018",7:30p,Miami Heat,113,Sacramento Kings,123,Sacramento Kings,"19,600"
"Mon, Oct 29, 2018",7:30p,New York Knicks,115,Brooklyn Nets,96,New York Knicks,"19,221"
"Mon, Oct 29, 2018",8:00p,Chicago Bulls,124,Golden State Warriors,149,Golden State Warriors,"21,076"
"Mon, Oct 29, 2018",8:00p,Milwaukee Bucks,124,Toronto Raptors,109,Milwaukee Bucks,"17,341"
"Mon, Oct 29, 2018",8:00p,Minnesota Timberwolves,124,Los Angeles Lakers,120,Minnesota Timberwolves,"18,978"
"Mon, Oct 29, 2018",8:30p,San Antonio Spurs,113,Dallas Mavericks,108,San Antonio Spurs,"18,354"
"Mon, Oct 29, 2018",9:00p,Denver Nuggets,116,New Orleans Pelicans,111,Denver Nuggets,"15,217"
"Tue, Oct 30, 2018",7:00p,Charlotte Hornets,125,Miami Heat,113,Charlotte Hornets,"14,117"
"Tue, Oct 30, 2018",7:00p,Cleveland Cavaliers,136,Atlanta Hawks,114,Cleveland Cavaliers,"19,432"
"Tue, Oct 30, 2018",7:00p,Orlando Magic,99,Sacramento Kings,107,Sacramento Kings,"15,074"
"Tue, Oct 30, 2018",7:30p,Boston Celtics,108,Detroit Pistons,105,Boston Celtics,"18,624"
"Tue, Oct 30, 2018",7:30p,Toronto Raptors,129,Philadelphia 76ers,112,Toronto Raptors,"19,800"
"Tue, Oct 30, 2018",8:00p,Houston Rockets,85,Portland Trail Blazers,104,Portland Trail Blazers,"18,055"
"Tue, Oct 30, 2018",8:00p,Memphis Grizzlies,107,Washington Wizards,95,Memphis Grizzlies,"14,106"
"Tue, Oct 30, 2018",8:00p,Oklahoma City Thunder,128,Los Angeles Clippers,110,Oklahoma City Thunder,"18,203"
"Wed, Oct 31, 2018",7:30p,Brooklyn Nets,120,Detroit Pistons,119,Brooklyn Nets,"12,862"
"Wed, Oct 31, 2018",8:00p,Chicago Bulls,107,Denver Nuggets,108,Denver Nuggets,"19,027"
"Wed, Oct 31, 2018",8:00p,Minnesota Timberwolves,128,Utah Jazz,125,Minnesota Timberwolves,"10,079"
"Wed, Oct 31, 2018",8:00p,New York Knicks,101,Indiana Pacers,107,Indiana Pacers,"18,295"
"Wed, Oct 31, 2018",10:30p,Golden State Warriors,131,New Orleans Pelicans,121,Golden State Warriors,"19,596"
"Wed, Oct 31, 2018",10:30p,Los Angeles Lakers,114,Dallas Mavericks,113,Los Angeles Lakers,"18,997"
"Wed, Oct 31, 2018",10:30p,Phoenix Suns,90,San Antonio Spurs,120,San Antonio Spurs,"12,328"
"Thu, Nov 1, 2018",7:00p,Charlotte Hornets,107,Oklahoma City Thunder,111,Oklahoma City Thunder,"14,583"
"Thu, Nov 1, 2018",7:00p,Cleveland Cavaliers,91,Denver Nuggets,110,Denver Nuggets,"19,432"
"Thu, Nov 1, 2018",7:00p,Philadelphia 76ers,122,Los Angeles Clippers,113,Philadelphia 76ers,"20,246"
"Thu, Nov 1, 2018",7:30p,Atlanta Hawks,115,Sacramento Kings,146,Sacramento Kings,"12,095"
"Thu, Nov 1, 2018",8:00p,Boston Celtics,117,Milwaukee Bucks,113,Boston Celtics,"18,624"
"Thu, Nov 1, 2018",10:30p,Portland Trail Blazers,132,New Orleans Pelicans,119,Portland Trail Blazers,"18,921"
"Fri, Nov 2, 2018",7:00p,Orlando Magic,95,Los Angeles Clippers,120,Los Angeles Clippers,"15,953"
"Fri, Nov 2, 2018",7:30p,Brooklyn Nets,111,Houston Rockets,119,Houston Rockets,"14,013"
"Fri, Nov 2, 2018",8:00p,Chicago Bulls,105,Indiana Pacers,107,Indiana Pacers,"19,704"
"Fri, Nov 2, 2018",8:00p,Washington Wizards,111,Oklahoma City Thunder,134,Oklahoma City Thunder,"20,409"
"Fri, Nov 2, 2018",8:30p,Dallas Mavericks,106,New York Knicks,118,New York Knicks,"20,008"
"Fri, Nov 2, 2018",9:00p,Utah Jazz,100,Memphis Grizzlies,110,Memphis Grizzlies,"18,306"
"Fri, Nov 2, 2018",10:00p,Phoenix Suns,98,Toronto Raptors,107,Toronto Raptors,"15,843"
"Fri, Nov 2, 2018",10:30p,Golden State Warriors,116,Minnesota Timberwolves,99,Golden State Warriors,"19,596"
"Sat, Nov 3, 2018",1:00p,Philadelphia 76ers,109,Detroit Pistons,99,Philadelphia 76ers,"20,289"
"Sat, Nov 3, 2018",7:00p,Charlotte Hornets,126,Cleveland Cavaliers,94,Charlotte Hornets,"16,221"
"Sat, Nov 3, 2018",7:00p,Indiana Pacers,102,Boston Celtics,101,Indiana Pacers,"17,505"
"Sat, Nov 3, 2018",7:30p,Atlanta Hawks,123,Miami Heat,118,Atlanta Hawks,"16,303"
"Sat, Nov 3, 2018",8:00p,Chicago Bulls,88,Houston Rockets,96,Houston Rockets,"20,505"
"Sat, Nov 3, 2018",8:30p,San Antonio Spurs,109,New Orleans Pelicans,95,San Antonio Spurs,"18,354"
"Sat, Nov 3, 2018",9:00p,Denver Nuggets,103,Utah Jazz,88,Denver Nuggets,"19,520"
"Sat, Nov 3, 2018",10:00p,Portland Trail Blazers,110,Los Angeles Lakers,114,Los Angeles Lakers,"19,848"
"Sun, Nov 4, 2018",3:30p,Milwaukee Bucks,144,Sacramento Kings,109,Milwaukee Bucks,"17,341"
"Sun, Nov 4, 2018",6:00p,Brooklyn Nets,122,Philadelphia 76ers,97,Brooklyn Nets,"12,826"
"Sun, Nov 4, 2018",6:00p,Washington Wizards,108,New York Knicks,95,Washington Wizards,"16,679"
"Sun, Nov 4, 2018",7:00p,San Antonio Spurs,110,Orlando Magic,117,Orlando Magic,"18,354"
"Sun, Nov 4, 2018",8:00p,Phoenix Suns,102,Memphis Grizzlies,100,Phoenix Suns,"13,074"
"Sun, Nov 4, 2018",9:00p,Portland Trail Blazers,111,Minnesota Timberwolves,81,Portland Trail Blazers,"19,522"
"Sun, Nov 4, 2018",9:30p,Los Angeles Lakers,107,Toronto Raptors,121,Toronto Raptors,"18,997"
"Mon, Nov 5, 2018",7:00p,Detroit Pistons,115,Miami Heat,120,Miami Heat,"14,148"
"Mon, Nov 5, 2018",7:00p,Indiana Pacers,94,Houston Rockets,98,Houston Rockets,"14,735"
"Mon, Nov 5, 2018",7:00p,Orlando Magic,102,Cleveland Cavaliers,100,Orlando Magic,"15,009"
"Mon, Nov 5, 2018",7:30p,New York Knicks,115,Chicago Bulls,116,Chicago Bulls,"19,812"
"Mon, Nov 5, 2018",8:00p,Oklahoma City Thunder,122,New Orleans Pelicans,116,Oklahoma City Thunder,"18,203"
"Mon, Nov 5, 2018",9:00p,Denver Nuggets,115,Boston Celtics,107,Denver Nuggets,"19,520"
"Mon, Nov 5, 2018",9:00p,Utah Jazz,111,Toronto Raptors,124,Toronto Raptors,"18,306"
"Mon, Nov 5, 2018",10:30p,Golden State Warriors,117,Memphis Grizzlies,101,Golden State Warriors,"19,596"
"Mon, Nov 5, 2018",10:30p,Los Angeles Clippers,120,Minnesota Timberwolves,109,Los Angeles Clippers,"16,564"
"Tue, Nov 6, 2018",7:00p,Charlotte Hornets,113,Atlanta Hawks,102,Charlotte Hornets,"13,955"
"Tue, Nov 6, 2018",8:30p,Dallas Mavericks,119,Washington Wizards,100,Dallas Mavericks,"19,234"
"Tue, Nov 6, 2018",9:00p,Phoenix Suns,82,Brooklyn Nets,104,Brooklyn Nets,"14,205"
"Tue, Nov 6, 2018",10:00p,Portland Trail Blazers,118,Milwaukee Bucks,103,Portland Trail Blazers,"19,512"
"Wed, Nov 7, 2018",7:00p,Cleveland Cavaliers,86,Oklahoma City Thunder,95,Oklahoma City Thunder,"19,432"
"Wed, Nov 7, 2018",7:00p,Orlando Magic,96,Detroit Pistons,103,Detroit Pistons,"16,103"
"Wed, Nov 7, 2018",7:30p,Atlanta Hawks,107,New York Knicks,112,New York Knicks,"12,412"
"Wed, Nov 7, 2018",7:30p,Miami Heat,95,San Antonio Spurs,88,Miami Heat,"19,600"
"Wed, Nov 7, 2018",8:00p,Indiana Pacers,94,Philadelphia 76ers,100,Philadelphia 76ers,"16,434"
"Wed, Nov 7, 2018",8:00p,Memphis Grizzlies,89,Denver Nuggets,87,Memphis Grizzlies,"15,832"
"Wed, Nov 7, 2018",8:00p,New Orleans Pelicans,107,Chicago Bulls,98,New Orleans Pelicans,"15,514"
"Wed, Nov 7, 2018",9:00p,Utah Jazz,117,Dallas Mavericks,102,Utah Jazz,"18,306"
"Wed, Nov 7, 2018",10:00p,Sacramento Kings,105,Toronto Raptors,114,Toronto Raptors,"17,583"
"Wed, Nov 7, 2018",10:30p,Los Angeles Lakers,114,Minnesota Timberwolves,110,Los Angeles Lakers,"18,997"
"Thu, Nov 8, 2018",8:00p,Oklahoma City Thunder,98,Houston Rockets,80,Oklahoma City Thunder,"18,203"
"Thu, Nov 8, 2018",9:00p,Phoenix Suns,109,Boston Celtics,116,Boston Celtics,"17,359"
"Thu, Nov 8, 2018",10:00p,Portland Trail Blazers,116,Los Angeles Clippers,105,Portland Trail Blazers,"19,170"
"Thu, Nov 8, 2018",10:30p,Golden State Warriors,111,Milwaukee Bucks,134,Milwaukee Bucks,"19,596"
"Fri, Nov 9, 2018",7:00p,Orlando Magic,117,Washington Wizards,108,Orlando Magic,"16,562"
"Fri, Nov 9, 2018",7:00p,Philadelphia 76ers,133,Charlotte Hornets,132,Philadelphia 76ers,"20,424"
"Fri, Nov 9, 2018",7:30p,Atlanta Hawks,109,Detroit Pistons,124,Detroit Pistons,"14,759"
"Fri, Nov 9, 2018",8:00p,Miami Heat,102,Indiana Pacers,110,Indiana Pacers,"19,600"
"Fri, Nov 9, 2018",9:00p,Denver Nuggets,110,Brooklyn Nets,112,Brooklyn Nets,"19,520"
"Fri, Nov 9, 2018",9:30p,Utah Jazz,123,Boston Celtics,115,Utah Jazz,"18,306"
"Fri, Nov 9, 2018",10:00p,Sacramento Kings,121,Minnesota Timberwolves,110,Sacramento Kings,"17,583"
"Sat, Nov 10, 2018",3:00p,Toronto Raptors,128,New York Knicks,112,Toronto Raptors,"19,800"
"Sat, Nov 10, 2018",3:30p,Los Angeles Clippers,128,Milwaukee Bucks,126,Los Angeles Clippers,"17,486"
"Sat, Nov 10, 2018",7:00p,New Orleans Pelicans,119,Phoenix Suns,99,New Orleans Pelicans,"15,222"
"Sat, Nov 10, 2018",8:00p,Chicago Bulls,99,Cleveland Cavaliers,98,Chicago Bulls,"21,506"
"Sat, Nov 10, 2018",8:00p,Memphis Grizzlies,112,Philadelphia 76ers,106,Memphis Grizzlies,"16,904"
"Sat, Nov 10, 2018",8:00p,Miami Heat,110,Washington Wizards,116,Washington Wizards,"19,600"
"Sat, Nov 10, 2018",8:30p,Golden State Warriors,116,Brooklyn Nets,100,Golden State Warriors,"19,596"
"Sat, Nov 10, 2018",8:30p,San Antonio Spurs,96,Houston Rockets,89,San Antonio Spurs,"18,354"
"Sat, Nov 10, 2018",9:00p,Dallas Mavericks,111,Oklahoma City Thunder,96,Dallas Mavericks,"19,818"
"Sat, Nov 10, 2018",10:00p,Sacramento Kings,86,Los Angeles Lakers,101,Los Angeles Lakers,"17,583"
"Sun, Nov 11, 2018",3:30p,Detroit Pistons,103,Charlotte Hornets,113,Charlotte Hornets,"15,133"
"Sun, Nov 11, 2018",7:00p,Houston Rockets,115,Indiana Pacers,103,Houston Rockets,"18,055"
"Sun, Nov 11, 2018",7:30p,New York Knicks,89,Orlando Magic,115,Orlando Magic,"19,812"
"Sun, Nov 11, 2018",8:00p,Denver Nuggets,114,Milwaukee Bucks,121,Milwaukee Bucks,"19,520"
"Sun, Nov 11, 2018",9:00p,Portland Trail Blazers,100,Boston Celtics,94,Portland Trail Blazers,"19,712"
"Sun, Nov 11, 2018",9:30p,Los Angeles Lakers,107,Atlanta Hawks,106,Los Angeles Lakers,"18,997"
"Mon, Nov 12, 2018",7:00p,Washington Wizards,117,Orlando Magic,109,Washington Wizards,"15,346"
"Mon, Nov 12, 2018",7:30p,Miami Heat,114,Philadelphia 76ers,124,Philadelphia 76ers,"19,600"
"Mon, Nov 12, 2018",7:30p,Toronto Raptors,110,New Orleans Pelicans,126,New Orleans Pelicans,"19,800"
"Mon, Nov 12, 2018",8:00p,Chicago Bulls,98,Dallas Mavericks,103,Dallas Mavericks,"19,012"
"Mon, Nov 12, 2018",8:00p,Memphis Grizzlies,88,Utah Jazz,96,Utah Jazz,"13,477"
"Mon, Nov 12, 2018",8:00p,Minnesota Timberwolves,120,Brooklyn Nets,113,Minnesota Timberwolves,"10,186"
"Mon, Nov 12, 2018",8:00p,Oklahoma City Thunder,118,Phoenix Suns,101,Oklahoma City Thunder,"18,203"
"Mon, Nov 12, 2018",10:00p,Sacramento Kings,104,San Antonio Spurs,99,Sacramento Kings,"15,500"
"Mon, Nov 12, 2018",10:30p,Los Angeles Clippers,121,Golden State Warriors,116,Los Angeles Clippers,"19,068"
"Tue, Nov 13, 2018",7:00p,Cleveland Cavaliers,113,Charlotte Hornets,89,Cleveland Cavaliers,"19,432"
"Tue, Nov 13, 2018",9:00p,Denver Nuggets,99,Houston Rockets,109,Houston Rockets,"16,741"
"Tue, Nov 13, 2018",10:30p,Golden State Warriors,110,Atlanta Hawks,103,Golden State Warriors,"19,596"
"Wed, Nov 14, 2018",7:00p,Orlando Magic,111,Philadelphia 76ers,106,Orlando Magic,"15,921"
"Wed, Nov 14, 2018",7:00p,Washington Wizards,119,Cleveland Cavaliers,95,Washington Wizards,"14,537"
"Wed, Nov 14, 2018",7:30p,Boston Celtics,111,Chicago Bulls,82,Boston Celtics,"18,624"
"Wed, Nov 14, 2018",7:30p,Brooklyn Nets,107,Miami Heat,120,Miami Heat,"13,317"
"Wed, Nov 14, 2018",7:30p,Toronto Raptors,104,Detroit Pistons,106,Detroit Pistons,"19,800"
"Wed, Nov 14, 2018",8:00p,Milwaukee Bucks,113,Memphis Grizzlies,116,Memphis Grizzlies,"16,817"
"Wed, Nov 14, 2018",8:00p,Minnesota Timberwolves,107,New Orleans Pelicans,100,Minnesota Timberwolves,"11,636"
"Wed, Nov 14, 2018",8:00p,Oklahoma City Thunder,128,New York Knicks,103,Oklahoma City Thunder,"18,203"
"Wed, Nov 14, 2018",8:30p,Dallas Mavericks,118,Utah Jazz,68,Dallas Mavericks,"19,371"
"Wed, Nov 14, 2018",9:00p,Phoenix Suns,116,San Antonio Spurs,96,Phoenix Suns,"14,532"
"Wed, Nov 14, 2018",10:30p,Los Angeles Lakers,126,Portland Trail Blazers,117,Los Angeles Lakers,"18,997"
"Thu, Nov 15, 2018",8:00p,Houston Rockets,107,Golden State Warriors,86,Houston Rockets,"18,055"
"Thu, Nov 15, 2018",9:00p,Denver Nuggets,138,Atlanta Hawks,93,Denver Nuggets,"15,103"
"Thu, Nov 15, 2018",10:30p,Los Angeles Clippers,116,San Antonio Spurs,111,Los Angeles Clippers,"17,463"
"Fri, Nov 16, 2018",7:00p,Boston Celtics,123,Toronto Raptors,116,Boston Celtics,"18,624"
"Fri, Nov 16, 2018",7:00p,Indiana Pacers,99,Miami Heat,91,Indiana Pacers,"17,923"
"Fri, Nov 16, 2018",7:00p,Philadelphia 76ers,113,Utah Jazz,107,Philadelphia 76ers,"20,485"
"Fri, Nov 16, 2018",7:00p,Washington Wizards,104,Brooklyn Nets,115,Brooklyn Nets,"15,102"
"Fri, Nov 16, 2018",8:00p,Memphis Grizzlies,112,Sacramento Kings,104,Memphis Grizzlies,"13,811"
"Fri, Nov 16, 2018",8:00p,Minnesota Timberwolves,112,Portland Trail Blazers,96,Minnesota Timberwolves,"18,978"
"Fri, Nov 16, 2018",8:00p,New Orleans Pelicans,129,New York Knicks,124,New Orleans Pelicans,"14,717"
"Fri, Nov 16, 2018",9:30p,Milwaukee Bucks,123,Chicago Bulls,104,Milwaukee Bucks,"17,341"
"Sat, Nov 17, 2018",6:00p,Brooklyn Nets,119,Los Angeles Clippers,127,Los Angeles Clippers,"12,944"
"Sat, Nov 17, 2018",7:00p,Charlotte Hornets,119,Philadelphia 76ers,122,Philadelphia 76ers,"19,426"
"Sat, Nov 17, 2018",7:00p,Indiana Pacers,97,Atlanta Hawks,89,Indiana Pacers,"17,491"
"Sat, Nov 17, 2018",7:00p,New Orleans Pelicans,125,Denver Nuggets,115,New Orleans Pelicans,"15,408"
"Sat, Nov 17, 2018",7:00p,Orlando Magic,130,Los Angeles Lakers,117,Orlando Magic,"19,249"
"Sat, Nov 17, 2018",7:30p,Boston Celtics,86,Utah Jazz,98,Utah Jazz,"18,624"
"Sat, Nov 17, 2018",8:00p,Chicago Bulls,83,Toronto Raptors,122,Toronto Raptors,"21,263"
"Sat, Nov 17, 2018",8:00p,Houston Rockets,132,Sacramento Kings,112,Houston Rockets,"18,055"
"Sat, Nov 17, 2018",8:30p,Dallas Mavericks,112,Golden State Warriors,109,Dallas Mavericks,"20,260"
"Sat, Nov 17, 2018",9:00p,Phoenix Suns,100,Oklahoma City Thunder,110,Oklahoma City Thunder,"16,376"
"Sun, Nov 18, 2018",3:30p,Minnesota Timberwolves,87,Memphis Grizzlies,100,Memphis Grizzlies,"13,179"
"Sun, Nov 18, 2018",6:00p,Miami Heat,97,Los Angeles Lakers,113,Los Angeles Lakers,"19,686"
"Sun, Nov 18, 2018",6:00p,Orlando Magic,131,New York Knicks,117,Orlando Magic,"15,898"
