Date,Start Time,Home,Home Points,Visitor,Visitor Points,Winner,Attendance
"Sun, Nov 19, 2017",5:00p,Miami Heat,95,Indiana Pacers,120,Indiana Pacers,"19,600"
"Sun, Nov 19, 2017",6:00p,Brooklyn Nets,111,Golden State Warriors,118,Golden State Warriors,"17,732"
"Sun, Nov 19, 2017",7:00p,Minnesota Timberwolves,97,Detroit Pistons,100,Detroit Pistons,"16,069"
"Sun, Nov 19, 2017",8:00p,Phoenix Suns,113,Chicago Bulls,105,Phoenix Suns,"16,264"
"Sun, Nov 19, 2017",9:30p,Los Angeles Lakers,127,Denver Nuggets,109,Los Angeles Lakers,"18,997"
"Mon, Nov 20, 2017",7:00p,Charlotte Hornets,118,Minnesota Timberwolves,102,Charlotte Hornets,"15,978"
"Mon, Nov 20, 2017",7:00p,Detroit Pistons,88,Cleveland Cavaliers,116,Cleveland Cavaliers,"20,491"
"Mon, Nov 20, 2017",7:00p,Orlando Magic,97,Indiana Pacers,105,Indiana Pacers,"17,239"
"Mon, Nov 20, 2017",7:00p,Philadelphia 76ers,107,Utah Jazz,86,Philadelphia 76ers,"20,587"
"Mon, Nov 20, 2017",7:30p,New York Knicks,107,Los Angeles Clippers,85,New York Knicks,"18,848"
"Mon, Nov 20, 2017",8:00p,Memphis Grizzlies,92,Portland Trail Blazers,100,Portland Trail Blazers,"15,785"
"Mon, Nov 20, 2017",8:00p,Milwaukee Bucks,88,Washington Wizards,99,Washington Wizards,"16,122"
"Mon, Nov 20, 2017",8:00p,New Orleans Pelicans,114,Oklahoma City Thunder,107,New Orleans Pelicans,"16,765"
"Mon, Nov 20, 2017",8:30p,Dallas Mavericks,102,Boston Celtics,110,Boston Celtics,"20,302"
"Mon, Nov 20, 2017",8:30p,San Antonio Spurs,96,Atlanta Hawks,85,San Antonio Spurs,"18,418"
"Mon, Nov 20, 2017",10:00p,Sacramento Kings,98,Denver Nuggets,114,Denver Nuggets,"17,583"
"Tue, Nov 21, 2017",10:30p,Los Angeles Lakers,103,Chicago Bulls,94,Los Angeles Lakers,"18,997"
"Wed, Nov 22, 2017",7:00p,Charlotte Hornets,129,Washington Wizards,124,Charlotte Hornets,"16,041"
"Wed, Nov 22, 2017",7:00p,Cleveland Cavaliers,119,Brooklyn Nets,109,Cleveland Cavaliers,"20,562"
"Wed, Nov 22, 2017",7:00p,Philadelphia 76ers,101,Portland Trail Blazers,81,Philadelphia 76ers,"20,605"
"Wed, Nov 22, 2017",7:30p,Atlanta Hawks,103,Los Angeles Clippers,116,Los Angeles Clippers,"12,675"
"Wed, Nov 22, 2017",7:30p,Miami Heat,104,Boston Celtics,98,Miami Heat,"19,704"
"Wed, Nov 22, 2017",7:30p,New York Knicks,108,Toronto Raptors,100,New York Knicks,"19,812"
"Wed, Nov 22, 2017",8:00p,Houston Rockets,125,Denver Nuggets,95,Houston Rockets,"18,055"
"Wed, Nov 22, 2017",8:00p,Memphis Grizzlies,94,Dallas Mavericks,95,Dallas Mavericks,"16,101"
"Wed, Nov 22, 2017",8:00p,Minnesota Timberwolves,124,Orlando Magic,118,Minnesota Timberwolves,"16,402"
"Wed, Nov 22, 2017",8:00p,New Orleans Pelicans,107,San Antonio Spurs,90,New Orleans Pelicans,"17,539"
"Wed, Nov 22, 2017",8:00p,Oklahoma City Thunder,108,Golden State Warriors,91,Oklahoma City Thunder,"18,203"
"Wed, Nov 22, 2017",9:00p,Phoenix Suns,107,Milwaukee Bucks,113,Milwaukee Bucks,"16,270"
"Wed, Nov 22, 2017",9:00p,Utah Jazz,110,Chicago Bulls,80,Utah Jazz,"17,434"
"Wed, Nov 22, 2017",10:30p,Sacramento Kings,113,Los Angeles Lakers,102,Sacramento Kings,"17,583"
"Fri, Nov 24, 2017",12:00p,Brooklyn Nets,125,Portland Trail Blazers,127,Portland Trail Blazers,"15,246"
"Fri, Nov 24, 2017",7:30p,Atlanta Hawks,116,New York Knicks,104,Atlanta Hawks,"14,355"
"Fri, Nov 24, 2017",7:30p,Boston Celtics,118,Orlando Magic,103,Boston Celtics,"18,624"
"Fri, Nov 24, 2017",8:00p,Cleveland Cavaliers,100,Charlotte Hornets,99,Cleveland Cavaliers,"20,562"
"Fri, Nov 24, 2017",8:00p,Indiana Pacers,107,Toronto Raptors,104,Indiana Pacers,"16,523"
"Fri, Nov 24, 2017",8:00p,Minnesota Timberwolves,97,Miami Heat,109,Miami Heat,"18,978"
"Fri, Nov 24, 2017",8:00p,Oklahoma City Thunder,98,Detroit Pistons,99,Detroit Pistons,"18,203"
"Fri, Nov 24, 2017",9:00p,Denver Nuggets,104,Memphis Grizzlies,92,Denver Nuggets,"16,736"
"Fri, Nov 24, 2017",9:00p,Phoenix Suns,91,New Orleans Pelicans,115,New Orleans Pelicans,"16,574"
"Fri, Nov 24, 2017",10:30p,Golden State Warriors,143,Chicago Bulls,94,Golden State Warriors,"19,596"
"Sat, Nov 25, 2017",7:00p,Charlotte Hornets,86,San Antonio Spurs,106,San Antonio Spurs,"18,597"
"Sat, Nov 25, 2017",7:00p,Philadelphia 76ers,130,Orlando Magic,111,Philadelphia 76ers,"20,585"
"Sat, Nov 25, 2017",7:00p,Washington Wizards,105,Portland Trail Blazers,108,Portland Trail Blazers,"18,092"
"Sat, Nov 25, 2017",7:30p,Atlanta Hawks,78,Toronto Raptors,112,Toronto Raptors,"12,278"
"Sat, Nov 25, 2017",8:00p,Houston Rockets,117,New York Knicks,102,Houston Rockets,"18,055"
"Sat, Nov 25, 2017",8:00p,Indiana Pacers,98,Boston Celtics,108,Boston Celtics,"16,303"
"Sat, Nov 25, 2017",8:30p,Dallas Mavericks,97,Oklahoma City Thunder,81,Dallas Mavericks,"20,340"
"Sat, Nov 25, 2017",8:30p,Golden State Warriors,110,New Orleans Pelicans,95,Golden State Warriors,"19,596"
"Sat, Nov 25, 2017",9:00p,Utah Jazz,121,Milwaukee Bucks,108,Utah Jazz,"17,298"
"Sat, Nov 25, 2017",10:00p,Sacramento Kings,95,Los Angeles Clippers,97,Los Angeles Clippers,"17,583"
"Sun, Nov 26, 2017",3:30p,Chicago Bulls,93,Miami Heat,100,Miami Heat,"20,928"
"Sun, Nov 26, 2017",3:30p,Minnesota Timberwolves,119,Phoenix Suns,108,Minnesota Timberwolves,"16,448"
"Sun, Nov 26, 2017",6:00p,Memphis Grizzlies,88,Brooklyn Nets,98,Brooklyn Nets,"14,889"
"Mon, Nov 27, 2017",7:00p,Indiana Pacers,121,Orlando Magic,109,Indiana Pacers,"12,501"
"Mon, Nov 27, 2017",7:00p,Philadelphia 76ers,91,Cleveland Cavaliers,113,Cleveland Cavaliers,"20,527"
"Mon, Nov 27, 2017",7:30p,Boston Celtics,108,Detroit Pistons,118,Detroit Pistons,"18,624"
"Mon, Nov 27, 2017",7:30p,New York Knicks,91,Portland Trail Blazers,103,Portland Trail Blazers,"18,409"
"Mon, Nov 27, 2017",8:00p,Houston Rockets,117,Brooklyn Nets,103,Houston Rockets,"16,189"
"Mon, Nov 27, 2017",8:30p,San Antonio Spurs,115,Dallas Mavericks,108,San Antonio Spurs,"17,918"
"Mon, Nov 27, 2017",10:30p,Golden State Warriors,106,Sacramento Kings,110,Sacramento Kings,"19,596"
"Mon, Nov 27, 2017",10:30p,Los Angeles Clippers,120,Los Angeles Lakers,115,Los Angeles Clippers,"18,086"
"Tue, Nov 28, 2017",7:00p,Cleveland Cavaliers,108,Miami Heat,97,Cleveland Cavaliers,"20,562"
"Tue, Nov 28, 2017",8:00p,Chicago Bulls,99,Phoenix Suns,104,Phoenix Suns,"18,324"
"Tue, Nov 28, 2017",8:00p,Minnesota Timberwolves,89,Washington Wizards,92,Washington Wizards,"13,442"
"Tue, Nov 28, 2017",10:00p,Sacramento Kings,87,Milwaukee Bucks,112,Milwaukee Bucks,"17,583"
"Tue, Nov 28, 2017",10:00p,Utah Jazz,106,Denver Nuggets,77,Utah Jazz,"16,790"
"Wed, Nov 29, 2017",7:00p,Detroit Pistons,131,Phoenix Suns,107,Detroit Pistons,"18,096"
"Wed, Nov 29, 2017",7:00p,Orlando Magic,121,Oklahoma City Thunder,108,Orlando Magic,"17,797"
"Wed, Nov 29, 2017",7:00p,Philadelphia 76ers,118,Washington Wizards,113,Philadelphia 76ers,"20,492"
"Wed, Nov 29, 2017",7:30p,New York Knicks,115,Miami Heat,86,New York Knicks,"17,693"
"Wed, Nov 29, 2017",7:30p,Toronto Raptors,126,Charlotte Hornets,113,Toronto Raptors,"19,800"
"Wed, Nov 29, 2017",8:00p,Houston Rockets,118,Indiana Pacers,97,Houston Rockets,"16,760"
"Wed, Nov 29, 2017",8:00p,New Orleans Pelicans,102,Minnesota Timberwolves,120,Minnesota Timberwolves,"15,555"
"Wed, Nov 29, 2017",8:30p,Dallas Mavericks,104,Brooklyn Nets,109,Brooklyn Nets,"19,327"
"Wed, Nov 29, 2017",8:30p,San Antonio Spurs,104,Memphis Grizzlies,95,San Antonio Spurs,"18,013"
"Wed, Nov 29, 2017",10:30p,Los Angeles Lakers,123,Golden State Warriors,127,Golden State Warriors,"18,997"
"Thu, Nov 30, 2017",7:30p,Atlanta Hawks,114,Cleveland Cavaliers,121,Cleveland Cavaliers,"16,379"
"Thu, Nov 30, 2017",7:30p,Boston Celtics,108,Philadelphia 76ers,97,Boston Celtics,"18,624"
"Thu, Nov 30, 2017",9:00p,Denver Nuggets,111,Chicago Bulls,110,Denver Nuggets,"15,156"
"Thu, Nov 30, 2017",10:00p,Portland Trail Blazers,91,Milwaukee Bucks,103,Milwaukee Bucks,"19,459"
"Thu, Nov 30, 2017",10:30p,Los Angeles Clippers,107,Utah Jazz,126,Utah Jazz,"15,139"
"Fri, Dec 1, 2017",7:00p,Orlando Magic,112,Golden State Warriors,133,Golden State Warriors,"18,846"
"Fri, Dec 1, 2017",7:00p,Washington Wizards,109,Detroit Pistons,91,Washington Wizards,"17,885"
"Fri, Dec 1, 2017",7:30p,Toronto Raptors,120,Indiana Pacers,115,Toronto Raptors,"19,800"
"Fri, Dec 1, 2017",8:00p,Chicago Bulls,106,Sacramento Kings,107,Sacramento Kings,"19,268"
"Fri, Dec 1, 2017",8:00p,Memphis Grizzlies,79,San Antonio Spurs,95,San Antonio Spurs,"16,413"
"Fri, Dec 1, 2017",8:00p,Miami Heat,105,Charlotte Hornets,100,Miami Heat,"19,600"
"Fri, Dec 1, 2017",8:00p,Oklahoma City Thunder,111,Minnesota Timberwolves,107,Oklahoma City Thunder,"18,203"
"Fri, Dec 1, 2017",9:00p,Utah Jazz,114,New Orleans Pelicans,108,Utah Jazz,"17,725"
"Sat, Dec 2, 2017",1:00p,Boston Celtics,116,Phoenix Suns,111,Boston Celtics,"18,624"
"Sat, Dec 2, 2017",2:00p,Dallas Mavericks,108,Los Angeles Clippers,82,Dallas Mavericks,"19,245"
"Sat, Dec 2, 2017",3:00p,Brooklyn Nets,102,Atlanta Hawks,114,Atlanta Hawks,"13,949"
"Sat, Dec 2, 2017",7:30p,Cleveland Cavaliers,116,Memphis Grizzlies,111,Cleveland Cavaliers,"20,562"
"Sat, Dec 2, 2017",7:30p,Philadelphia 76ers,108,Detroit Pistons,103,Philadelphia 76ers,"20,562"
"Sat, Dec 2, 2017",8:30p,Milwaukee Bucks,109,Sacramento Kings,104,Milwaukee Bucks,"15,581"
"Sat, Dec 2, 2017",9:00p,Denver Nuggets,115,Los Angeles Lakers,100,Denver Nuggets,"19,520"
"Sat, Dec 2, 2017",10:00p,Portland Trail Blazers,116,New Orleans Pelicans,123,New Orleans Pelicans,"18,730"
"Sun, Dec 3, 2017",3:30p,New York Knicks,100,Orlando Magic,105,Orlando Magic,"19,082"
"Sun, Dec 3, 2017",7:00p,Miami Heat,95,Golden State Warriors,123,Golden State Warriors,"19,600"
"Sun, Dec 3, 2017",7:00p,Minnesota Timberwolves,112,Los Angeles Clippers,106,Minnesota Timberwolves,"13,172"
"Sun, Dec 3, 2017",7:00p,Oklahoma City Thunder,90,San Antonio Spurs,87,Oklahoma City Thunder,"18,203"
"Sun, Dec 3, 2017",9:30p,Los Angeles Lakers,95,Houston Rockets,118,Houston Rockets,"18,997"
"Mon, Dec 4, 2017",7:00p,Charlotte Hornets,104,Orlando Magic,94,Charlotte Hornets,"14,419"
"Mon, Dec 4, 2017",7:00p,Indiana Pacers,115,New York Knicks,97,Indiana Pacers,"12,018"
"Mon, Dec 4, 2017",7:00p,Philadelphia 76ers,101,Phoenix Suns,115,Phoenix Suns,"20,564"
"Mon, Dec 4, 2017",7:30p,Atlanta Hawks,90,Brooklyn Nets,110,Brooklyn Nets,"12,056"
"Mon, Dec 4, 2017",7:30p,Boston Celtics,111,Milwaukee Bucks,100,Boston Celtics,"18,624"
"Mon, Dec 4, 2017",8:00p,Chicago Bulls,91,Cleveland Cavaliers,113,Cleveland Cavaliers,"21,323"
"Mon, Dec 4, 2017",8:00p,Memphis Grizzlies,95,Minnesota Timberwolves,92,Memphis Grizzlies,"14,012"
"Mon, Dec 4, 2017",8:00p,New Orleans Pelicans,115,Golden State Warriors,125,Golden State Warriors,"17,004"
"Mon, Dec 4, 2017",8:30p,Dallas Mavericks,122,Denver Nuggets,105,Dallas Mavericks,"19,419"
"Mon, Dec 4, 2017",8:30p,San Antonio Spurs,96,Detroit Pistons,93,San Antonio Spurs,"18,288"
"Mon, Dec 4, 2017",9:00p,Utah Jazz,116,Washington Wizards,69,Utah Jazz,"17,227"
"Tue, Dec 5, 2017",7:30p,Toronto Raptors,126,Phoenix Suns,113,Toronto Raptors,"19,800"
"Tue, Dec 5, 2017",8:00p,Oklahoma City Thunder,100,Utah Jazz,94,Oklahoma City Thunder,"18,203"
"Tue, Dec 5, 2017",10:00p,Portland Trail Blazers,92,Washington Wizards,106,Washington Wizards,"19,241"
"Wed, Dec 6, 2017",7:00p,Cleveland Cavaliers,101,Sacramento Kings,95,Cleveland Cavaliers,"20,562"
"Wed, Dec 6, 2017",7:00p,Indiana Pacers,98,Chicago Bulls,96,Indiana Pacers,"13,013"
"Wed, Dec 6, 2017",7:00p,Orlando Magic,110,Atlanta Hawks,106,Orlando Magic,"16,167"
"Wed, Dec 6, 2017",7:30p,Boston Celtics,97,Dallas Mavericks,90,Boston Celtics,"18,624"
"Wed, Dec 6, 2017",7:30p,New York Knicks,99,Memphis Grizzlies,88,New York Knicks,"19,812"
"Wed, Dec 6, 2017",8:00p,Charlotte Hornets,87,Golden State Warriors,101,Golden State Warriors,"19,334"
"Wed, Dec 6, 2017",8:00p,Milwaukee Bucks,104,Detroit Pistons,100,Milwaukee Bucks,"15,841"
"Wed, Dec 6, 2017",8:00p,New Orleans Pelicans,123,Denver Nuggets,114,New Orleans Pelicans,"15,353"
"Wed, Dec 6, 2017",8:30p,San Antonio Spurs,117,Miami Heat,105,San Antonio Spurs,"18,252"
"Wed, Dec 6, 2017",10:30p,Los Angeles Clippers,107,Minnesota Timberwolves,113,Minnesota Timberwolves,"15,951"
"Thu, Dec 7, 2017",8:00p,Philadelphia 76ers,104,Los Angeles Lakers,107,Los Angeles Lakers,"20,495"
"Thu, Dec 7, 2017",9:00p,Phoenix Suns,99,Washington Wizards,109,Washington Wizards,"15,925"
"Thu, Dec 7, 2017",10:00p,Brooklyn Nets,100,Oklahoma City Thunder,95,Brooklyn Nets,"20,562"
"Thu, Dec 7, 2017",10:30p,Utah Jazz,101,Houston Rockets,112,Houston Rockets,"18,306"
"Fri, Dec 8, 2017",7:00p,Charlotte Hornets,111,Chicago Bulls,119,Chicago Bulls,"14,077"
"Fri, Dec 8, 2017",7:00p,Detroit Pistons,98,Golden State Warriors,102,Golden State Warriors,"20,491"
"Fri, Dec 8, 2017",7:00p,Indiana Pacers,106,Cleveland Cavaliers,102,Indiana Pacers,"17,032"
"Fri, Dec 8, 2017",7:00p,Orlando Magic,89,Denver Nuggets,103,Denver Nuggets,"16,024"
"Fri, Dec 8, 2017",8:00p,Memphis Grizzlies,107,Toronto Raptors,116,Toronto Raptors,"15,417"
"Fri, Dec 8, 2017",8:00p,Milwaukee Bucks,109,Dallas Mavericks,102,Milwaukee Bucks,"15,889"
"Fri, Dec 8, 2017",8:00p,New Orleans Pelicans,109,Sacramento Kings,116,Sacramento Kings,"15,019"
"Fri, Dec 8, 2017",9:30p,San Antonio Spurs,105,Boston Celtics,102,San Antonio Spurs,"18,418"
"Sat, Dec 9, 2017",3:30p,Los Angeles Clippers,113,Washington Wizards,112,Los Angeles Clippers,"15,739"
"Sat, Dec 9, 2017",6:00p,Brooklyn Nets,89,Miami Heat,101,Miami Heat,"19,777"
"Sat, Dec 9, 2017",7:00p,Charlotte Hornets,99,Los Angeles Lakers,110,Los Angeles Lakers,"19,320"
"Sat, Dec 9, 2017",7:30p,Atlanta Hawks,117,Orlando Magic,110,Atlanta Hawks,"12,719"
"Sat, Dec 9, 2017",8:00p,Chicago Bulls,104,New York Knicks,102,Chicago Bulls,"20,149"
"Sat, Dec 9, 2017",8:00p,Cleveland Cavaliers,105,Philadelphia 76ers,98,Cleveland Cavaliers,"20,562"
"Sat, Dec 9, 2017",8:30p,Milwaukee Bucks,117,Utah Jazz,100,Milwaukee Bucks,"16,675"
"Sat, Dec 9, 2017",9:00p,Memphis Grizzlies,101,Oklahoma City Thunder,102,Oklahoma City Thunder,"17,794"
"Sat, Dec 9, 2017",9:00p,Phoenix Suns,101,San Antonio Spurs,104,San Antonio Spurs,"16,575"
"Sat, Dec 9, 2017",10:00p,Portland Trail Blazers,117,Houston Rockets,124,Houston Rockets,"19,503"
"Sun, Dec 10, 2017",3:30p,Sacramento Kings,87,Toronto Raptors,102,Toronto Raptors,"17,583"
"Sun, Dec 10, 2017",4:00p,Detroit Pistons,81,Boston Celtics,91,Boston Celtics,"18,776"
"Sun, Dec 10, 2017",5:00p,Indiana Pacers,126,Denver Nuggets,116,Indiana Pacers,"14,587"
"Sun, Dec 10, 2017",7:00p,Minnesota Timberwolves,97,Dallas Mavericks,92,Minnesota Timberwolves,"13,094"
"Sun, Dec 10, 2017",7:00p,New Orleans Pelicans,131,Philadelphia 76ers,124,New Orleans Pelicans,"16,878"
"Sun, Dec 10, 2017",7:30p,New York Knicks,111,Atlanta Hawks,107,New York Knicks,"19,189"
"Mon, Dec 11, 2017",8:00p,Chicago Bulls,108,Boston Celtics,85,Chicago Bulls,"19,617"
"Mon, Dec 11, 2017",8:00p,Houston Rockets,130,New Orleans Pelicans,123,Houston Rockets,"18,055"
"Mon, Dec 11, 2017",8:00p,Memphis Grizzlies,82,Miami Heat,107,Miami Heat,"14,857"
"Mon, Dec 11, 2017",8:00p,Oklahoma City Thunder,103,Charlotte Hornets,116,Charlotte Hornets,"18,203"
"Mon, Dec 11, 2017",10:30p,Golden State Warriors,111,Portland Trail Blazers,104,Golden State Warriors,"19,596"
"Mon, Dec 11, 2017",10:30p,Los Angeles Clippers,96,Toronto Raptors,91,Los Angeles Clippers,"16,658"
"Tue, Dec 12, 2017",7:00p,Cleveland Cavaliers,123,Atlanta Hawks,114,Cleveland Cavaliers,"20,562"
"Tue, Dec 12, 2017",7:00p,Detroit Pistons,84,Denver Nuggets,103,Denver Nuggets,"15,480"
"Tue, Dec 12, 2017",7:00p,New York Knicks,113,Los Angeles Lakers,109,New York Knicks,"19,359"
"Tue, Dec 12, 2017",7:30p,Brooklyn Nets,103,Washington Wizards,98,Brooklyn Nets,"14,515"
"Tue, Dec 12, 2017",8:30p,Dallas Mavericks,95,San Antonio Spurs,89,Dallas Mavericks,"19,874"
"Tue, Dec 12, 2017",9:30p,Minnesota Timberwolves,112,Philadelphia 76ers,118,Philadelphia 76ers,"14,659"
"Tue, Dec 12, 2017",10:00p,Sacramento Kings,99,Phoenix Suns,92,Sacramento Kings,"17,583"
"Wed, Dec 13, 2017",7:00p,Indiana Pacers,95,Oklahoma City Thunder,100,Oklahoma City Thunder,"17,923"
"Wed, Dec 13, 2017",7:00p,Orlando Magic,95,Los Angeles Clippers,106,Los Angeles Clippers,"16,011"
"Wed, Dec 13, 2017",7:00p,Washington Wizards,93,Memphis Grizzlies,87,Washington Wizards,"15,297"
"Wed, Dec 13, 2017",7:30p,Boston Celtics,124,Denver Nuggets,118,Boston Celtics,"18,624"
"Wed, Dec 13, 2017",7:30p,Miami Heat,95,Portland Trail Blazers,102,Portland Trail Blazers,"19,600"
"Wed, Dec 13, 2017",8:00p,Chicago Bulls,103,Utah Jazz,100,Chicago Bulls,"18,102"
"Wed, Dec 13, 2017",8:00p,New Orleans Pelicans,115,Milwaukee Bucks,108,New Orleans Pelicans,"16,863"
"Wed, Dec 13, 2017",9:00p,Phoenix Suns,109,Toronto Raptors,115,Toronto Raptors,"15,517"
"Wed, Dec 13, 2017",9:30p,Houston Rockets,108,Charlotte Hornets,96,Houston Rockets,"16,509"
"Thu, Dec 14, 2017",7:30p,Atlanta Hawks,91,Detroit Pistons,105,Detroit Pistons,"13,548"
"Thu, Dec 14, 2017",7:30p,Brooklyn Nets,104,New York Knicks,111,New York Knicks,"17,732"
"Thu, Dec 14, 2017",8:00p,Cleveland Cavaliers,121,Los Angeles Lakers,112,Cleveland Cavaliers,"20,562"
"Thu, Dec 14, 2017",8:00p,Minnesota Timberwolves,119,Sacramento Kings,96,Minnesota Timberwolves,"11,126"
"Thu, Dec 14, 2017",10:30p,Golden State Warriors,112,Dallas Mavericks,97,Golden State Warriors,"19,596"
"Fri, Dec 15, 2017",7:00p,Charlotte Hornets,98,Miami Heat,104,Miami Heat,"15,565"
"Fri, Dec 15, 2017",7:00p,Indiana Pacers,98,Detroit Pistons,104,Detroit Pistons,"14,687"
"Fri, Dec 15, 2017",7:00p,Orlando Magic,88,Portland Trail Blazers,95,Portland Trail Blazers,"16,963"
"Fri, Dec 15, 2017",7:00p,Philadelphia 76ers,117,Oklahoma City Thunder,119,Oklahoma City Thunder,"20,612"
"Fri, Dec 15, 2017",7:00p,Washington Wizards,100,Los Angeles Clippers,91,Washington Wizards,"15,442"
"Fri, Dec 15, 2017",7:30p,Boston Celtics,95,Utah Jazz,107,Utah Jazz,"18,624"
"Fri, Dec 15, 2017",7:30p,Toronto Raptors,120,Brooklyn Nets,87,Toronto Raptors,"19,800"
"Fri, Dec 15, 2017",8:00p,Memphis Grizzlies,96,Atlanta Hawks,94,Memphis Grizzlies,"15,803"
"Fri, Dec 15, 2017",8:00p,Milwaukee Bucks,109,Chicago Bulls,115,Chicago Bulls,"16,921"
"Fri, Dec 15, 2017",9:00p,Denver Nuggets,117,New Orleans Pelicans,111,Denver Nuggets,"17,584"
"Fri, Dec 15, 2017",9:30p,Houston Rockets,124,San Antonio Spurs,109,Houston Rockets,"18,055"
"Sat, Dec 16, 2017",7:00p,Charlotte Hornets,91,Portland Trail Blazers,93,Portland Trail Blazers,"16,687"
"Sat, Dec 16, 2017",7:30p,Cleveland Cavaliers,109,Utah Jazz,100,Cleveland Cavaliers,"20,562"
"Sat, Dec 16, 2017",7:30p,New York Knicks,111,Oklahoma City Thunder,96,New York Knicks,"19,812"
"Sat, Dec 16, 2017",8:00p,Houston Rockets,115,Milwaukee Bucks,111,Houston Rockets,"18,055"
"Sat, Dec 16, 2017",8:00p,Miami Heat,90,Los Angeles Clippers,85,Miami Heat,"19,600"
"Sat, Dec 16, 2017",8:00p,Minnesota Timberwolves,106,Phoenix Suns,108,Phoenix Suns,"18,109"
"Sat, Dec 16, 2017",8:30p,San Antonio Spurs,98,Dallas Mavericks,96,San Antonio Spurs,"18,418"
"Sat, Dec 16, 2017",9:00p,Memphis Grizzlies,93,Boston Celtics,102,Boston Celtics,"17,794"
"Sun, Dec 17, 2017",3:30p,Toronto Raptors,108,Sacramento Kings,93,Toronto Raptors,"19,800"
"Sun, Dec 17, 2017",4:00p,Detroit Pistons,114,Orlando Magic,110,Detroit Pistons,"16,312"
"Sun, Dec 17, 2017",6:00p,Brooklyn Nets,97,Indiana Pacers,109,Indiana Pacers,"13,934"
"Sun, Dec 17, 2017",6:00p,Washington Wizards,99,Cleveland Cavaliers,106,Cleveland Cavaliers,"20,356"
"Mon, Dec 18, 2017",7:00p,Charlotte Hornets,109,New York Knicks,91,Charlotte Hornets,"15,386"
"Mon, Dec 18, 2017",7:00p,Indiana Pacers,111,Boston Celtics,112,Boston Celtics,"16,055"
"Mon, Dec 18, 2017",7:30p,Atlanta Hawks,110,Miami Heat,104,Atlanta Hawks,"14,227"
"Mon, Dec 18, 2017",8:00p,Chicago Bulls,117,Philadelphia 76ers,115,Chicago Bulls,"20,796"
"Mon, Dec 18, 2017",8:00p,Houston Rockets,120,Utah Jazz,99,Houston Rockets,"18,055"
"Mon, Dec 18, 2017",8:00p,Minnesota Timberwolves,108,Portland Trail Blazers,107,Minnesota Timberwolves,"14,187"
"Mon, Dec 18, 2017",8:00p,Oklahoma City Thunder,95,Denver Nuggets,94,Oklahoma City Thunder,"18,203"
"Mon, Dec 18, 2017",8:30p,Dallas Mavericks,91,Phoenix Suns,97,Phoenix Suns,"19,245"
"Mon, Dec 18, 2017",8:30p,San Antonio Spurs,109,Los Angeles Clippers,91,San Antonio Spurs,"18,418"
"Mon, Dec 18, 2017",10:30p,Los Angeles Lakers,114,Golden State Warriors,116,Golden State Warriors,"18,997"
"Tue, Dec 19, 2017",7:00p,Philadelphia 76ers,95,Sacramento Kings,101,Sacramento Kings,"20,558"
"Tue, Dec 19, 2017",7:00p,Washington Wizards,116,New Orleans Pelicans,106,Washington Wizards,"16,529"
"Tue, Dec 19, 2017",8:00p,Milwaukee Bucks,119,Cleveland Cavaliers,116,Milwaukee Bucks,"18,717"
"Wed, Dec 20, 2017",7:00p,Charlotte Hornets,111,Toronto Raptors,129,Toronto Raptors,"15,023"
"Wed, Dec 20, 2017",7:30p,Atlanta Hawks,95,Indiana Pacers,105,Indiana Pacers,"14,830"
"Wed, Dec 20, 2017",7:30p,Boston Celtics,89,Miami Heat,90,Miami Heat,"18,624"
"Wed, Dec 20, 2017",7:30p,Brooklyn Nets,99,Sacramento Kings,104,Sacramento Kings,"13,179"
"Wed, Dec 20, 2017",8:00p,Chicago Bulls,112,Orlando Magic,94,Chicago Bulls,"20,285"
"Wed, Dec 20, 2017",8:00p,Houston Rockets,116,Los Angeles Lakers,122,Los Angeles Lakers,"18,055"
"Wed, Dec 20, 2017",8:00p,Oklahoma City Thunder,107,Utah Jazz,79,Oklahoma City Thunder,"18,203"
"Wed, Dec 20, 2017",8:30p,Dallas Mavericks,110,Detroit Pistons,93,Dallas Mavericks,"19,580"
"Wed, Dec 20, 2017",9:00p,Denver Nuggets,104,Minnesota Timberwolves,112,Minnesota Timberwolves,"17,002"
"Wed, Dec 20, 2017",10:00p,Portland Trail Blazers,91,San Antonio Spurs,93,San Antonio Spurs,"19,393"
"Wed, Dec 20, 2017",10:30p,Golden State Warriors,97,Memphis Grizzlies,84,Golden State Warriors,"19,596"
"Wed, Dec 20, 2017",10:30p,Los Angeles Clippers,108,Phoenix Suns,95,Los Angeles Clippers,"17,151"
"Thu, Dec 21, 2017",7:00p,Cleveland Cavaliers,115,Chicago Bulls,112,Cleveland Cavaliers,"20,562"
"Thu, Dec 21, 2017",7:00p,Philadelphia 76ers,109,Toronto Raptors,114,Toronto Raptors,"20,680"
"Thu, Dec 21, 2017",8:00p,New York Knicks,102,Boston Celtics,93,New York Knicks,"19,812"
"Thu, Dec 21, 2017",9:00p,Phoenix Suns,97,Memphis Grizzlies,95,Phoenix Suns,"16,339"
"Thu, Dec 21, 2017",10:30p,Utah Jazz,100,San Antonio Spurs,89,Utah Jazz,"18,306"
"Fri, Dec 22, 2017",7:00p,Detroit Pistons,104,New York Knicks,101,Detroit Pistons,"16,922"
"Fri, Dec 22, 2017",7:00p,Orlando Magic,97,New Orleans Pelicans,111,New Orleans Pelicans,"18,846"
