Date,Start Time,Home,Home Points,Visitor,Visitor Points,Winner,Attendance
"Tue, Dec 27, 2016",10:30p,Los Angeles Lakers,100,Utah Jazz,102,Utah Jazz,"18,997"
"Wed, Dec 28, 2016",7:00p,Orlando Magic,101,Charlotte Hornets,120,Charlotte Hornets,"18,273"
"Wed, Dec 28, 2016",7:00p,Washington Wizards,111,Indiana Pacers,105,Washington Wizards,"16,172"
"Wed, Dec 28, 2016",7:30p,Atlanta Hawks,102,New York Knicks,98,Atlanta Hawks,"19,066"
"Wed, Dec 28, 2016",7:30p,Detroit Pistons,94,Milwaukee Bucks,119,Milwaukee Bucks,"17,222"
"Wed, Dec 28, 2016",8:00p,Chicago Bulls,101,Brooklyn Nets,99,Chicago Bulls,"21,957"
"Wed, Dec 28, 2016",8:00p,New Orleans Pelicans,102,Los Angeles Clippers,98,New Orleans Pelicans,"16,647"
"Wed, Dec 28, 2016",8:30p,San Antonio Spurs,119,Phoenix Suns,98,San Antonio Spurs,"18,418"
"Wed, Dec 28, 2016",9:00p,Denver Nuggets,105,Minnesota Timberwolves,103,Denver Nuggets,"15,093"
"Wed, Dec 28, 2016",10:00p,Portland Trail Blazers,102,Sacramento Kings,89,Portland Trail Blazers,"19,665"
"Wed, Dec 28, 2016",10:30p,Golden State Warriors,121,Toronto Raptors,111,Golden State Warriors,"19,596"
"Thu, Dec 29, 2016",7:00p,Charlotte Hornets,91,Miami Heat,82,Charlotte Hornets,"19,471"
"Thu, Dec 29, 2016",8:00p,Cleveland Cavaliers,124,Boston Celtics,118,Cleveland Cavaliers,"20,562"
"Thu, Dec 29, 2016",8:00p,Memphis Grizzlies,114,Oklahoma City Thunder,80,Memphis Grizzlies,"18,119"
"Thu, Dec 29, 2016",9:00p,Phoenix Suns,99,Toronto Raptors,91,Phoenix Suns,"18,055"
"Thu, Dec 29, 2016",9:00p,Utah Jazz,100,Philadelphia 76ers,83,Utah Jazz,"19,911"
"Thu, Dec 29, 2016",10:30p,Los Angeles Lakers,89,Dallas Mavericks,101,Dallas Mavericks,"18,997"
"Fri, Dec 30, 2016",4:00p,Indiana Pacers,111,Chicago Bulls,101,Indiana Pacers,"17,923"
"Fri, Dec 30, 2016",7:00p,Washington Wizards,118,Brooklyn Nets,95,Washington Wizards,"16,461"
"Fri, Dec 30, 2016",7:30p,Boston Celtics,117,Miami Heat,114,Boston Celtics,"18,624"
"Fri, Dec 30, 2016",8:00p,Atlanta Hawks,105,Detroit Pistons,98,Atlanta Hawks,"19,009"
"Fri, Dec 30, 2016",8:00p,Houston Rockets,140,Los Angeles Clippers,116,Houston Rockets,"18,055"
"Fri, Dec 30, 2016",8:00p,Minnesota Timberwolves,116,Milwaukee Bucks,99,Minnesota Timberwolves,"17,779"
"Fri, Dec 30, 2016",8:00p,New Orleans Pelicans,104,New York Knicks,92,New Orleans Pelicans,"18,124"
"Fri, Dec 30, 2016",8:30p,San Antonio Spurs,110,Portland Trail Blazers,94,San Antonio Spurs,"18,418"
"Fri, Dec 30, 2016",9:00p,Denver Nuggets,122,Philadelphia 76ers,124,Philadelphia 76ers,"13,619"
"Fri, Dec 30, 2016",10:30p,Golden State Warriors,108,Dallas Mavericks,99,Golden State Warriors,"19,596"
"Sat, Dec 31, 2016",5:00p,Sacramento Kings,98,Memphis Grizzlies,112,Memphis Grizzlies,"17,608"
"Sat, Dec 31, 2016",7:00p,Chicago Bulls,96,Milwaukee Bucks,116,Milwaukee Bucks,"21,838"
"Sat, Dec 31, 2016",7:00p,Charlotte Hornets,109,Cleveland Cavaliers,121,Cleveland Cavaliers,"19,519"
"Sat, Dec 31, 2016",8:00p,Houston Rockets,129,New York Knicks,122,Houston Rockets,"18,055"
"Sat, Dec 31, 2016",8:00p,Oklahoma City Thunder,114,Los Angeles Clippers,88,Oklahoma City Thunder,"18,203"
"Sat, Dec 31, 2016",8:00p,Utah Jazz,91,Phoenix Suns,86,Utah Jazz,"19,911"
"Sun, Jan 1, 2017",6:00p,Atlanta Hawks,114,San Antonio Spurs,112,Atlanta Hawks,"18,088"
"Sun, Jan 1, 2017",6:00p,Indiana Pacers,117,Orlando Magic,104,Indiana Pacers,"17,530"
"Sun, Jan 1, 2017",6:00p,Miami Heat,98,Detroit Pistons,107,Detroit Pistons,"19,844"
"Sun, Jan 1, 2017",7:00p,Minnesota Timberwolves,89,Portland Trail Blazers,95,Portland Trail Blazers,"15,804"
"Sun, Jan 1, 2017",9:30p,Los Angeles Lakers,114,Toronto Raptors,123,Toronto Raptors,"18,997"
"Mon, Jan 2, 2017",7:00p,Cleveland Cavaliers,90,New Orleans Pelicans,82,Cleveland Cavaliers,"20,562"
"Mon, Jan 2, 2017",7:00p,Milwaukee Bucks,98,Oklahoma City Thunder,94,Milwaukee Bucks,"17,423"
"Mon, Jan 2, 2017",7:30p,Brooklyn Nets,89,Utah Jazz,101,Utah Jazz,"15,634"
"Mon, Jan 2, 2017",7:30p,New York Knicks,103,Orlando Magic,115,Orlando Magic,"19,812"
"Mon, Jan 2, 2017",8:00p,Chicago Bulls,118,Charlotte Hornets,111,Chicago Bulls,"21,612"
"Mon, Jan 2, 2017",8:00p,Houston Rockets,101,Washington Wizards,91,Houston Rockets,"16,569"
"Mon, Jan 2, 2017",10:30p,Golden State Warriors,127,Denver Nuggets,119,Golden State Warriors,"19,596"
"Mon, Jan 2, 2017",10:30p,Los Angeles Clippers,109,Phoenix Suns,98,Los Angeles Clippers,"19,060"
"Tue, Jan 3, 2017",7:00p,Philadelphia 76ers,93,Minnesota Timberwolves,91,Philadelphia 76ers,"17,124"
"Tue, Jan 3, 2017",7:30p,Boston Celtics,115,Utah Jazz,104,Boston Celtics,"18,624"
"Tue, Jan 3, 2017",7:30p,Detroit Pistons,116,Indiana Pacers,121,Indiana Pacers,"13,435"
"Tue, Jan 3, 2017",8:30p,Dallas Mavericks,113,Washington Wizards,105,Dallas Mavericks,"19,318"
"Tue, Jan 3, 2017",8:30p,San Antonio Spurs,110,Toronto Raptors,82,San Antonio Spurs,"18,418"
"Tue, Jan 3, 2017",9:00p,Denver Nuggets,113,Sacramento Kings,120,Sacramento Kings,"11,018"
"Tue, Jan 3, 2017",9:00p,Phoenix Suns,99,Miami Heat,90,Phoenix Suns,"16,772"
"Tue, Jan 3, 2017",10:30p,Los Angeles Lakers,116,Memphis Grizzlies,102,Los Angeles Lakers,"18,997"
"Wed, Jan 4, 2017",7:00p,Charlotte Hornets,123,Oklahoma City Thunder,112,Charlotte Hornets,"18,418"
"Wed, Jan 4, 2017",7:00p,Orlando Magic,92,Atlanta Hawks,111,Atlanta Hawks,"18,846"
"Wed, Jan 4, 2017",7:30p,New York Knicks,104,Milwaukee Bucks,105,Milwaukee Bucks,"19,812"
"Wed, Jan 4, 2017",8:00p,Cleveland Cavaliers,94,Chicago Bulls,106,Chicago Bulls,"20,562"
"Wed, Jan 4, 2017",10:30p,Golden State Warriors,125,Portland Trail Blazers,117,Golden State Warriors,"19,596"
"Wed, Jan 4, 2017",10:30p,Los Angeles Clippers,115,Memphis Grizzlies,106,Los Angeles Clippers,"19,060"
"Wed, Jan 4, 2017",10:30p,Sacramento Kings,102,Miami Heat,107,Miami Heat,"17,608"
"Thu, Jan 5, 2017",7:00p,Indiana Pacers,121,Brooklyn Nets,109,Indiana Pacers,"16,421"
"Thu, Jan 5, 2017",7:30p,Detroit Pistons,115,Charlotte Hornets,114,Detroit Pistons,"13,723"
"Thu, Jan 5, 2017",7:30p,Toronto Raptors,101,Utah Jazz,93,Toronto Raptors,"19,800"
"Thu, Jan 5, 2017",8:00p,Houston Rockets,118,Oklahoma City Thunder,116,Houston Rockets,"18,055"
"Thu, Jan 5, 2017",8:00p,New Orleans Pelicans,94,Atlanta Hawks,99,Atlanta Hawks,"15,003"
"Thu, Jan 5, 2017",8:30p,Dallas Mavericks,95,Phoenix Suns,102,Phoenix Suns,"19,570"
"Thu, Jan 5, 2017",9:00p,Denver Nuggets,99,San Antonio Spurs,127,San Antonio Spurs,"14,391"
"Thu, Jan 5, 2017",10:30p,Portland Trail Blazers,118,Los Angeles Lakers,109,Portland Trail Blazers,"19,403"
"Fri, Jan 6, 2017",7:00p,Orlando Magic,93,Houston Rockets,100,Houston Rockets,"19,272"
"Fri, Jan 6, 2017",7:00p,Washington Wizards,112,Minnesota Timberwolves,105,Washington Wizards,"18,686"
"Fri, Jan 6, 2017",7:30p,Boston Celtics,110,Philadelphia 76ers,106,Boston Celtics,"18,624"
"Fri, Jan 6, 2017",7:30p,Brooklyn Nets,108,Cleveland Cavaliers,116,Cleveland Cavaliers,"17,732"
"Fri, Jan 6, 2017",8:00p,Milwaukee Bucks,111,New York Knicks,116,New York Knicks,"18,717"
"Fri, Jan 6, 2017",10:30p,Golden State Warriors,119,Memphis Grizzlies,128,Memphis Grizzlies,"19,596"
"Fri, Jan 6, 2017",10:30p,Los Angeles Lakers,127,Miami Heat,100,Los Angeles Lakers,"18,997"
"Fri, Jan 6, 2017",10:30p,Sacramento Kings,98,Los Angeles Clippers,106,Los Angeles Clippers,"17,608"
"Sat, Jan 7, 2017",7:00p,Indiana Pacers,123,New York Knicks,109,Indiana Pacers,"17,367"
"Sat, Jan 7, 2017",7:30p,Boston Celtics,117,New Orleans Pelicans,108,Boston Celtics,"18,624"
"Sat, Jan 7, 2017",8:00p,Chicago Bulls,123,Toronto Raptors,118,Chicago Bulls,"21,195"
"Sat, Jan 7, 2017",8:00p,Minnesota Timberwolves,92,Utah Jazz,94,Utah Jazz,"13,945"
"Sat, Jan 7, 2017",8:00p,Oklahoma City Thunder,121,Denver Nuggets,106,Oklahoma City Thunder,"18,203"
"Sat, Jan 7, 2017",8:30p,Dallas Mavericks,82,Atlanta Hawks,97,Atlanta Hawks,"19,655"
"Sat, Jan 7, 2017",8:30p,San Antonio Spurs,102,Charlotte Hornets,85,San Antonio Spurs,"18,418"
"Sun, Jan 8, 2017",12:00p,Brooklyn Nets,95,Philadelphia 76ers,105,Philadelphia 76ers,"16,123"
"Sun, Jan 8, 2017",2:00p,Milwaukee Bucks,101,Washington Wizards,107,Washington Wizards,"15,311"
"Sun, Jan 8, 2017",3:30p,Los Angeles Clippers,98,Miami Heat,86,Los Angeles Clippers,"19,060"
"Sun, Jan 8, 2017",6:00p,Toronto Raptors,122,Houston Rockets,129,Houston Rockets,"19,800"
"Sun, Jan 8, 2017",8:00p,Memphis Grizzlies,88,Utah Jazz,79,Memphis Grizzlies,"16,112"
"Sun, Jan 8, 2017",8:30p,Phoenix Suns,116,Cleveland Cavaliers,120,Cleveland Cavaliers,"18,055"
"Sun, Jan 8, 2017",9:00p,Portland Trail Blazers,124,Detroit Pistons,125,Detroit Pistons,"13,506"
"Sun, Jan 8, 2017",9:00p,Sacramento Kings,106,Golden State Warriors,117,Golden State Warriors,"17,608"
"Sun, Jan 8, 2017",9:30p,Los Angeles Lakers,111,Orlando Magic,95,Los Angeles Lakers,"18,997"
"Mon, Jan 9, 2017",7:30p,New York Knicks,96,New Orleans Pelicans,110,New Orleans Pelicans,"19,812"
"Mon, Jan 9, 2017",8:00p,Chicago Bulls,94,Oklahoma City Thunder,109,Oklahoma City Thunder,"21,923"
"Mon, Jan 9, 2017",8:00p,Minnesota Timberwolves,101,Dallas Mavericks,92,Minnesota Timberwolves,"9,625"
"Tue, Jan 10, 2017",7:00p,Washington Wizards,101,Chicago Bulls,99,Washington Wizards,"14,361"
"Tue, Jan 10, 2017",7:30p,Brooklyn Nets,97,Atlanta Hawks,117,Atlanta Hawks,"13,279"
"Tue, Jan 10, 2017",7:30p,Toronto Raptors,114,Boston Celtics,106,Toronto Raptors,"19,800"
"Tue, Jan 10, 2017",8:00p,Houston Rockets,121,Charlotte Hornets,114,Houston Rockets,"16,196"
"Tue, Jan 10, 2017",8:30p,San Antonio Spurs,107,Milwaukee Bucks,109,Milwaukee Bucks,"18,418"
"Tue, Jan 10, 2017",9:00p,Utah Jazz,100,Cleveland Cavaliers,92,Utah Jazz,"19,911"
"Tue, Jan 10, 2017",10:30p,Golden State Warriors,107,Miami Heat,95,Golden State Warriors,"19,596"
"Tue, Jan 10, 2017",10:30p,Los Angeles Lakers,87,Portland Trail Blazers,108,Portland Trail Blazers,"18,483"
"Tue, Jan 10, 2017",10:30p,Sacramento Kings,100,Detroit Pistons,94,Sacramento Kings,"17,608"
"Wed, Jan 11, 2017",7:00p,Philadelphia 76ers,98,New York Knicks,97,Philadelphia 76ers,"18,755"
"Wed, Jan 11, 2017",8:00p,Boston Celtics,117,Washington Wizards,108,Boston Celtics,"18,624"
"Wed, Jan 11, 2017",8:00p,Minnesota Timberwolves,119,Houston Rockets,105,Minnesota Timberwolves,"13,858"
"Wed, Jan 11, 2017",8:00p,Oklahoma City Thunder,103,Memphis Grizzlies,95,Oklahoma City Thunder,"18,203"
"Wed, Jan 11, 2017",10:30p,Los Angeles Clippers,105,Orlando Magic,96,Los Angeles Clippers,"19,060"
"Wed, Jan 11, 2017",10:30p,Portland Trail Blazers,102,Cleveland Cavaliers,86,Portland Trail Blazers,"19,393"
"Thu, Jan 12, 2017",3:00p,Denver Nuggets,140,Indiana Pacers,112,Denver Nuggets,"18,689"
"Thu, Jan 12, 2017",7:30p,Brooklyn Nets,95,New Orleans Pelicans,104,New Orleans Pelicans,"14,352"
"Thu, Jan 12, 2017",8:00p,New York Knicks,104,Chicago Bulls,89,New York Knicks,"19,812"
"Thu, Jan 12, 2017",8:30p,San Antonio Spurs,134,Los Angeles Lakers,94,San Antonio Spurs,"18,418"
"Thu, Jan 12, 2017",10:00p,Phoenix Suns,108,Dallas Mavericks,113,Dallas Mavericks,"19,874"
"Thu, Jan 12, 2017",10:30p,Golden State Warriors,127,Detroit Pistons,107,Golden State Warriors,"19,596"
"Fri, Jan 13, 2017",7:00p,Philadelphia 76ers,102,Charlotte Hornets,93,Philadelphia 76ers,"18,215"
"Fri, Jan 13, 2017",7:30p,Toronto Raptors,132,Brooklyn Nets,113,Toronto Raptors,"19,800"
"Fri, Jan 13, 2017",8:00p,Atlanta Hawks,101,Boston Celtics,103,Boston Celtics,"18,216"
"Fri, Jan 13, 2017",8:00p,Houston Rockets,105,Memphis Grizzlies,110,Memphis Grizzlies,"18,055"
"Fri, Jan 13, 2017",8:00p,Milwaukee Bucks,116,Miami Heat,108,Milwaukee Bucks,"17,483"
"Fri, Jan 13, 2017",8:00p,Minnesota Timberwolves,96,Oklahoma City Thunder,86,Minnesota Timberwolves,"16,644"
"Fri, Jan 13, 2017",10:00p,Portland Trail Blazers,109,Orlando Magic,115,Orlando Magic,"19,344"
"Fri, Jan 13, 2017",10:30p,Sacramento Kings,108,Cleveland Cavaliers,120,Cleveland Cavaliers,"17,608"
"Fri, Jan 13, 2017",10:30p,Utah Jazz,110,Detroit Pistons,77,Utah Jazz,"19,911"
"Sat, Jan 14, 2017",3:30p,Los Angeles Clippers,113,Los Angeles Lakers,97,Los Angeles Clippers,"19,060"
"Sat, Jan 14, 2017",5:00p,Chicago Bulls,107,New Orleans Pelicans,99,Chicago Bulls,"21,916"
"Sat, Jan 14, 2017",6:00p,Phoenix Suns,108,San Antonio Spurs,105,Phoenix Suns,"20,532"
"Sat, Jan 14, 2017",8:00p,Washington Wizards,109,Philadelphia 76ers,93,Washington Wizards,"17,880"
"Sat, Jan 14, 2017",9:00p,Utah Jazz,114,Orlando Magic,107,Utah Jazz,"19,911"
"Sun, Jan 15, 2017",2:00p,Dallas Mavericks,98,Minnesota Timberwolves,87,Dallas Mavericks,"19,655"
"Sun, Jan 15, 2017",3:00p,Atlanta Hawks,111,Milwaukee Bucks,98,Atlanta Hawks,"14,231"
"Sun, Jan 15, 2017",3:00p,Toronto Raptors,116,New York Knicks,101,Toronto Raptors,"19,800"
"Sun, Jan 15, 2017",6:00p,Brooklyn Nets,112,Houston Rockets,137,Houston Rockets,"17,732"
"Sun, Jan 15, 2017",9:00p,Memphis Grizzlies,104,Chicago Bulls,108,Chicago Bulls,"18,119"
"Sun, Jan 15, 2017",9:00p,Sacramento Kings,118,Oklahoma City Thunder,122,Oklahoma City Thunder,"17,608"
"Sun, Jan 15, 2017",9:30p,Los Angeles Lakers,97,Detroit Pistons,102,Detroit Pistons,"18,997"
"Mon, Jan 16, 2017",1:00p,New York Knicks,107,Atlanta Hawks,108,Atlanta Hawks,"19,812"
"Mon, Jan 16, 2017",2:00p,Washington Wizards,120,Portland Trail Blazers,101,Washington Wizards,"17,395"
"Mon, Jan 16, 2017",3:30p,Milwaukee Bucks,104,Philadelphia 76ers,113,Philadelphia 76ers,"13,261"
"Mon, Jan 16, 2017",4:00p,Indiana Pacers,98,New Orleans Pelicans,95,Indiana Pacers,"15,525"
"Mon, Jan 16, 2017",5:00p,Denver Nuggets,125,Orlando Magic,112,Denver Nuggets,"11,217"
"Mon, Jan 16, 2017",7:30p,Boston Celtics,108,Charlotte Hornets,98,Boston Celtics,"18,624"
"Mon, Jan 16, 2017",8:00p,Golden State Warriors,126,Cleveland Cavaliers,91,Golden State Warriors,"19,596"
"Mon, Jan 16, 2017",9:00p,Phoenix Suns,101,Utah Jazz,106,Utah Jazz,"16,767"
"Mon, Jan 16, 2017",10:30p,Los Angeles Clippers,120,Oklahoma City Thunder,98,Los Angeles Clippers,"19,060"
"Tue, Jan 17, 2017",7:30p,Brooklyn Nets,109,Toronto Raptors,119,Toronto Raptors,"12,874"
"Tue, Jan 17, 2017",7:30p,Miami Heat,109,Houston Rockets,103,Miami Heat,"19,600"
"Tue, Jan 17, 2017",8:00p,Chicago Bulls,98,Dallas Mavericks,99,Dallas Mavericks,"21,294"
"Tue, Jan 17, 2017",8:30p,San Antonio Spurs,122,Minnesota Timberwolves,114,San Antonio Spurs,"18,418"
"Tue, Jan 17, 2017",10:30p,Los Angeles Lakers,121,Denver Nuggets,127,Denver Nuggets,"18,412"
"Wed, Jan 18, 2017",7:00p,Charlotte Hornets,107,Portland Trail Blazers,85,Charlotte Hornets,"15,451"
"Wed, Jan 18, 2017",7:00p,Philadelphia 76ers,94,Toronto Raptors,89,Philadelphia 76ers,"17,223"
"Wed, Jan 18, 2017",7:00p,Washington Wizards,104,Memphis Grizzlies,101,Washington Wizards,"15,079"
"Wed, Jan 18, 2017",7:30p,Boston Celtics,106,New York Knicks,117,New York Knicks,"18,624"
"Wed, Jan 18, 2017",8:00p,Detroit Pistons,118,Atlanta Hawks,95,Detroit Pistons,"15,159"
"Wed, Jan 18, 2017",8:00p,Houston Rockets,111,Milwaukee Bucks,92,Houston Rockets,"15,782"
"Wed, Jan 18, 2017",8:00p,New Orleans Pelicans,118,Orlando Magic,98,New Orleans Pelicans,"15,818"
"Wed, Jan 18, 2017",10:30p,Golden State Warriors,121,Oklahoma City Thunder,100,Golden State Warriors,"19,596"
"Wed, Jan 18, 2017",10:30p,Sacramento Kings,100,Indiana Pacers,106,Indiana Pacers,"17,608"
"Thu, Jan 19, 2017",7:00p,Cleveland Cavaliers,118,Phoenix Suns,103,Cleveland Cavaliers,"20,562"
"Thu, Jan 19, 2017",7:30p,Miami Heat,99,Dallas Mavericks,95,Miami Heat,"19,600"
"Thu, Jan 19, 2017",8:00p,New York Knicks,110,Washington Wizards,113,Washington Wizards,"19,812"
"Thu, Jan 19, 2017",8:30p,San Antonio Spurs,118,Denver Nuggets,104,San Antonio Spurs,"18,418"
"Thu, Jan 19, 2017",10:30p,Los Angeles Clippers,101,Minnesota Timberwolves,104,Minnesota Timberwolves,"19,060"
"Fri, Jan 20, 2017",7:00p,Charlotte Hornets,113,Toronto Raptors,78,Charlotte Hornets,"18,378"
"Fri, Jan 20, 2017",7:00p,Orlando Magic,112,Milwaukee Bucks,96,Orlando Magic,"19,307"
"Fri, Jan 20, 2017",7:00p,Philadelphia 76ers,93,Portland Trail Blazers,92,Philadelphia 76ers,"19,476"
"Fri, Jan 20, 2017",8:00p,Atlanta Hawks,102,Chicago Bulls,93,Atlanta Hawks,"16,328"
"Fri, Jan 20, 2017",8:00p,Houston Rockets,108,Golden State Warriors,125,Golden State Warriors,"18,055"
"Fri, Jan 20, 2017",8:00p,Memphis Grizzlies,107,Sacramento Kings,91,Memphis Grizzlies,"16,991"
"Fri, Jan 20, 2017",8:00p,New Orleans Pelicans,114,Brooklyn Nets,143,Brooklyn Nets,"17,004"
"Fri, Jan 20, 2017",8:30p,Dallas Mavericks,107,Utah Jazz,112,Utah Jazz,"19,421"
"Fri, Jan 20, 2017",10:30p,Los Angeles Lakers,108,Indiana Pacers,95,Los Angeles Lakers,"18,997"
"Sat, Jan 21, 2017",5:00p,Boston Celtics,123,Portland Trail Blazers,127,Portland Trail Blazers,"18,624"
"Sat, Jan 21, 2017",6:00p,Detroit Pistons,113,Washington Wizards,112,Detroit Pistons,"18,231"
"Sat, Jan 21, 2017",7:00p,Atlanta Hawks,110,Philadelphia 76ers,93,Atlanta Hawks,"15,116"
"Sat, Jan 21, 2017",7:00p,Charlotte Hornets,112,Brooklyn Nets,105,Charlotte Hornets,"18,583"
"Sat, Jan 21, 2017",7:30p,Miami Heat,109,Milwaukee Bucks,97,Miami Heat,"19,600"
"Sat, Jan 21, 2017",7:30p,New York Knicks,105,Phoenix Suns,107,Phoenix Suns,"19,812"
"Sat, Jan 21, 2017",8:00p,Memphis Grizzlies,95,Houston Rockets,119,Houston Rockets,"18,119"
"Sat, Jan 21, 2017",8:30p,Cleveland Cavaliers,115,San Antonio Spurs,118,San Antonio Spurs,"20,562"
"Sat, Jan 21, 2017",9:00p,Chicago Bulls,102,Sacramento Kings,99,Chicago Bulls,"21,606"
"Sat, Jan 21, 2017",9:00p,Denver Nuggets,123,Los Angeles Clippers,98,Denver Nuggets,"16,056"
"Sat, Jan 21, 2017",9:00p,Utah Jazz,109,Indiana Pacers,100,Utah Jazz,"19,911"
"Sun, Jan 22, 2017",12:00p,Orlando Magic,98,Golden State Warriors,118,Golden State Warriors,"18,846"
"Sun, Jan 22, 2017",3:30p,Dallas Mavericks,122,Los Angeles Lakers,73,Dallas Mavericks,"19,484"
"Sun, Jan 22, 2017",6:00p,Toronto Raptors,103,Phoenix Suns,115,Phoenix Suns,"19,800"
"Sun, Jan 22, 2017",7:00p,Minnesota Timberwolves,111,Denver Nuggets,108,Minnesota Timberwolves,"12,788"
"Mon, Jan 23, 2017",7:00p,Charlotte Hornets,99,Washington Wizards,109,Washington Wizards,"15,285"
"Mon, Jan 23, 2017",7:30p,Atlanta Hawks,105,Los Angeles Clippers,115,Los Angeles Clippers,"12,853"
"Mon, Jan 23, 2017",7:30p,Brooklyn Nets,86,San Antonio Spurs,112,San Antonio Spurs,"16,643"
"Mon, Jan 23, 2017",7:30p,Detroit Pistons,104,Sacramento Kings,109,Sacramento Kings,"14,017"
"Mon, Jan 23, 2017",7:30p,Miami Heat,105,Golden State Warriors,102,Miami Heat,"19,600"
"Mon, Jan 23, 2017",8:00p,Indiana Pacers,103,New York Knicks,109,New York Knicks,"16,015"
"Mon, Jan 23, 2017",8:00p,Milwaukee Bucks,127,Houston Rockets,114,Milwaukee Bucks,"14,016"
"Mon, Jan 23, 2017",8:00p,New Orleans Pelicans,124,Cleveland Cavaliers,122,New Orleans Pelicans,"17,758"
"Mon, Jan 23, 2017",9:00p,Utah Jazz,95,Oklahoma City Thunder,97,Oklahoma City Thunder,"19,911"
"Tue, Jan 24, 2017",7:00p,Orlando Magic,92,Chicago Bulls,100,Chicago Bulls,"18,846"
"Tue, Jan 24, 2017",7:00p,Philadelphia 76ers,121,Los Angeles Clippers,110,Philadelphia 76ers,"17,591"
"Tue, Jan 24, 2017",7:00p,Toronto Raptors,106,San Antonio Spurs,108,San Antonio Spurs,"19,800"
"Tue, Jan 24, 2017",7:00p,Washington Wizards,123,Boston Celtics,108,Washington Wizards,"16,387"
"Tue, Jan 24, 2017",9:00p,Denver Nuggets,103,Utah Jazz,93,Denver Nuggets,"10,867"
"Tue, Jan 24, 2017",9:00p,Phoenix Suns,111,Minnesota Timberwolves,112,Minnesota Timberwolves,"17,241"
"Wed, Jan 25, 2017",7:00p,Cleveland Cavaliers,112,Sacramento Kings,116,Sacramento Kings,"20,562"
"Wed, Jan 25, 2017",7:30p,Boston Celtics,120,Houston Rockets,109,Boston Celtics,"18,624"
"Wed, Jan 25, 2017",7:30p,Brooklyn Nets,106,Miami Heat,109,Miami Heat,"14,929"
"Wed, Jan 25, 2017",8:00p,Chicago Bulls,114,Atlanta Hawks,119,Atlanta Hawks,"21,445"
"Wed, Jan 25, 2017",8:00p,Charlotte Hornets,103,Golden State Warriors,113,Golden State Warriors,"19,639"
"Wed, Jan 25, 2017",8:00p,Memphis Grizzlies,101,Toronto Raptors,99,Memphis Grizzlies,"15,904"
"Wed, Jan 25, 2017",8:00p,Milwaukee Bucks,109,Philadelphia 76ers,114,Philadelphia 76ers,"13,663"
"Wed, Jan 25, 2017",8:00p,New Orleans Pelicans,105,Oklahoma City Thunder,114,Oklahoma City Thunder,"15,277"
"Wed, Jan 25, 2017",8:30p,Dallas Mavericks,103,New York Knicks,95,Dallas Mavericks,"19,750"
"Wed, Jan 25, 2017",10:30p,Portland Trail Blazers,105,Los Angeles Lakers,98,Portland Trail Blazers,"19,393"
"Thu, Jan 26, 2017",8:00p,Minnesota Timberwolves,103,Indiana Pacers,109,Indiana Pacers,"14,862"
"Thu, Jan 26, 2017",8:00p,Oklahoma City Thunder,109,Dallas Mavericks,98,Oklahoma City Thunder,"18,203"
"Thu, Jan 26, 2017",9:00p,Denver Nuggets,127,Phoenix Suns,120,Denver Nuggets,"12,231"
"Thu, Jan 26, 2017",10:30p,Utah Jazz,96,Los Angeles Lakers,88,Utah Jazz,"19,911"
"Fri, Jan 27, 2017",7:00p,Indiana Pacers,115,Sacramento Kings,111,Indiana Pacers,"17,522"
"Fri, Jan 27, 2017",7:30p,Boston Celtics,128,Orlando Magic,98,Boston Celtics,"18,624"
"Fri, Jan 27, 2017",7:30p,Cleveland Cavaliers,124,Brooklyn Nets,116,Cleveland Cavaliers,"20,562"
"Fri, Jan 27, 2017",7:30p,New York Knicks,110,Charlotte Hornets,107,New York Knicks,"19,812"
"Fri, Jan 27, 2017",7:30p,Toronto Raptors,102,Milwaukee Bucks,86,Toronto Raptors,"19,800"
"Fri, Jan 27, 2017",8:00p,Atlanta Hawks,86,Washington Wizards,112,Washington Wizards,"16,968"
"Fri, Jan 27, 2017",8:00p,Chicago Bulls,88,Miami Heat,100,Miami Heat,"22,082"
"Fri, Jan 27, 2017",8:00p,New Orleans Pelicans,119,San Antonio Spurs,103,New Orleans Pelicans,"17,757"
"Fri, Jan 27, 2017",8:00p,Philadelphia 76ers,118,Houston Rockets,123,Houston Rockets,"20,588"
"Fri, Jan 27, 2017",10:00p,Portland Trail Blazers,112,Memphis Grizzlies,109,Portland Trail Blazers,"19,558"
"Sat, Jan 28, 2017",7:00p,Charlotte Hornets,106,Sacramento Kings,109,Sacramento Kings,"18,597"
"Sat, Jan 28, 2017",7:30p,Miami Heat,116,Detroit Pistons,103,Miami Heat,"19,600"
"Sat, Jan 28, 2017",8:00p,Milwaukee Bucks,108,Boston Celtics,112,Boston Celtics,"18,717"
"Sat, Jan 28, 2017",8:30p,Golden State Warriors,144,Los Angeles Clippers,98,Golden State Warriors,"19,596"
"Sat, Jan 28, 2017",9:00p,Minnesota Timberwolves,129,Brooklyn Nets,109,Minnesota Timberwolves,"14,798"
"Sat, Jan 28, 2017",9:00p,Phoenix Suns,112,Denver Nuggets,123,Denver Nuggets,"18,055"
"Sat, Jan 28, 2017",9:00p,Utah Jazz,95,Memphis Grizzlies,102,Memphis Grizzlies,"19,911"
"Sun, Jan 29, 2017",3:00p,Atlanta Hawks,142,New York Knicks,139,Atlanta Hawks,"13,643"
