Date,Start Time,Home,Home Points,Visitor,Visitor Points,Winner,Attendance
"Fri, Nov 27, 2015",10:00p,Sacramento Kings,91,Minnesota Timberwolves,101,Minnesota Timberwolves,"17,317"
"Fri, Nov 27, 2015",10:30p,Los Angeles Clippers,111,New Orleans Pelicans,90,Los Angeles Clippers,"19,162"
"Sat, Nov 28, 2015",7:00p,Washington Wizards,82,Toronto Raptors,84,Toronto Raptors,"16,841"
"Sat, Nov 28, 2015",7:30p,Cleveland Cavaliers,90,Brooklyn Nets,88,Cleveland Cavaliers,"20,562"
"Sat, Nov 28, 2015",8:30p,Dallas Mavericks,92,Denver Nuggets,81,Dallas Mavericks,"20,339"
"Sat, Nov 28, 2015",8:30p,San Antonio Spurs,108,Atlanta Hawks,88,San Antonio Spurs,"18,418"
"Sat, Nov 28, 2015",9:00p,Utah Jazz,101,New Orleans Pelicans,87,Utah Jazz,"19,911"
"Sat, Nov 28, 2015",10:00p,Portland Trail Blazers,108,Los Angeles Lakers,96,Portland Trail Blazers,"20,019"
"Sat, Nov 28, 2015",10:30p,Golden State Warriors,120,Sacramento Kings,101,Golden State Warriors,"19,596"
"Sun, Nov 29, 2015",2:00p,Charlotte Hornets,87,Milwaukee Bucks,82,Charlotte Hornets,"14,224"
"Sun, Nov 29, 2015",3:30p,Los Angeles Clippers,107,Minnesota Timberwolves,99,Los Angeles Clippers,"19,060"
"Sun, Nov 29, 2015",6:00p,Brooklyn Nets,87,Detroit Pistons,83,Brooklyn Nets,"12,823"
"Sun, Nov 29, 2015",6:00p,Memphis Grizzlies,92,Philadelphia 76ers,84,Memphis Grizzlies,"15,322"
"Sun, Nov 29, 2015",6:00p,Orlando Magic,110,Boston Celtics,91,Orlando Magic,"16,209"
"Sun, Nov 29, 2015",6:00p,Toronto Raptors,102,Phoenix Suns,107,Phoenix Suns,"19,800"
"Sun, Nov 29, 2015",7:30p,New York Knicks,111,Houston Rockets,116,Houston Rockets,"19,812"
"Sun, Nov 29, 2015",9:30p,Los Angeles Lakers,103,Indiana Pacers,107,Indiana Pacers,"18,997"
"Mon, Nov 30, 2015",7:30p,Detroit Pistons,116,Houston Rockets,105,Detroit Pistons,"14,818"
"Mon, Nov 30, 2015",7:30p,Miami Heat,95,Boston Celtics,105,Boston Celtics,"19,600"
"Mon, Nov 30, 2015",8:00p,Atlanta Hawks,106,Oklahoma City Thunder,100,Atlanta Hawks,"17,768"
"Mon, Nov 30, 2015",8:00p,Chicago Bulls,92,San Antonio Spurs,89,Chicago Bulls,"21,909"
"Mon, Nov 30, 2015",8:00p,Milwaukee Bucks,92,Denver Nuggets,74,Milwaukee Bucks,"10,187"
"Mon, Nov 30, 2015",9:00p,Utah Jazz,103,Golden State Warriors,106,Golden State Warriors,"19,911"
"Mon, Nov 30, 2015",10:00p,Sacramento Kings,112,Dallas Mavericks,98,Sacramento Kings,"16,937"
"Mon, Nov 30, 2015",10:30p,Los Angeles Clippers,102,Portland Trail Blazers,87,Los Angeles Clippers,"19,060"
"Tue, Dec 1, 2015",7:00p,Cleveland Cavaliers,85,Washington Wizards,97,Washington Wizards,"20,562"
"Tue, Dec 1, 2015",7:00p,Philadelphia 76ers,103,Los Angeles Lakers,91,Philadelphia 76ers,"20,510"
"Tue, Dec 1, 2015",7:30p,Brooklyn Nets,94,Phoenix Suns,91,Brooklyn Nets,"12,787"
"Tue, Dec 1, 2015",8:00p,Minnesota Timberwolves,93,Orlando Magic,96,Orlando Magic,"10,694"
"Tue, Dec 1, 2015",8:00p,New Orleans Pelicans,104,Memphis Grizzlies,113,Memphis Grizzlies,"16,020"
"Tue, Dec 1, 2015",10:00p,Portland Trail Blazers,112,Dallas Mavericks,115,Dallas Mavericks,"19,393"
"Wed, Dec 2, 2015",7:00p,Charlotte Hornets,99,Golden State Warriors,116,Golden State Warriors,"19,542"
"Wed, Dec 2, 2015",7:00p,Washington Wizards,104,Los Angeles Lakers,108,Los Angeles Lakers,"20,356"
"Wed, Dec 2, 2015",7:30p,Detroit Pistons,127,Phoenix Suns,122,Detroit Pistons,"13,985"
"Wed, Dec 2, 2015",7:30p,New York Knicks,99,Philadelphia 76ers,87,New York Knicks,"19,812"
"Wed, Dec 2, 2015",8:00p,Atlanta Hawks,86,Toronto Raptors,96,Toronto Raptors,"12,559"
"Wed, Dec 2, 2015",8:00p,Chicago Bulls,99,Denver Nuggets,90,Chicago Bulls,"21,349"
"Wed, Dec 2, 2015",8:00p,Houston Rockets,108,New Orleans Pelicans,101,Houston Rockets,"17,339"
"Wed, Dec 2, 2015",8:30p,San Antonio Spurs,95,Milwaukee Bucks,70,San Antonio Spurs,"18,418"
"Wed, Dec 2, 2015",10:30p,Los Angeles Clippers,91,Indiana Pacers,103,Indiana Pacers,"19,060"
"Thu, Dec 3, 2015",7:00p,Miami Heat,97,Oklahoma City Thunder,95,Miami Heat,"19,600"
"Thu, Dec 3, 2015",7:30p,Toronto Raptors,105,Denver Nuggets,106,Denver Nuggets,"19,800"
"Thu, Dec 3, 2015",9:00p,Utah Jazz,94,Orlando Magic,103,Orlando Magic,"19,247"
"Thu, Dec 3, 2015",9:30p,Memphis Grizzlies,83,San Antonio Spurs,103,San Antonio Spurs,"17,013"
"Thu, Dec 3, 2015",10:00p,Portland Trail Blazers,123,Indiana Pacers,111,Portland Trail Blazers,"19,206"
"Thu, Dec 3, 2015",10:00p,Sacramento Kings,97,Boston Celtics,114,Boston Celtics,"18,660"
"Fri, Dec 4, 2015",7:00p,New York Knicks,108,Brooklyn Nets,91,New York Knicks,"19,812"
"Fri, Dec 4, 2015",7:00p,Washington Wizards,109,Phoenix Suns,106,Washington Wizards,"17,255"
"Fri, Dec 4, 2015",7:30p,Detroit Pistons,102,Milwaukee Bucks,95,Detroit Pistons,"16,963"
"Fri, Dec 4, 2015",8:00p,Atlanta Hawks,100,Los Angeles Lakers,87,Atlanta Hawks,"19,051"
"Fri, Dec 4, 2015",8:30p,Dallas Mavericks,96,Houston Rockets,100,Houston Rockets,"20,339"
"Fri, Dec 4, 2015",9:30p,New Orleans Pelicans,114,Cleveland Cavaliers,108,New Orleans Pelicans,"17,906"
"Sat, Dec 5, 2015",1:00p,Philadelphia 76ers,105,Denver Nuggets,108,Denver Nuggets,"15,677"
"Sat, Dec 5, 2015",5:00p,Toronto Raptors,109,Golden State Warriors,112,Golden State Warriors,"20,160"
"Sat, Dec 5, 2015",8:00p,Chicago Bulls,96,Charlotte Hornets,102,Charlotte Hornets,"21,770"
"Sat, Dec 5, 2015",8:00p,Houston Rockets,120,Sacramento Kings,113,Houston Rockets,"17,318"
"Sat, Dec 5, 2015",8:00p,Miami Heat,99,Cleveland Cavaliers,84,Miami Heat,"19,600"
"Sat, Dec 5, 2015",8:00p,Minnesota Timberwolves,103,Portland Trail Blazers,109,Portland Trail Blazers,"16,203"
"Sat, Dec 5, 2015",8:30p,Milwaukee Bucks,106,New York Knicks,91,Milwaukee Bucks,"16,223"
"Sat, Dec 5, 2015",8:30p,San Antonio Spurs,108,Boston Celtics,105,San Antonio Spurs,"18,418"
"Sat, Dec 5, 2015",9:00p,Utah Jazz,122,Indiana Pacers,119,Utah Jazz,"19,500"
"Sat, Dec 5, 2015",10:30p,Los Angeles Clippers,103,Orlando Magic,101,Los Angeles Clippers,"19,146"
"Sun, Dec 6, 2015",3:30p,Memphis Grizzlies,95,Phoenix Suns,93,Memphis Grizzlies,"16,022"
"Sun, Dec 6, 2015",6:00p,Brooklyn Nets,98,Golden State Warriors,114,Golden State Warriors,"17,732"
"Sun, Dec 6, 2015",6:00p,Detroit Pistons,111,Los Angeles Lakers,91,Detroit Pistons,"20,228"
"Sun, Dec 6, 2015",6:00p,Washington Wizards,104,Dallas Mavericks,116,Dallas Mavericks,"16,394"
"Sun, Dec 6, 2015",7:00p,Oklahoma City Thunder,98,Sacramento Kings,95,Oklahoma City Thunder,"18,203"
"Mon, Dec 7, 2015",7:00p,Charlotte Hornets,104,Detroit Pistons,84,Charlotte Hornets,"15,481"
"Mon, Dec 7, 2015",7:00p,Philadelphia 76ers,68,San Antonio Spurs,119,San Antonio Spurs,"14,449"
"Mon, Dec 7, 2015",7:30p,Miami Heat,103,Washington Wizards,114,Washington Wizards,"19,600"
"Mon, Dec 7, 2015",7:30p,New York Knicks,97,Dallas Mavericks,104,Dallas Mavericks,"19,812"
"Mon, Dec 7, 2015",7:30p,Toronto Raptors,102,Los Angeles Lakers,93,Toronto Raptors,"20,163"
"Mon, Dec 7, 2015",8:00p,Chicago Bulls,101,Phoenix Suns,103,Phoenix Suns,"21,337"
"Mon, Dec 7, 2015",8:00p,Milwaukee Bucks,90,Portland Trail Blazers,88,Milwaukee Bucks,"14,389"
"Mon, Dec 7, 2015",8:00p,Minnesota Timberwolves,106,Los Angeles Clippers,110,Los Angeles Clippers,"11,467"
"Mon, Dec 7, 2015",8:00p,New Orleans Pelicans,93,Boston Celtics,111,Boston Celtics,"15,715"
"Tue, Dec 8, 2015",7:00p,Cleveland Cavaliers,105,Portland Trail Blazers,100,Cleveland Cavaliers,"20,562"
"Tue, Dec 8, 2015",7:00p,Indiana Pacers,123,Golden State Warriors,131,Golden State Warriors,"18,165"
"Tue, Dec 8, 2015",7:30p,Brooklyn Nets,110,Houston Rockets,105,Brooklyn Nets,"13,319"
"Tue, Dec 8, 2015",8:00p,Memphis Grizzlies,88,Oklahoma City Thunder,125,Oklahoma City Thunder,"16,415"
"Tue, Dec 8, 2015",9:00p,Denver Nuggets,74,Orlando Magic,85,Orlando Magic,"13,925"
"Tue, Dec 8, 2015",10:00p,Sacramento Kings,114,Utah Jazz,106,Sacramento Kings,"16,505"
"Wed, Dec 9, 2015",7:00p,Boston Celtics,105,Chicago Bulls,100,Boston Celtics,"17,318"
"Wed, Dec 9, 2015",7:00p,Charlotte Hornets,99,Miami Heat,81,Charlotte Hornets,"17,404"
"Wed, Dec 9, 2015",7:00p,Washington Wizards,103,Houston Rockets,109,Houston Rockets,"16,041"
"Wed, Dec 9, 2015",7:30p,Detroit Pistons,92,Memphis Grizzlies,93,Memphis Grizzlies,"13,411"
"Wed, Dec 9, 2015",7:30p,Toronto Raptors,97,San Antonio Spurs,94,Toronto Raptors,"19,800"
"Wed, Dec 9, 2015",8:00p,Milwaukee Bucks,95,Los Angeles Clippers,109,Los Angeles Clippers,"14,224"
"Wed, Dec 9, 2015",8:00p,Minnesota Timberwolves,123,Los Angeles Lakers,122,Minnesota Timberwolves,"18,076"
"Wed, Dec 9, 2015",9:00p,Phoenix Suns,107,Orlando Magic,104,Phoenix Suns,"17,637"
"Wed, Dec 9, 2015",9:00p,Utah Jazz,106,New York Knicks,85,Utah Jazz,"18,586"
"Wed, Dec 9, 2015",9:30p,Dallas Mavericks,95,Atlanta Hawks,98,Atlanta Hawks,"19,936"
"Thu, Dec 10, 2015",7:30p,Brooklyn Nets,100,Philadelphia 76ers,91,Brooklyn Nets,"13,266"
"Thu, Dec 10, 2015",8:00p,Chicago Bulls,83,Los Angeles Clippers,80,Chicago Bulls,"21,491"
"Thu, Dec 10, 2015",8:00p,Oklahoma City Thunder,107,Atlanta Hawks,94,Oklahoma City Thunder,"18,203"
"Thu, Dec 10, 2015",10:30p,Sacramento Kings,99,New York Knicks,97,Sacramento Kings,"17,317"
"Fri, Dec 11, 2015",7:00p,Indiana Pacers,96,Miami Heat,83,Indiana Pacers,"16,184"
"Fri, Dec 11, 2015",7:00p,Orlando Magic,76,Cleveland Cavaliers,111,Cleveland Cavaliers,"17,239"
"Fri, Dec 11, 2015",7:00p,Philadelphia 76ers,95,Detroit Pistons,107,Detroit Pistons,"17,239"
"Fri, Dec 11, 2015",7:30p,Boston Celtics,119,Golden State Warriors,124,Golden State Warriors,"18,624"
"Fri, Dec 11, 2015",7:30p,Toronto Raptors,90,Milwaukee Bucks,83,Toronto Raptors,"19,800"
"Fri, Dec 11, 2015",8:00p,Memphis Grizzlies,99,Charlotte Hornets,123,Charlotte Hornets,"17,111"
"Fri, Dec 11, 2015",8:00p,New Orleans Pelicans,107,Washington Wizards,105,New Orleans Pelicans,"16,875"
"Fri, Dec 11, 2015",9:00p,Denver Nuggets,111,Minnesota Timberwolves,108,Denver Nuggets,"12,533"
"Fri, Dec 11, 2015",9:00p,Utah Jazz,90,Oklahoma City Thunder,94,Oklahoma City Thunder,"19,911"
"Fri, Dec 11, 2015",9:30p,Phoenix Suns,96,Portland Trail Blazers,106,Portland Trail Blazers,"17,028"
"Fri, Dec 11, 2015",9:30p,San Antonio Spurs,109,Los Angeles Lakers,87,San Antonio Spurs,"18,418"
"Sat, Dec 12, 2015",5:00p,Brooklyn Nets,100,Los Angeles Clippers,105,Los Angeles Clippers,"15,689"
"Sat, Dec 12, 2015",7:00p,Charlotte Hornets,93,Boston Celtics,98,Boston Celtics,"18,490"
"Sat, Dec 12, 2015",7:30p,Detroit Pistons,118,Indiana Pacers,96,Detroit Pistons,"14,858"
"Sat, Dec 12, 2015",8:00p,Atlanta Hawks,78,San Antonio Spurs,103,San Antonio Spurs,"17,752"
"Sat, Dec 12, 2015",8:00p,Chicago Bulls,98,New Orleans Pelicans,94,Chicago Bulls,"21,605"
"Sat, Dec 12, 2015",8:00p,Houston Rockets,126,Los Angeles Lakers,97,Houston Rockets,"18,456"
"Sat, Dec 12, 2015",8:30p,Dallas Mavericks,111,Washington Wizards,114,Washington Wizards,"20,088"
"Sat, Dec 12, 2015",8:30p,Milwaukee Bucks,108,Golden State Warriors,95,Milwaukee Bucks,"18,717"
"Sat, Dec 12, 2015",10:00p,Portland Trail Blazers,110,New York Knicks,112,New York Knicks,"19,511"
"Sun, Dec 13, 2015",3:30p,Phoenix Suns,108,Minnesota Timberwolves,101,Phoenix Suns,"16,919"
"Sun, Dec 13, 2015",6:00p,Miami Heat,100,Memphis Grizzlies,97,Miami Heat,"19,813"
"Sun, Dec 13, 2015",6:00p,Toronto Raptors,96,Philadelphia 76ers,76,Toronto Raptors,"19,800"
"Sun, Dec 13, 2015",7:00p,Oklahoma City Thunder,104,Utah Jazz,98,Oklahoma City Thunder,"18,203"
"Mon, Dec 14, 2015",7:00p,Indiana Pacers,106,Toronto Raptors,90,Indiana Pacers,"16,598"
"Mon, Dec 14, 2015",7:30p,Brooklyn Nets,82,Orlando Magic,105,Orlando Magic,"12,946"
"Mon, Dec 14, 2015",7:30p,Detroit Pistons,103,Los Angeles Clippers,105,Los Angeles Clippers,"13,525"
"Mon, Dec 14, 2015",8:00p,Atlanta Hawks,88,Miami Heat,100,Miami Heat,"15,039"
"Mon, Dec 14, 2015",8:00p,Chicago Bulls,115,Philadelphia 76ers,96,Chicago Bulls,"21,166"
"Mon, Dec 14, 2015",8:00p,Memphis Grizzlies,112,Washington Wizards,95,Memphis Grizzlies,"15,397"
"Mon, Dec 14, 2015",8:30p,Dallas Mavericks,104,Phoenix Suns,94,Dallas Mavericks,"19,822"
"Mon, Dec 14, 2015",8:30p,San Antonio Spurs,118,Utah Jazz,81,San Antonio Spurs,"18,418"
"Mon, Dec 14, 2015",9:00p,Denver Nuggets,114,Houston Rockets,108,Denver Nuggets,"12,022"
"Mon, Dec 14, 2015",10:00p,Portland Trail Blazers,105,New Orleans Pelicans,101,Portland Trail Blazers,"19,231"
"Tue, Dec 15, 2015",7:30p,Boston Celtics,77,Cleveland Cavaliers,89,Cleveland Cavaliers,"18,624"
"Tue, Dec 15, 2015",8:00p,Minnesota Timberwolves,100,Denver Nuggets,112,Denver Nuggets,"11,323"
"Tue, Dec 15, 2015",10:00p,Sacramento Kings,107,Houston Rockets,97,Sacramento Kings,"17,317"
"Tue, Dec 15, 2015",10:30p,Los Angeles Lakers,113,Milwaukee Bucks,95,Los Angeles Lakers,"18,997"
"Wed, Dec 16, 2015",7:00p,Indiana Pacers,107,Dallas Mavericks,81,Indiana Pacers,"14,824"
"Wed, Dec 16, 2015",7:00p,Orlando Magic,113,Charlotte Hornets,98,Orlando Magic,"16,019"
"Wed, Dec 16, 2015",7:30p,Brooklyn Nets,98,Miami Heat,104,Miami Heat,"15,113"
"Wed, Dec 16, 2015",7:30p,Detroit Pistons,119,Boston Celtics,116,Detroit Pistons,"13,120"
"Wed, Dec 16, 2015",7:30p,New York Knicks,107,Minnesota Timberwolves,102,New York Knicks,"19,812"
"Wed, Dec 16, 2015",8:00p,Atlanta Hawks,127,Philadelphia 76ers,106,Atlanta Hawks,"14,827"
"Wed, Dec 16, 2015",8:00p,Chicago Bulls,98,Memphis Grizzlies,85,Chicago Bulls,"21,032"
"Wed, Dec 16, 2015",8:00p,Oklahoma City Thunder,106,Portland Trail Blazers,90,Oklahoma City Thunder,"18,203"
"Wed, Dec 16, 2015",8:30p,San Antonio Spurs,114,Washington Wizards,95,San Antonio Spurs,"18,418"
"Wed, Dec 16, 2015",9:00p,Utah Jazz,94,New Orleans Pelicans,104,New Orleans Pelicans,"17,899"
"Wed, Dec 16, 2015",10:30p,Golden State Warriors,128,Phoenix Suns,103,Golden State Warriors,"19,596"
"Wed, Dec 16, 2015",10:30p,Los Angeles Clippers,103,Milwaukee Bucks,90,Los Angeles Clippers,"19,060"
"Thu, Dec 17, 2015",7:00p,Charlotte Hornets,109,Toronto Raptors,99,Charlotte Hornets,"15,817"
"Thu, Dec 17, 2015",8:00p,Cleveland Cavaliers,104,Oklahoma City Thunder,100,Cleveland Cavaliers,"20,562"
"Thu, Dec 17, 2015",10:30p,Los Angeles Lakers,87,Houston Rockets,107,Houston Rockets,"18,997"
"Fri, Dec 18, 2015",7:00p,Indiana Pacers,104,Brooklyn Nets,97,Indiana Pacers,"16,548"
"Fri, Dec 18, 2015",7:00p,Orlando Magic,102,Portland Trail Blazers,94,Orlando Magic,"17,156"
"Fri, Dec 18, 2015",7:00p,Philadelphia 76ers,97,New York Knicks,107,New York Knicks,"17,880"
"Fri, Dec 18, 2015",7:30p,Boston Celtics,101,Atlanta Hawks,109,Atlanta Hawks,"18,624"
"Fri, Dec 18, 2015",8:00p,Chicago Bulls,144,Detroit Pistons,147,Detroit Pistons,"21,534"
"Fri, Dec 18, 2015",8:00p,Miami Heat,94,Toronto Raptors,108,Toronto Raptors,"19,600"
"Fri, Dec 18, 2015",8:00p,Minnesota Timberwolves,99,Sacramento Kings,95,Minnesota Timberwolves,"12,770"
"Fri, Dec 18, 2015",8:00p,San Antonio Spurs,115,Los Angeles Clippers,107,San Antonio Spurs,"18,418"
"Fri, Dec 18, 2015",8:30p,Dallas Mavericks,97,Memphis Grizzlies,88,Dallas Mavericks,"20,199"
"Fri, Dec 18, 2015",9:00p,Utah Jazz,97,Denver Nuggets,88,Utah Jazz,"19,169"
"Fri, Dec 18, 2015",10:30p,Golden State Warriors,121,Milwaukee Bucks,112,Golden State Warriors,"19,596"
"Fri, Dec 18, 2015",10:30p,Phoenix Suns,104,New Orleans Pelicans,88,Phoenix Suns,"17,227"
"Sat, Dec 19, 2015",5:00p,Oklahoma City Thunder,118,Los Angeles Lakers,78,Oklahoma City Thunder,"18,203"
"Sat, Dec 19, 2015",7:00p,Washington Wizards,109,Charlotte Hornets,101,Washington Wizards,"16,987"
"Sat, Dec 19, 2015",7:30p,New York Knicks,107,Chicago Bulls,91,New York Knicks,"19,812"
"Sat, Dec 19, 2015",8:00p,Houston Rockets,107,Los Angeles Clippers,97,Houston Rockets,"18,212"
"Sat, Dec 19, 2015",8:00p,Memphis Grizzlies,96,Indiana Pacers,84,Memphis Grizzlies,"18,119"
"Sun, Dec 20, 2015",1:00p,Brooklyn Nets,85,Minnesota Timberwolves,100,Minnesota Timberwolves,"14,552"
"Sun, Dec 20, 2015",1:00p,Miami Heat,116,Portland Trail Blazers,109,Miami Heat,"19,600"
"Sun, Dec 20, 2015",3:30p,Cleveland Cavaliers,108,Philadelphia 76ers,86,Cleveland Cavaliers,"20,562"
"Sun, Dec 20, 2015",5:00p,Phoenix Suns,95,Milwaukee Bucks,101,Milwaukee Bucks,"16,859"
"Sun, Dec 20, 2015",6:00p,Orlando Magic,100,Atlanta Hawks,103,Atlanta Hawks,"16,982"
"Sun, Dec 20, 2015",6:00p,Toronto Raptors,94,Sacramento Kings,104,Sacramento Kings,"19,800"
"Sun, Dec 20, 2015",8:00p,Denver Nuggets,125,New Orleans Pelicans,130,New Orleans Pelicans,"13,857"
"Mon, Dec 21, 2015",7:00p,Washington Wizards,113,Sacramento Kings,99,Washington Wizards,"15,124"
"Mon, Dec 21, 2015",7:30p,Boston Celtics,113,Minnesota Timberwolves,99,Boston Celtics,"18,624"
"Mon, Dec 21, 2015",7:30p,New York Knicks,99,Orlando Magic,107,Orlando Magic,"19,812"
"Mon, Dec 21, 2015",8:00p,Atlanta Hawks,106,Portland Trail Blazers,97,Atlanta Hawks,"18,373"
"Mon, Dec 21, 2015",8:00p,Chicago Bulls,102,Brooklyn Nets,105,Brooklyn Nets,"21,825"
"Mon, Dec 21, 2015",8:00p,Houston Rockets,102,Charlotte Hornets,95,Houston Rockets,"18,236"
"Mon, Dec 21, 2015",8:30p,San Antonio Spurs,106,Indiana Pacers,92,San Antonio Spurs,"18,418"
"Mon, Dec 21, 2015",9:00p,Utah Jazz,110,Phoenix Suns,89,Utah Jazz,"19,911"
"Mon, Dec 21, 2015",10:30p,Los Angeles Clippers,99,Oklahoma City Thunder,100,Oklahoma City Thunder,"19,415"
"Tue, Dec 22, 2015",7:00p,Philadelphia 76ers,90,Memphis Grizzlies,104,Memphis Grizzlies,"15,552"
"Tue, Dec 22, 2015",7:30p,Miami Heat,92,Detroit Pistons,93,Detroit Pistons,"19,901"
"Tue, Dec 22, 2015",7:30p,Toronto Raptors,103,Dallas Mavericks,99,Toronto Raptors,"19,800"
"Tue, Dec 22, 2015",9:00p,Denver Nuggets,107,Los Angeles Lakers,111,Los Angeles Lakers,"19,124"
"Wed, Dec 23, 2015",7:00p,Charlotte Hornets,89,Boston Celtics,102,Boston Celtics,"19,082"
"Wed, Dec 23, 2015",7:00p,Cleveland Cavaliers,91,New York Knicks,84,Cleveland Cavaliers,"20,562"
"Wed, Dec 23, 2015",7:00p,Indiana Pacers,106,Sacramento Kings,108,Sacramento Kings,"18,165"
"Wed, Dec 23, 2015",7:00p,Orlando Magic,104,Houston Rockets,101,Orlando Magic,"17,061"
"Wed, Dec 23, 2015",7:00p,Washington Wizards,100,Memphis Grizzlies,91,Washington Wizards,"15,879"
"Wed, Dec 23, 2015",7:30p,Brooklyn Nets,118,Dallas Mavericks,119,Dallas Mavericks,"15,994"
"Wed, Dec 23, 2015",8:00p,Atlanta Hawks,107,Detroit Pistons,100,Atlanta Hawks,"17,575"
"Wed, Dec 23, 2015",8:00p,Milwaukee Bucks,113,Philadelphia 76ers,100,Milwaukee Bucks,"15,754"
"Wed, Dec 23, 2015",8:00p,Minnesota Timberwolves,83,San Antonio Spurs,108,San Antonio Spurs,"16,788"
"Wed, Dec 23, 2015",8:00p,New Orleans Pelicans,115,Portland Trail Blazers,89,New Orleans Pelicans,"16,686"
"Wed, Dec 23, 2015",9:00p,Phoenix Suns,96,Denver Nuggets,104,Denver Nuggets,"17,034"
"Wed, Dec 23, 2015",10:30p,Golden State Warriors,103,Utah Jazz,85,Golden State Warriors,"19,596"
"Wed, Dec 23, 2015",10:30p,Los Angeles Lakers,85,Oklahoma City Thunder,120,Oklahoma City Thunder,"18,997"
"Fri, Dec 25, 2015",12:00p,Miami Heat,94,New Orleans Pelicans,88,Miami Heat,"19,845"
"Fri, Dec 25, 2015",2:30p,Oklahoma City Thunder,96,Chicago Bulls,105,Chicago Bulls,"18,203"
"Fri, Dec 25, 2015",5:00p,Golden State Warriors,89,Cleveland Cavaliers,83,Golden State Warriors,"19,596"
"Fri, Dec 25, 2015",8:00p,Houston Rockets,88,San Antonio Spurs,84,Houston Rockets,"18,319"
"Fri, Dec 25, 2015",10:30p,Los Angeles Lakers,84,Los Angeles Clippers,94,Los Angeles Clippers,"18,997"
"Sat, Dec 26, 2015",4:00p,Brooklyn Nets,96,Washington Wizards,111,Washington Wizards,"17,732"
"Sat, Dec 26, 2015",5:00p,Milwaukee Bucks,90,Toronto Raptors,111,Toronto Raptors,"16,329"
"Sat, Dec 26, 2015",7:00p,Charlotte Hornets,98,Memphis Grizzlies,92,Charlotte Hornets,"19,091"
"Sat, Dec 26, 2015",7:00p,New Orleans Pelicans,110,Houston Rockets,108,New Orleans Pelicans,"18,248"
"Sat, Dec 26, 2015",7:00p,Orlando Magic,101,Miami Heat,108,Miami Heat,"18,846"
"Sat, Dec 26, 2015",7:30p,Atlanta Hawks,117,New York Knicks,98,Atlanta Hawks,"19,015"
"Sat, Dec 26, 2015",7:30p,Detroit Pistons,93,Boston Celtics,99,Boston Celtics,"18,288"
"Sat, Dec 26, 2015",8:00p,Minnesota Timberwolves,88,Indiana Pacers,102,Indiana Pacers,"15,076"
"Sat, Dec 26, 2015",8:30p,Dallas Mavericks,118,Chicago Bulls,111,Dallas Mavericks,"20,392"
"Sat, Dec 26, 2015",8:30p,San Antonio Spurs,101,Denver Nuggets,86,San Antonio Spurs,"18,420"
"Sat, Dec 26, 2015",9:00p,Phoenix Suns,104,Philadelphia 76ers,111,Philadelphia 76ers,"17,548"
"Sat, Dec 26, 2015",9:00p,Utah Jazz,104,Los Angeles Clippers,109,Los Angeles Clippers,"19,911"
"Sat, Dec 26, 2015",10:00p,Portland Trail Blazers,105,Cleveland Cavaliers,76,Portland Trail Blazers,"19,393"
"Sun, Dec 27, 2015",6:00p,Memphis Grizzlies,112,Los Angeles Lakers,96,Memphis Grizzlies,"18,119"
"Sun, Dec 27, 2015",7:00p,Boston Celtics,100,New York Knicks,91,Boston Celtics,"18,624"
"Sun, Dec 27, 2015",7:00p,Oklahoma City Thunder,122,Denver Nuggets,112,Oklahoma City Thunder,"18,203"
"Sun, Dec 27, 2015",9:00p,Sacramento Kings,94,Portland Trail Blazers,98,Portland Trail Blazers,"17,317"
"Mon, Dec 28, 2015",7:00p,Charlotte Hornets,108,Los Angeles Lakers,98,Charlotte Hornets,"19,632"
"Mon, Dec 28, 2015",7:00p,Indiana Pacers,93,Atlanta Hawks,87,Indiana Pacers,"18,165"
"Mon, Dec 28, 2015",7:00p,Orlando Magic,104,New Orleans Pelicans,89,Orlando Magic,"17,606"
"Mon, Dec 28, 2015",7:00p,Washington Wizards,91,Los Angeles Clippers,108,Los Angeles Clippers,"20,356"
"Mon, Dec 28, 2015",7:30p,Miami Heat,105,Brooklyn Nets,111,Brooklyn Nets,"19,975"
"Mon, Dec 28, 2015",8:00p,Chicago Bulls,104,Toronto Raptors,97,Chicago Bulls,"21,898"
"Mon, Dec 28, 2015",8:30p,Dallas Mavericks,103,Milwaukee Bucks,93,Dallas Mavericks,"20,300"
"Mon, Dec 28, 2015",8:30p,San Antonio Spurs,101,Minnesota Timberwolves,95,San Antonio Spurs,"18,493"
"Mon, Dec 28, 2015",9:00p,Phoenix Suns,97,Cleveland Cavaliers,101,Cleveland Cavaliers,"18,319"
"Mon, Dec 28, 2015",9:00p,Utah Jazz,95,Philadelphia 76ers,91,Utah Jazz,"19,911"
"Mon, Dec 28, 2015",10:30p,Golden State Warriors,122,Sacramento Kings,103,Golden State Warriors,"19,596"
"Tue, Dec 29, 2015",7:30p,New York Knicks,108,Detroit Pistons,96,New York Knicks,"19,812"
"Tue, Dec 29, 2015",8:00p,Houston Rockets,115,Atlanta Hawks,121,Atlanta Hawks,"18,211"
"Tue, Dec 29, 2015",8:00p,Memphis Grizzlies,99,Miami Heat,90,Memphis Grizzlies,"18,119"
"Tue, Dec 29, 2015",8:00p,Oklahoma City Thunder,131,Milwaukee Bucks,123,Oklahoma City Thunder,"18,203"
"Tue, Dec 29, 2015",9:00p,Denver Nuggets,87,Cleveland Cavaliers,93,Cleveland Cavaliers,"17,523"
